Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
Abdul Razzaq (PAK),11,1,36,0,3.27,-,-,v Sri Lanka,Kandy,3 Apr 2006,0,1,1
JDP Oram (NZ),13,1,36,0,2.76,-,-,v England,Manchester,23 May 2008,0,1,1
JH Kallis (SA),18,3,37,0,2.05,-,-,v Pakistan,Lahore,17 Oct 2003,0,1,1
SB Styris (NZ),13,5,37,0,2.84,-,-,v England,Lord's,20 May 2004,0,1,1
STR Binny (INDIA),10,0,37,0,3.7,-,-,v England,Nottingham,9 Jul 2014,0,1,1
L Klusener (SA),15,4,38,0,2.53,-,-,v Sri Lanka,Galle,20 Jul 2000,0,1,1
CD McMillan (NZ),13,2,38,0,2.92,-,-,v South Africa,Bloemfontein,17 Nov 2000,0,1,1
AD Mathews (SL),11,2,39,0,3.54,-,-,v England,Lord's,12 Jun 2014,0,1,1
JR Hazlewood (AUS),15,5,39,0,2.6,-,-,v Bangladesh,Dhaka,27 Aug 2017,0,1,1
L Klusener (SA),21,10,40,0,1.9,-,-,v West Indies,Port of Spain,17 Mar 2001,0,1,1
CZ Harris (NZ),15,4,40,0,2.66,-,-,v West Indies,St George's,28 Jun 2002,0,1,1
MA Butcher (ENG),10,1,40,0,4,-,-,v Australia,Perth,29 Nov 2002,0,1,1
AJ Bichel (AUS),13,4,40,0,3.07,-,-,v West Indies,Georgetown,10 Apr 2003,0,1,1
JH Kallis (SA),12,1,40,0,3.33,-,-,v India,Kolkata,14 Feb 2010,0,1,1
Umar Gul (PAK),13,0,40,0,3.07,-,-,v West Indies,Providence,12 May 2011,0,1,1
E Chigumbura (ZIM),14,4,40,0,2.85,-,-,v Bangladesh,Chittagong,12 Nov 2014,0,1,1
CD McMillan (NZ),17,5,41,0,2.41,-,-,v South Africa,Johannesburg,8 Dec 2000,0,1,1
RT Ponting (AUS),12,1,41,0,3.41,-,-,v India,Kolkata,11 Mar 2001,0,1,1
Umar Gul (PAK),11,2,41,0,3.72,-,-,v New Zealand,Wellington,3 Dec 2009,0,1,1
DJG Sammy (WI),11,2,41,0,3.72,-,-,v Sri Lanka,Galle,15 Nov 2010,0,1,1
PD Collingwood (ENG),12,1,41,0,3.41,-,-,v Australia,Brisbane,25 Nov 2010,0,1,1
AD Mathews (SL),15,3,41,0,2.73,-,-,v Australia,Hobart,14 Dec 2012,0,1,1
AD Mathews (SL),17,3,41,0,2.41,-,-,v South Africa,Cape Town,2 Jan 2017,0,1,1
CB Mpofu (ZIM),11,2,41,0,3.72,-,-,v Sri Lanka,Colombo (RPS),14 Jul 2017,0,1,1
Khaled Mahmud (BDESH),12,2,42,0,3.5,-,-,v New Zealand,Wellington,26 Dec 2001,0,1,1
MF Maharoof (SL),11,3,42,0,3.81,-,-,v England,Birmingham,25 May 2006,0,1,1
Al-Amin Hossain (BDESH),22,12,43,0,1.95,-,-,v West Indies,Kingstown,5 Sep 2014,0,1,1
SC Ganguly (INDIA),12.3,3,44,0,3.52,-,-,v Sri Lanka,Colombo (SSC),29 Aug 2001,0,1,1
SC Ganguly (INDIA),12,0,44,0,3.66,-,-,v West Indies,St John's,10 May 2002,0,1,1
SR Watson (AUS),10,0,44,0,4.4,-,-,v South Africa,Cape Town,9 Nov 2011,0,1,1
UT Yadav (INDIA),12,2,44,0,3.66,-,-,v West Indies,Kingston,30 Jul 2016,0,1,1
D Gough (ENG),17,6,45,0,2.64,-,-,v Pakistan,Lahore,15 Nov 2000,0,1,1
DT Hondo (ZIM),14,4,45,0,3.21,-,-,v England,Lord's,22 May 2003,0,1,1
MS Kasprowicz (AUS),21,4,45,0,2.14,-,-,v India,Nagpur,26 Oct 2004,0,1,1
KMDN Kulasekara (SL),13,2,45,0,3.46,-,-,v England,Birmingham,25 May 2006,0,1,1
MC Henriques (AUS),21,7,45,0,2.14,-,-,v India,Hyderabad (Deccan),2 Mar 2013,0,1,1
STR Binny (INDIA),10,0,45,0,4.5,-,-,v England,Lord's,17 Jul 2014,0,1,1
MR Marsh (AUS),10,1,45,0,4.5,-,-,v Sri Lanka,Colombo (SSC),13 Aug 2016,0,1,1
AR Caddick (ENG),30,13,46,0,1.53,-,-,v Sri Lanka,Galle,22 Feb 2001,0,1,1
BT Watambwa (ZIM),18,5,47,0,2.61,-,-,v India,Delhi,28 Feb 2002,0,1,1
HK Bennett (NZ),15,2,47,0,3.13,-,-,v India,Ahmedabad,4 Nov 2010,0,1,1
AD Mathews (SL),12,0,47,0,3.91,-,-,v South Africa,Cape Town,3 Jan 2012,0,1,1
JH Kallis (SA),13,3,48,0,3.69,-,-,v Sri Lanka,Colombo (SSC),6 Aug 2000,0,1,1
RD King (WI),11,2,48,0,4.36,-,-,v England,Leeds,17 Aug 2000,0,1,1
Mashrafe Mortaza (BDESH),18,6,48,0,2.66,-,-,v Pakistan,Peshawar,27 Aug 2003,0,1,1
BA Williams (AUS),19,5,48,0,2.52,-,-,v Sri Lanka,Colombo (SSC),24 Mar 2004,0,1,1
H Masakadza (ZIM),17,6,48,0,2.82,-,-,v West Indies,Roseau,20 Mar 2013,0,1,1
JM Anderson (ENG),21,4,48,0,2.28,-,-,v India,Mohali,26 Nov 2016,0,1,1
B Muzarabani (ZIM),13,2,48,0,3.69,-,-,v South Africa,Port Elizabeth,26 Dec 2017,0,1,1
MJ Hoggard (ENG),20,4,49,0,2.45,-,-,v Sri Lanka,Galle,2 Dec 2003,0,1,1
AD Mathews (SL),17,2,49,0,2.88,-,-,v India,Kanpur,24 Nov 2009,0,1,1
STR Binny (INDIA),13,3,49,0,3.76,-,-,v Sri Lanka,Colombo (SSC),28 Aug 2015,0,1,1
MR Marsh (AUS),17,4,49,0,2.88,-,-,v New Zealand,Christchurch,20 Feb 2016,0,1,1
WW Hinds (WI),13,2,50,0,3.84,-,-,v South Africa,Durban,26 Dec 2003,0,1,1
DR Smith (WI),14,4,50,0,3.57,-,-,v England,The Oval,19 Aug 2004,0,1,1
CRD Fernando (SL),17,4,50,0,2.94,-,-,v Bangladesh,Chittagong,28 Feb 2006,0,1,1
PD Collingwood (ENG),16,1,51,0,3.18,-,-,v West Indies,Bridgetown,26 Feb 2009,0,1,1
CJ Chibhabha (ZIM),11,1,51,0,4.63,-,-,v South Africa,Port Elizabeth,26 Dec 2017,0,1,1
HK Olonga (ZIM),18,6,52,0,2.88,-,-,v Sri Lanka,Galle,12 Jan 2002,0,1,1
MA Butcher (ENG),13,2,52,0,4,-,-,v Australia,Melbourne,26 Dec 2002,0,1,1
JH Kallis (SA),16,3,52,0,3.25,-,-,v Sri Lanka,Galle,4 Aug 2004,0,1,1
R Rampaul (WI),14,1,52,0,3.71,-,-,v Australia,Adelaide,4 Dec 2009,0,1,1
DJG Sammy (WI),12,1,52,0,4.33,-,-,v India,Kolkata,6 Nov 2013,0,1,1
M Morkel (SA),19,2,52,0,2.73,-,-,v Bangladesh,Chittagong,21 Jul 2015,0,1,1
L Klusener (SA),10,0,53,0,5.3,-,-,v India,Mumbai,24 Feb 2000,0,1,1
Mushfiqur Rahman (BDESH),20,5,53,0,2.65,-,-,v Zimbabwe,Bulawayo,19 Apr 2001,0,1,1
CB Mpofu (ZIM),12,2,53,0,4.41,-,-,v South Africa,Cape Town,4 Mar 2005,0,1,1
AJ Hall (SA),16,4,53,0,3.31,-,-,v West Indies,Georgetown,31 Mar 2005,0,1,1
KTGD Prasad (SL),11,0,53,0,4.81,-,-,v Australia,Sydney,3 Jan 2013,0,1,1
JDS Neesham (NZ),18,1,53,0,2.94,-,-,v India,Indore,8 Oct 2016,0,1,1
Iftikhar Anjum (PAK),11,1,54,0,4.9,-,-,v Sri Lanka,Kandy,3 Apr 2006,0,1,1
NC Johnson (ZIM),20,5,55,0,2.75,-,-,v England,Lord's,18 May 2000,0,1,1
GJ Whittall (ZIM),22,6,55,0,2.5,-,-,v New Zealand,Wellington,26 Dec 2000,0,1,1
JH Kallis (SA),17,3,55,0,3.23,-,-,v Australia,Melbourne,26 Dec 2001,0,1,1
JDP Oram (NZ),24,7,55,0,2.29,-,-,v Australia,Adelaide,26 Nov 2004,0,1,1
A Nel (SA),19.2,5,56,0,2.89,-,-,v England,The Oval,7 Aug 2008,0,1,1
JDP Oram (NZ),21,7,56,0,2.66,-,-,v Sri Lanka,Colombo (SSC),26 Aug 2009,0,1,1
Abdul Razzaq (PAK),19,3,57,0,3,-,-,v South Africa,Durban,26 Dec 2002,0,1,1
CB Mpofu (ZIM),33,13,57,0,1.72,-,-,v Bangladesh,Dhaka,14 Jan 2005,0,1,1
MF Maharoof (SL),17,5,57,0,3.35,-,-,v England,Lord's,3 Jun 2011,0,1,1
CR Woakes (ENG),31,6,57,0,1.83,-,-,v India,Rajkot,9 Nov 2016,0,1,1
VD Philander (SA),27,10,57,0,2.11,-,-,v New Zealand,Wellington,16 Mar 2017,0,1,1
STR Binny (INDIA),12,0,58,0,4.83,-,-,v England,The Oval,15 Aug 2014,0,1,1
SI Mahmood (ENG),10,0,59,0,5.9,-,-,v Australia,Perth,14 Dec 2006,0,1,1
TG Southee (NZ),16,2,59,0,3.68,-,-,v England,Lord's,15 May 2008,0,1,1
DR Tuffey (NZ),19,4,60,0,3.15,-,-,v South Africa,Johannesburg,8 Dec 2000,0,1,1
SCJ Broad (ENG),12,1,60,0,5,-,-,v India,Mumbai,23 Nov 2012,0,1,1
CBRLS Kumara (SL),14,0,60,0,4.28,-,-,v Zimbabwe,Harare,6 Nov 2016,0,1,1
TJ Friend (ZIM),22,3,61,0,2.77,-,-,v India,Nagpur,21 Feb 2002,0,1,1
Alamgir Kabir (BDESH),13,3,61,0,4.69,-,-,v Pakistan,Peshawar,27 Aug 2003,0,1,1
NB Mahwire (ZIM),10,1,61,0,6.1,-,-,v Australia,Sydney,17 Oct 2003,0,1,1
AB Agarkar (INDIA),24,7,62,0,2.58,-,-,v Zimbabwe,Harare,15 Jun 2001,0,1,1
CS Martin (NZ),20,7,62,0,3.1,-,-,v South Africa,Cape Town,27 Apr 2006,0,1,1
VRV Singh (INDIA),21,3,62,0,2.95,-,-,v West Indies,Gros Islet,10 Jun 2006,0,1,1
DJ Bravo (WI),20,3,63,0,3.15,-,-,v Pakistan,Lahore,11 Nov 2006,0,1,1
CD Collymore (WI),25,6,63,0,2.52,-,-,v Pakistan,Lahore,11 Nov 2006,0,1,1
JM Anderson (ENG),20,5,63,0,3.15,-,-,v India,Mumbai,8 Dec 2016,0,1,1
M Ntini (SA),19,7,64,0,3.36,-,-,v Australia,Adelaide,14 Dec 2001,0,1,1
GD McGrath (AUS),36,11,64,0,1.77,-,-,v West Indies,Bridgetown,1 May 2003,0,1,1
VD Philander (SA),26,10,65,0,2.5,-,-,v Sri Lanka,Galle,16 Jul 2014,0,1,1
Rubel Hossain (BDESH),17,2,65,0,3.82,-,-,v New Zealand,Christchurch,20 Jan 2017,0,1,1
RS Bopara (ENG),13,0,66,0,5.07,-,-,v West Indies,Bridgetown,26 Feb 2009,0,1,1
KR Pushpakumara (SL),21,3,67,0,3.19,-,-,v Pakistan,Peshawar,5 Mar 2000,0,1,1
VRV Singh (INDIA),18,4,67,0,3.72,-,-,v South Africa,Johannesburg,15 Dec 2006,0,1,1
DAJ Bracewell (NZ),16,1,67,0,4.18,-,-,v Sri Lanka,Galle,17 Nov 2012,0,1,1
M Ntini (SA),25,9,68,0,2.72,-,-,v Zimbabwe,Bulawayo,14 Sep 2001,0,1,1
ME Trescothick (ENG),18,3,68,0,3.77,-,-,v West Indies,St John's,10 Apr 2004,0,1,1
B Lee (AUS),19,5,68,0,3.57,-,-,v Bangladesh,Fatullah,9 Apr 2006,0,1,1
JE Taylor (WI),20,2,68,0,3.4,-,-,v England,Chester-le-Street,14 May 2009,0,1,1
M Mbangwa (ZIM),21,5,69,0,3.28,-,-,v England,Lord's,18 May 2000,0,1,1
Shoaib Akhtar (PAK),15,2,69,0,4.6,-,-,v Australia,Sydney,2 Jan 2005,0,1,1
SR Clark (AUS),25,4,69,0,2.76,-,-,v Bangladesh,Fatullah,9 Apr 2006,0,1,1
TT Bresnan (ENG),26,5,69,0,2.65,-,-,v India,Nagpur,13 Dec 2012,0,1,1
JH Kallis (SA),14,3,70,0,5,-,-,v West Indies,Georgetown,31 Mar 2005,0,1,1
JH Kallis (SA),24,7,70,0,2.91,-,-,v West Indies,Port of Spain,8 Apr 2005,0,1,1
JH Kallis (SA),20,3,70,0,3.5,-,-,v England,Lord's,10 Jul 2008,0,1,1
B Lee (AUS),12,2,71,0,5.91,-,-,v England,Birmingham,5 Jul 2001,0,1,1
Shahadat Hossain (BDESH),16,1,71,0,4.43,-,-,v Sri Lanka,Kandy,11 Jul 2007,0,1,1
M Morkel (SA),13,0,71,0,5.46,-,-,v Bangladesh,Chittagong,29 Feb 2008,0,1,1
JH Kallis (SA),14,0,71,0,5.07,-,-,v India,Chennai,26 Mar 2008,0,1,1
SR Watson (AUS),24,3,71,0,2.95,-,-,v India,Mohali,17 Oct 2008,0,1,1
Mohammad Asif (PAK),16,3,72,0,4.5,-,-,v Australia,Sydney,2 Jan 2005,0,1,1
SCJ Broad (ENG),33,7,72,0,2.18,-,-,v Australia,Brisbane,25 Nov 2010,0,1,1
TT Bresnan (ENG),19,2,73,0,3.84,-,-,v India,Ahmedabad,15 Nov 2012,0,1,1
DR Tuffey (NZ),15,1,74,0,4.93,-,-,v Australia,Hobart,22 Nov 2001,0,1,1
Abdul Razzaq (PAK),18,2,74,0,4.11,-,-,v New Zealand,Hamilton,19 Dec 2003,0,1,1
GD McGrath (AUS),25,4,74,0,2.96,-,-,v India,Chennai,14 Oct 2004,0,1,1
AM Blignaut (ZIM),16,0,74,0,4.62,-,-,v South Africa,Centurion,11 Mar 2005,0,1,1
Umar Gul (PAK),20,5,74,0,3.7,-,-,v South Africa,Cape Town,14 Feb 2013,0,1,1
PM Siddle (AUS),28,7,74,0,2.64,-,-,v England,The Oval,21 Aug 2013,0,1,1
MI Black (WI),18,1,75,0,4.16,-,-,v Australia,Adelaide,15 Dec 2000,0,1,1
Khaled Mahmud (BDESH),19,3,75,0,3.94,-,-,v Australia,Cairns,25 Jul 2003,0,1,1
LS Baker (WI),24,5,75,0,3.12,-,-,v England,Lord's,6 May 2009,0,1,1
JO Holder (WI),24,3,75,0,3.12,-,-,v Australia,Hobart,10 Dec 2015,0,1,1
A Flintoff (ENG),19,2,76,0,4,-,-,v Australia,Perth,14 Dec 2006,0,1,1
M Morkel (SA),25,4,76,0,3.04,-,-,v India,Chennai,26 Mar 2008,0,1,1
Umar Gul (PAK),27,8,76,0,2.81,-,-,v Sri Lanka,Galle,22 Jun 2012,0,1,1
A Mithun (INDIA),22,2,78,0,3.54,-,-,v Sri Lanka,Colombo (PSS),3 Aug 2010,0,1,1
NAM McLean (WI),25,5,79,0,3.16,-,-,v Australia,Brisbane,23 Nov 2000,0,1,1
BJ Arnel (NZ),24,5,79,0,3.29,-,-,v India,Hyderabad (Deccan),12 Nov 2010,0,1,1
VD Philander (SA),33,7,79,0,2.39,-,-,v New Zealand,Hamilton,25 Mar 2017,0,1,1
A Flintoff (ENG),34,11,80,0,2.35,-,-,v India,Mohali,3 Dec 2001,0,1,1
Tapash Baisya (BDESH),15,2,80,0,5.33,-,-,v England,Chester-le-Street,3 Jun 2005,0,1,1
NLTC Perera (SL),24,5,81,0,3.37,-,-,v England,Cardiff,26 May 2011,0,1,1
RAS Lakmal (SL),30,8,81,0,2.7,-,-,v South Africa,Johannesburg,12 Jan 2017,0,1,1
J Srinath (INDIA),45,19,82,0,1.82,-,-,v West Indies,St John's,10 May 2002,0,1,1
Alamgir Kabir (BDESH),15,1,82,0,5.46,-,-,v Sri Lanka,Colombo (PSS),21 Jul 2002,0,1,1
MJ Hoggard (ENG),18,2,82,0,4.55,-,-,v West Indies,St John's,10 Apr 2004,0,1,1
MF Maharoof (SL),23,4,82,0,3.56,-,-,v Australia,Hobart,16 Nov 2007,0,1,1
FA Rose (WI),20,3,83,0,4.15,-,-,v England,Manchester,3 Aug 2000,0,1,1
Umar Gul (PAK),23,3,83,0,3.6,-,-,v Sri Lanka,Kandy,3 Apr 2006,0,1,1
SM Pollock (SA),35,11,84,0,2.4,-,-,v West Indies,Bridgetown,29 Mar 2001,0,1,1
J Srinath (INDIA),32,7,85,0,2.65,-,-,v West Indies,Bridgetown,2 May 2002,0,1,1
JM Anderson (ENG),24,5,85,0,3.54,-,-,v Sri Lanka,Colombo (SSC),18 Dec 2003,0,1,1
LS Baker (WI),25,3,85,0,3.4,-,-,v New Zealand,Dunedin,11 Dec 2008,0,1,1
JR Hazlewood (AUS),32,6,85,0,2.65,-,-,v Sri Lanka,Colombo (SSC),13 Aug 2016,0,1,1
ML Nkala (ZIM),22,2,86,0,3.9,-,-,v India,Nagpur,25 Nov 2000,0,1,1
Abdul Razzaq (PAK),22,2,86,0,3.9,-,-,v Sri Lanka,Colombo (SSC),26 Mar 2006,0,1,1
Mohammad Sharif (BDESH),24,4,86,0,3.58,-,-,v Sri Lanka,Colombo (PSS),3 Jul 2007,0,1,1
Aizaz Cheema (PAK),24,5,86,0,3.58,-,-,v Sri Lanka,Colombo (SSC),30 Jun 2012,0,1,1
CR Woakes (ENG),24,7,86,0,3.58,-,-,v India,Mohali,26 Nov 2016,0,1,1
M Ntini (SA),28,4,88,0,3.14,-,-,v Pakistan,Lahore,17 Oct 2003,0,1,1
Taskin Ahmed (BDESH),26,5,88,0,3.38,-,-,v South Africa,Potchefstroom,28 Sep 2017,0,1,1
SJ Harmison (ENG),26.5,5,89,0,3.31,-,-,v South Africa,Johannesburg,13 Jan 2005,0,1,1
KMDN Kulasekara (SL),25,3,89,0,3.56,-,-,v England,Lord's,11 May 2006,0,1,1
HH Streak (ZIM),13,0,90,0,6.92,-,-,v South Africa,Cape Town,4 Mar 2005,0,1,1
A Nel (SA),27,8,91,0,3.37,-,-,v New Zealand,Hamilton,10 Mar 2004,0,1,1
N Pradeep (SL),26.4,3,92,0,3.45,-,-,v South Africa,Cape Town,2 Jan 2017,0,1,1
DJ Nash (NZ),30,6,93,0,3.1,-,-,v Australia,Brisbane,8 Nov 2001,0,1,1
DJ Terbrugge (SA),22,4,93,0,4.22,-,-,v New Zealand,Auckland,18 Mar 2004,0,1,1
JT Ball (ENG),23,2,93,0,4.04,-,-,v India,Chennai,16 Dec 2016,0,1,1
Waqar Younis (PAK),19.4,0,94,0,4.77,-,-,v Sri Lanka,Kandy,28 Jun 2000,0,1,1
AB Agarkar (INDIA),19,3,95,0,5,-,-,v Australia,Sydney,2 Jan 2000,0,1,1
AR Caddick (ENG),20,2,95,0,4.75,-,-,v Australia,Adelaide,21 Nov 2002,0,1,1
Anwar Hossain Monir (BDESH),21,4,95,0,4.52,-,-,v Australia,Cairns,25 Jul 2003,0,1,1
Tareq Aziz (BDESH),23,3,95,0,4.13,-,-,v West Indies,Gros Islet,28 May 2004,0,1,1
M Zondeki (SA),26,4,95,0,3.65,-,-,v West Indies,Port of Spain,8 Apr 2005,0,1,1
RAS Lakmal (SL),24,4,95,0,3.95,-,-,v Australia,Sydney,3 Jan 2013,0,1,1
Shahadat Hossain (BDESH),21,2,95,0,4.52,-,-,v Sri Lanka,Galle,8 Mar 2013,0,1,1
DR Tuffey (NZ),26,6,96,0,3.69,-,-,v South Africa,Bloemfontein,17 Nov 2000,0,1,1
MF Maharoof (SL),28,10,96,0,3.42,-,-,v New Zealand,Wellington,11 Apr 2005,0,1,1
JH Kallis (SA),36,6,96,0,2.66,-,-,v West Indies,St John's,29 Apr 2005,0,1,1
SJ Harmison (ENG),25,5,96,0,3.84,-,-,v Australia,Adelaide,1 Dec 2006,0,1,1
Shahid Nazir (PAK),20,1,96,0,4.8,-,-,v South Africa,Centurion,11 Jan 2007,0,1,1
N Pradeep (SL),15,2,96,0,6.4,-,-,v Bangladesh,Chittagong,4 Feb 2014,0,1,1
JDP Oram (NZ),29.3,1,97,0,3.28,-,-,v England,Nottingham,10 Jun 2004,0,1,1
M Ntini (SA),31,3,97,0,3.12,-,-,v Sri Lanka,Colombo (SSC),27 Jul 2006,0,1,1
S Sreesanth (INDIA),24,1,97,0,4.04,-,-,v South Africa,Centurion,16 Dec 2010,0,1,1
RK Kleinveldt (SA),21,1,97,0,4.61,-,-,v Australia,Brisbane,9 Nov 2012,0,1,1
SCJ Broad (ENG),24,1,97,0,4.04,-,-,v India,Ahmedabad,15 Nov 2012,0,1,1
KAJ Roach (WI),17,1,97,0,5.7,-,-,v Australia,Melbourne,26 Dec 2015,0,1,1
HK Olonga (ZIM),24,4,98,0,4.08,-,-,v India,Nagpur,25 Nov 2000,0,1,1
AR Caddick (ENG),33,4,98,0,2.96,-,-,v Pakistan,Faisalabad,29 Nov 2000,0,1,1
Khaled Mahmud (BDESH),28,2,98,0,3.5,-,-,v Australia,Darwin,18 Jul 2003,0,1,1
M Ntini (SA),23,5,98,0,4.26,-,-,v West Indies,Georgetown,31 Mar 2005,0,1,1
Mohammad Sami (PAK),29,2,99,0,3.41,-,-,v India,Kolkata,30 Nov 2007,0,1,1
KAJ Roach (WI),16,1,99,0,6.18,-,-,v Australia,Hobart,10 Dec 2015,0,1,1
TG Southee (NZ),27,1,100,0,3.7,-,-,v Australia,Adelaide,28 Nov 2008,0,1,1
I Sharma (INDIA),30,6,100,0,3.33,-,-,v Australia,Adelaide,24 Jan 2012,0,1,1
RMS Eranga (SL),27,3,100,0,3.7,-,-,v England,Chester-le-Street,27 May 2016,0,1,1
Kamrul Islam Rabbi (BDESH),19,1,100,0,5.26,-,-,v India,Hyderabad (Deccan),9 Feb 2017,0,1,1
VC Drakes (WI),33,5,101,0,3.06,-,-,v South Africa,Centurion,16 Jan 2004,0,1,1
Shahadat Hossain (BDESH),12,0,101,0,8.41,-,-,v England,Lord's,26 May 2005,0,1,1
TJ Friend (ZIM),27,5,102,0,3.77,-,-,v Sri Lanka,Colombo (SSC),27 Dec 2001,0,1,1
Mohammad Sami (PAK),23,2,102,0,4.43,-,-,v Australia,Melbourne,26 Dec 2004,0,1,1
Anwar Hossain Monir (BDESH),15,1,102,0,6.8,-,-,v England,Chester-le-Street,3 Jun 2005,0,1,1
HK Olonga (ZIM),23,3,103,0,4.47,-,-,v Sri Lanka,Colombo (SSC),27 Dec 2001,0,1,1
VD Philander (SA),30,3,103,0,3.43,-,-,v Australia,Brisbane,9 Nov 2012,0,1,1
KMDN Kulasekara (SL),44,5,104,0,2.36,-,-,v Australia,Hobart,14 Dec 2012,0,1,1
DAJ Bracewell (NZ),28,3,104,0,3.71,-,-,v Bangladesh,Dhaka,21 Oct 2013,0,1,1
HK Olonga (ZIM),30,2,105,0,3.5,-,-,v New Zealand,Wellington,26 Dec 2000,0,1,1
Mohammad Akram (PAK),22,1,106,0,4.81,-,-,v New Zealand,Hamilton,27 Mar 2001,0,1,1
MF Maharoof (SL),34,6,107,0,3.14,-,-,v Australia,Brisbane,8 Nov 2007,0,1,1
Robiul Islam (BDESH),22,2,107,0,4.86,-,-,v England,Lord's,27 May 2010,0,1,1
JE Taylor (WI),26.1,5,108,0,4.12,-,-,v South Africa,Centurion,17 Dec 2014,0,1,1
JE Taylor (WI),17,0,108,0,6.35,-,-,v Australia,Hobart,10 Dec 2015,0,1,1
CR Brathwaite (WI),30,3,109,0,3.63,-,-,v Australia,Melbourne,26 Dec 2015,0,1,1
AS Joseph (WI),22,3,109,0,4.95,-,-,v England,Birmingham,17 Aug 2017,0,1,1
Anwar Hossain Monir (BDESH),22,0,110,0,5,-,-,v England,Lord's,26 May 2005,0,1,1
AB Agarkar (INDIA),24,4,111,0,4.62,-,-,v England,The Oval,5 Sep 2002,0,1,1
Abdul Razzaq (PAK),30,3,111,0,3.7,-,-,v India,Bengaluru,24 Mar 2005,0,1,1
SM Pollock (SA),34,5,111,0,3.26,-,-,v West Indies,St John's,29 Apr 2005,0,1,1
JM Anderson (ENG),30,4,111,0,3.7,-,-,v South Africa,Johannesburg,14 Jan 2010,0,1,1
RAS Lakmal (SL),29,2,111,0,3.82,-,-,v India,Nagpur,24 Nov 2017,0,1,1
SCJ Broad (ENG),32,4,113,0,3.53,-,-,v West Indies,Bridgetown,26 Feb 2009,0,1,1
I Sharma (INDIA),31,7,114,0,3.67,-,-,v South Africa,Durban,26 Dec 2013,0,1,1
BA Stokes (ENG),32,3,114,0,3.56,-,-,v West Indies,North Sound,13 Apr 2015,0,1,1
AM Blignaut (ZIM),28,4,115,0,4.1,-,-,v Australia,Perth,9 Oct 2003,0,1,1
JDP Oram (NZ),25,4,116,0,4.64,-,-,v Australia,Brisbane,18 Nov 2004,0,1,1
A Mithun (INDIA),23,5,117,0,5.08,-,-,v Sri Lanka,Colombo (SSC),26 Jul 2010,0,1,1
CS Martin (NZ),27,4,118,0,4.37,-,-,v Australia,Adelaide,26 Nov 2004,0,1,1
Mohammad Sharif (BDESH),17,0,120,0,7.05,-,-,v Sri Lanka,Colombo (SSC),6 Sep 2001,0,1,1
M Morkel (SA),35,5,121,0,3.45,-,-,v England,The Oval,7 Aug 2008,0,1,1
B Kumar (INDIA),34,5,122,0,3.58,-,-,v Australia,Sydney,6 Jan 2015,0,1,1
UT Yadav (INDIA),24,2,123,0,5.12,-,-,v Australia,Sydney,3 Jan 2012,0,1,1
Mashrafe Mortaza (BDESH),24,2,125,0,5.2,-,-,v Sri Lanka,Kandy,11 Jul 2007,0,1,1
Mushfiqur Rahman (BDESH),33,3,127,0,3.84,-,-,v West Indies,Kingston,4 Jun 2004,0,1,1
MJ Henry (NZ),35,3,127,0,3.62,-,-,v India,Indore,8 Oct 2016,0,1,1
MM Patel (INDIA),28,3,128,0,4.57,-,-,v New Zealand,Napier,26 Mar 2009,0,1,1
FH Edwards (WI),23,0,129,0,5.6,-,-,v South Africa,Durban,10 Jan 2008,0,1,1
M Ntini (SA),29,2,130,0,4.48,-,-,v England,Lord's,10 Jul 2008,0,1,1
HK Olonga (ZIM),24,2,131,0,5.45,-,-,v Sri Lanka,Kandy,4 Jan 2002,0,1,1
HH Streak (ZIM),26,6,131,0,5.03,-,-,v Australia,Perth,9 Oct 2003,0,1,1
NLTC Perera (SL),22,1,131,0,5.95,-,-,v South Africa,Cape Town,3 Jan 2012,0,1,1
JN Gillespie (AUS),32,8,134,0,4.18,-,-,v England,The Oval,23 Aug 2001,0,1,1
Mohammad Sami (PAK),32,2,136,0,4.25,-,-,v India,Delhi,22 Nov 2007,0,1,1
Mohammad Sami (PAK),47,7,139,0,2.95,-,-,v New Zealand,Christchurch,15 Mar 2001,0,1,1
SCJ Broad (ENG),35,3,142,0,4.05,-,-,v Australia,Perth,14 Dec 2017,0,1,1
FH Edwards (WI),34,2,143,0,4.2,-,-,v England,Lord's,22 Jul 2004,0,1,1
I Sharma (INDIA),37,5,146,0,3.94,-,-,v Australia,Sydney,2 Jan 2008,0,1,1
ST Gabriel (WI),27.5,4,148,0,5.31,-,-,v New Zealand,Dunedin,3 Dec 2013,0,1,1
S Sreesanth (INDIA),36,4,158,0,4.38,-,-,v England,Birmingham,10 Aug 2011,0,1,1
AB Agarkar (INDIA),35,5,161,0,4.6,-,-,v Australia,Sydney,2 Jan 2004,0,1,1
MJ Hoggard (ENG),43,6,164,0,3.81,-,-,v Australia,Brisbane,7 Nov 2002,0,1,1
Shahadat Hossain (BDESH),35,3,168,0,4.8,-,-,v New Zealand,Hamilton,15 Feb 2010,0,1,1
DAJ Bracewell (NZ),38,4,170,0,4.47,-,-,v Australia,Brisbane,5 Nov 2015,0,1,1
Pankaj Singh (INDIA),47,12,179,0,3.8,-,-,v England,Southampton,27 Jul 2014,0,1,1
