Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
JDP Oram (NZ),28.4,5,80,1,2.79,80,172,v South Africa,Johannesburg,8 Nov 2007,0,1,1
Shahadat Hossain (BDESH),25,4,80,1,3.2,80,150,v West Indies,Kingstown,9 Jul 2009,0,1,1
JE Taylor (WI),20,2,80,1,4,80,120,v South Africa,Cape Town,2 Jan 2015,0,1,1
TG Southee (NZ),23,3,80,1,3.47,80,138,v South Africa,Durban,19 Aug 2016,0,1,1
Abdul Razzaq (PAK),32,7,81,1,2.53,81,192,v Sri Lanka,Colombo (SSC),14 Jun 2000,0,1,1
NAM McLean (WI),20,2,81,1,4.05,81,120,v Australia,Sydney,2 Jan 2001,0,1,1
DJ Bravo (WI),32,9,81,1,2.53,81,192,v Pakistan,Multan,19 Nov 2006,0,1,1
CS Martin (NZ),24,3,81,1,3.37,81,144,v Sri Lanka,Colombo (SSC),26 Aug 2009,0,1,1
FH Edwards (WI),22.2,1,81,1,3.62,81,134,v India,Kolkata,14 Nov 2011,0,1,1
GB Brent (ZIM),33,5,82,1,2.48,82,198,v Sri Lanka,Colombo (SSC),27 Dec 2001,0,1,1
A Flintoff (ENG),26,5,82,1,3.15,82,156,v Australia,Adelaide,1 Dec 2006,0,1,1
MJ Hoggard (ENG),21,6,82,1,3.9,82,126,v Australia,Melbourne,26 Dec 2006,0,1,1
M Ntini (SA),23.5,6,82,1,3.44,82,143,v Pakistan,Karachi,1 Oct 2007,0,1,1
M Ntini (SA),29,6,82,1,2.82,82,174,v Bangladesh,Dhaka,22 Feb 2008,0,1,1
RMS Eranga (SL),18,1,82,1,4.55,82,108,v New Zealand,Christchurch,26 Dec 2014,0,1,1
BKV Prasad (INDIA),24,4,83,1,3.45,83,144,v Sri Lanka,Galle,14 Aug 2001,0,1,1
JN Gillespie (AUS),29,8,83,1,2.86,83,174,v South Africa,Durban,15 Mar 2002,0,1,1
IG Butler (NZ),21,4,83,1,3.95,83,126,v West Indies,St George's,28 Jun 2002,0,1,1
SB Styris (NZ),26,5,83,1,3.19,83,156,v India,Ahmedabad,8 Oct 2003,0,1,1
HH Streak (ZIM),21,3,83,1,3.95,83,126,v Australia,Sydney,17 Oct 2003,0,1,1
CS Martin (NZ),22,5,83,1,3.77,83,132,v England,Nottingham,5 Jun 2008,0,1,1
MJ Hoggard (ENG),26,4,84,1,3.23,84,156,v Australia,Adelaide,21 Nov 2002,0,1,1
SR Clark (AUS),26,7,84,1,3.23,84,156,v England,The Oval,20 Aug 2009,0,1,1
Shahadat Hossain (BDESH),21,3,84,1,4,84,126,v England,Manchester,4 Jun 2010,0,1,1
JM Anderson (ENG),21.3,3,85,1,3.95,85,129,v Australia,Adelaide,1 Dec 2006,0,1,1
Mahbubul Alam (BDESH),26,5,85,1,3.26,85,156,v South Africa,Centurion,26 Nov 2008,0,1,1
DBL Powell (WI),26,7,85,1,3.26,85,156,v New Zealand,Napier,19 Dec 2008,0,1,1
R Rampaul (WI),22,6,85,1,3.86,85,132,v Australia,Perth,16 Dec 2009,0,1,1
ST Gabriel (WI),16,0,85,1,5.31,85,96,v India,Mumbai,14 Nov 2013,0,1,1
JM Anderson (ENG),30,10,85,1,2.83,85,180,v Australia,Adelaide,5 Dec 2013,0,1,1
BKV Prasad (INDIA),28,10,86,1,3.07,86,168,v Australia,Sydney,2 Jan 2000,0,1,1
SJ Harmison (ENG),28,7,86,1,3.07,86,168,v Australia,Perth,29 Nov 2002,0,1,1
B Kumar (INDIA),24,3,86,1,3.58,86,144,v England,The Oval,15 Aug 2014,0,1,1
Taskin Ahmed (BDESH),22,2,86,1,3.9,86,132,v New Zealand,Christchurch,20 Jan 2017,0,1,1
HH Streak (ZIM),31,7,87,1,2.8,87,186,v India,Nagpur,25 Nov 2000,0,1,1
BT Watambwa (ZIM),25.5,6,87,1,3.36,87,155,v India,Nagpur,21 Feb 2002,0,1,1
CS Martin (NZ),29,6,87,1,3,87,174,v India,Hyderabad (Deccan),12 Nov 2010,0,1,1
DJ Bravo (WI),28.2,5,87,1,3.07,87,170,v Sri Lanka,Galle,15 Nov 2010,0,1,1
ML Cummins (WI),24,3,87,1,3.62,87,144,v England,Birmingham,17 Aug 2017,0,1,1
GB Brent (ZIM),42,15,88,1,2.09,88,252,v Bangladesh,Chittagong,15 Nov 2001,0,1,1
Hasibul Hossain (BDESH),21,3,88,1,4.19,88,126,v New Zealand,Wellington,26 Dec 2001,0,1,1
DR Tuffey (NZ),26.1,7,88,1,3.36,88,157,v England,Leeds,3 Jun 2004,0,1,1
SB Styris (NZ),25,2,88,1,3.52,88,150,v England,Nottingham,10 Jun 2004,0,1,1
FH Edwards (WI),25,1,88,1,3.52,88,150,v England,Lord's,17 May 2012,0,1,1
DAJ Bracewell (NZ),19.1,1,88,1,4.59,88,115,v India,Hyderabad (Deccan),23 Aug 2012,0,1,1
KMDN Kulasekara (SL),36,9,89,1,2.47,89,216,v New Zealand,Napier,4 Apr 2005,0,1,1
CS Martin (NZ),25,6,89,1,3.56,89,150,v Zimbabwe,Bulawayo,15 Aug 2005,0,1,1
B Lee (AUS),26,5,89,1,3.42,89,156,v India,Nagpur,6 Nov 2008,0,1,1
I Sharma (INDIA),18,0,89,1,4.94,89,108,v Australia,Perth,13 Jan 2012,0,1,1
Mohammad Sami (PAK),29,5,90,1,3.1,90,174,v South Africa,Port Elizabeth,19 Jan 2007,0,1,1
SJ Harmison (ENG),21,1,90,1,4.28,90,126,v India,Chennai,11 Dec 2008,0,1,1
Umar Gul (PAK),22,3,90,1,4.09,90,132,v Sri Lanka,Pallekele,8 Jul 2012,0,1,1
ST Gabriel (WI),29,4,90,1,3.1,90,174,v New Zealand,Wellington,1 Dec 2017,0,1,1
CD Collymore (WI),26,5,91,1,3.5,91,156,v South Africa,Centurion,16 Jan 2004,0,1,1
SR Clark (AUS),45,15,91,1,2.02,91,270,v India,Delhi,29 Oct 2008,0,1,1
JO Holder (WI),38,9,91,1,2.39,91,228,v Zimbabwe,Bulawayo,29 Oct 2017,0,1,1
TCB Fernando (SL),21.5,2,92,1,4.21,92,131,v England,Birmingham,30 May 2002,0,1,1
SJ Harmison (ENG),37,6,92,1,2.48,92,222,v West Indies,St John's,10 Apr 2004,0,1,1
JE Taylor (WI),25,3,92,1,3.68,92,150,v South Africa,Durban,10 Jan 2008,0,1,1
MF Maharoof (SL),28,3,92,1,3.28,92,168,v England,Cardiff,26 May 2011,0,1,1
PM Siddle (AUS),31,6,92,1,2.96,92,186,v India,Hyderabad (Deccan),2 Mar 2013,0,1,1
K Rabada (SA),30,7,92,1,3.06,92,180,v New Zealand,Dunedin,8 Mar 2017,0,1,1
NAM McLean (WI),22,5,93,1,4.22,93,132,v England,Leeds,17 Aug 2000,0,1,1
DAJ Bracewell (NZ),24,4,93,1,3.87,93,144,v South Africa,Cape Town,2 Jan 2013,0,1,1
TL Best (WI),18,0,93,1,5.16,93,108,v India,Mumbai,14 Nov 2013,0,1,1
DJ Bravo (WI),23,4,94,1,4.08,94,138,v England,Manchester,7 Jun 2007,0,1,1
TG Southee (NZ),29,5,94,1,3.24,94,174,v India,Nagpur,20 Nov 2010,0,1,1
GD McGrath (AUS),39.2,15,95,1,2.41,95,236,v New Zealand,Wellington,24 Mar 2000,0,1,1
D Gough (ENG),26,3,95,1,3.65,95,156,v Sri Lanka,Galle,22 Feb 2001,0,1,1
CRD Fernando (SL),20,2,95,1,4.75,95,120,v South Africa,Johannesburg,8 Nov 2002,0,1,1
JDP Oram (NZ),33,8,95,1,2.87,95,198,v India,Ahmedabad,8 Oct 2003,0,1,1
SCJ Broad (ENG),36,5,95,1,2.63,95,216,v Sri Lanka,Colombo (SSC),9 Dec 2007,0,1,1
Tapash Baisya (BDESH),26,5,96,1,3.69,96,156,v Australia,Cairns,25 Jul 2003,0,1,1
E Chigumbura (ZIM),25,1,97,1,3.88,97,150,v South Africa,Centurion,11 Mar 2005,0,1,1
DBL Powell (WI),34,10,97,1,2.85,97,204,v Pakistan,Multan,19 Nov 2006,0,1,1
DJ Bravo (WI),24.3,3,97,1,3.95,97,147,v England,Leeds,25 May 2007,0,1,1
SJ Harmison (ENG),23,3,97,1,4.21,97,138,v New Zealand,Hamilton,5 Mar 2008,0,1,1
Mohammad Asif (PAK),29,6,97,1,3.34,97,174,v England,Lord's,26 Aug 2010,0,1,1
I Sharma (INDIA),31,7,97,1,3.12,97,186,v England,The Oval,18 Aug 2011,0,1,1
PLS Gamage (SL),35,8,97,1,2.77,97,210,v India,Nagpur,24 Nov 2017,0,1,1
Waqar Younis (PAK),31,2,98,1,3.16,98,186,v New Zealand,Hamilton,27 Mar 2001,0,1,1
DAJ Bracewell (NZ),30.2,9,98,1,3.23,98,182,v South Africa,Centurion,27 Aug 2016,0,1,1
DW Fleming (AUS),30,4,99,1,3.3,99,180,v India,Mumbai,27 Feb 2001,0,1,1
Tapash Baisya (BDESH),25,5,99,1,3.96,99,150,v West Indies,Kingston,4 Jun 2004,0,1,1
KD Mills (NZ),26,8,99,1,3.8,99,156,v Australia,Brisbane,18 Nov 2004,0,1,1
S Sreesanth (INDIA),31,8,99,1,3.19,99,186,v West Indies,Basseterre,22 Jun 2006,0,1,1
AJ Hall (SA),25,2,99,1,3.96,99,150,v Sri Lanka,Colombo (SSC),27 Jul 2006,0,1,1
JM Anderson (ENG),17,2,99,1,5.82,99,102,v New Zealand,Napier,22 Mar 2008,0,1,1
D Pretorius (SA),19,1,100,1,5.26,100,114,v England,Leeds,21 Aug 2003,0,1,1
Tapash Baisya (BDESH),23,2,100,1,4.34,100,138,v Pakistan,Multan,3 Sep 2003,0,1,1
PM Siddle (AUS),35,10,100,1,2.85,100,210,v England,Chester-le-Street,9 Aug 2013,0,1,1
RAS Lakmal (SL),38,11,100,1,2.63,100,228,v Bangladesh,Chittagong,4 Feb 2014,0,1,1
BA Stokes (ENG),28,4,100,1,3.57,100,168,v South Africa,Cape Town,2 Jan 2016,0,1,1
KD Mills (NZ),37,9,101,1,2.72,101,222,v Bangladesh,Chittagong,17 Oct 2008,0,1,1
SM Pollock (SA),40,12,102,1,2.55,102,240,v Australia,Adelaide,14 Dec 2001,0,1,1
L Balaji (INDIA),31,7,102,1,3.29,102,186,v Pakistan,Multan,28 Mar 2004,0,1,1
AB McDonald (AUS),27,7,102,1,3.77,102,162,v South Africa,Cape Town,19 Mar 2009,0,1,1
I Sharma (INDIA),23,5,102,1,4.43,102,138,v Sri Lanka,Colombo (SSC),26 Jul 2010,0,1,1
SW Masakadza (ZIM),23,2,102,1,4.43,102,138,v New Zealand,Napier,26 Jan 2012,0,1,1
ST Finn (ENG),26.4,3,102,1,3.82,102,160,v New Zealand,Dunedin,6 Mar 2013,0,1,1
JO Holder (WI),34,8,102,1,3,102,204,v New Zealand,Wellington,1 Dec 2017,0,1,1
Tapash Baisya (BDESH),28,3,103,1,3.67,103,168,v South Africa,Potchefstroom,25 Oct 2002,0,1,1
DR Tuffey (NZ),31,6,103,1,3.32,103,186,v India,Ahmedabad,8 Oct 2003,0,1,1
Ehsan Adil (PAK),31,7,103,1,3.32,103,186,v Sri Lanka,Pallekele,3 Jul 2015,0,1,1
JM Bird (AUS),29,5,103,1,3.55,103,174,v New Zealand,Wellington,12 Feb 2016,0,1,1
Subashis Roy (BDESH),24,4,103,1,4.29,103,144,v Sri Lanka,Galle,7 Mar 2017,0,1,1
JR Hazlewood (AUS),44,10,103,1,2.34,103,264,v India,Ranchi,16 Mar 2017,0,1,1
JO Holder (WI),29.3,4,103,1,3.49,103,177,v England,Birmingham,17 Aug 2017,0,1,1
MD Shanaka (SL),26.1,4,103,1,3.93,103,157,v India,Nagpur,24 Nov 2017,0,1,1
TL Best (WI),21,1,104,1,4.95,104,126,v England,Lord's,22 Jul 2004,0,1,1
DJG Sammy (WI),25,4,104,1,4.16,104,150,v South Africa,Durban,10 Jan 2008,0,1,1
I Sharma (INDIA),26,5,104,1,4,104,156,v New Zealand,Wellington,3 Apr 2009,0,1,1
DAJ Bracewell (NZ),26,3,104,1,4,104,156,v Australia,Brisbane,1 Dec 2011,0,1,1
Mohammed Shami (INDIA),27,2,104,1,3.85,104,162,v South Africa,Durban,26 Dec 2013,0,1,1
Mohammad Talha (PAK),27,4,104,1,3.85,104,162,v Sri Lanka,Galle,6 Aug 2014,0,1,1
CRD Fernando (SL),25,2,105,1,4.2,105,150,v South Africa,Cape Town,2 Jan 2001,0,1,1
SM Pollock (SA),35,6,105,1,3,105,210,v West Indies,Georgetown,9 Mar 2001,0,1,1
MKDI Amerasinghe (SL),25,1,105,1,4.2,105,150,v West Indies,Port of Spain,3 Apr 2008,0,1,1
KMDN Kulasekara (SL),20,1,105,1,5.25,105,120,v India,Mumbai (BS),2 Dec 2009,0,1,1
DW Steyn (SA),29,4,105,1,3.62,105,174,v West Indies,Basseterre,18 Jun 2010,0,1,1
M Ntini (SA),33,3,106,1,3.21,106,198,v West Indies,St John's,29 Apr 2005,0,1,1
CRD Fernando (SL),16,1,107,1,6.68,107,96,v South Africa,Centurion,20 Jan 2001,0,1,1
Abdul Razzaq (PAK),26,1,107,1,4.11,107,156,v India,Mohali,8 Mar 2005,0,1,1
M Ntini (SA),36,12,108,1,3,108,216,v Zimbabwe,Harare,7 Sep 2001,0,1,1
L Klusener (SA),49,17,108,1,2.2,108,294,v Zimbabwe,Bulawayo,14 Sep 2001,0,1,1
HH Streak (ZIM),34,9,108,1,3.17,108,204,v India,Nagpur,21 Feb 2002,0,1,1
CS Martin (NZ),31,12,108,1,3.48,108,186,v Pakistan,Lahore,1 May 2002,0,1,1
RAP Nissanka (SL),21.3,1,108,1,5.02,108,129,v West Indies,Gros Islet,20 Jun 2003,0,1,1
JH Kallis (SA),23,1,108,1,4.69,108,138,v New Zealand,Auckland,18 Mar 2004,0,1,1
TG Southee (NZ),33,2,108,1,3.27,108,198,v Australia,Adelaide,27 Nov 2015,0,1,1
CZ Harris (NZ),29,3,109,1,3.75,109,174,v Pakistan,Lahore,1 May 2002,0,1,1
M Dillon (WI),31,5,109,1,3.51,109,186,v South Africa,Centurion,16 Jan 2004,0,1,1
A Flintoff (ENG),35,8,109,1,3.11,109,210,v West Indies,St John's,10 Apr 2004,0,1,1
FH Edwards (WI),26,3,109,1,4.19,109,156,v Pakistan,Lahore,11 Nov 2006,0,1,1
Rubel Hossain (BDESH),23,0,109,1,4.73,109,138,v England,Lord's,27 May 2010,0,1,1
CB Mpofu (ZIM),21,1,110,1,5.23,110,126,v South Africa,Centurion,11 Mar 2005,0,1,1
R Rampaul (WI),26,4,110,1,4.23,110,156,v Australia,Brisbane,26 Nov 2009,0,1,1
Rubel Hossain (BDESH),30,1,110,1,3.66,110,180,v West Indies,Kingstown,5 Sep 2014,0,1,1
M Dillon (WI),33,5,111,1,3.36,111,198,v South Africa,Durban,26 Dec 2003,0,1,1
A Flintoff (ENG),36,8,111,1,3.08,111,216,v Pakistan,Lahore,29 Nov 2005,0,1,1
A Khan (ENG),25,1,111,1,4.44,111,150,v West Indies,Port of Spain,6 Mar 2009,0,1,1
Mohammad Sharif (BDESH),29,3,112,1,3.86,112,174,v Zimbabwe,Bulawayo,19 Apr 2001,0,1,1
SM Pollock (SA),35,6,112,1,3.2,112,210,v Sri Lanka,Colombo (PSS),4 Aug 2006,0,1,1
FH Edwards (WI),25,1,113,1,4.52,113,150,v England,Chester-le-Street,14 May 2009,0,1,1
GC Tonge (WI),28,3,113,1,4.03,113,168,v Australia,Perth,16 Dec 2009,0,1,1
Rubel Hossain (BDESH),22,1,113,1,5.13,113,132,v South Africa,Bloemfontein,6 Oct 2017,0,1,1
CR Woakes (ENG),35,6,113,1,3.22,113,210,v Australia,Brisbane,23 Nov 2017,0,1,1
JN Gillespie (AUS),19,2,114,1,6,114,114,v England,Manchester,11 Aug 2005,0,1,1
A Nel (SA),25.1,2,114,1,4.52,114,151,v Sri Lanka,Colombo (SSC),27 Jul 2006,0,1,1
JE Taylor (WI),24,4,114,1,4.75,114,144,v England,Lord's,17 May 2007,0,1,1
A Nel (SA),36,4,114,1,3.16,114,216,v Pakistan,Lahore,8 Oct 2007,0,1,1
IE O'Brien (NZ),33,9,114,1,3.45,114,198,v South Africa,Johannesburg,8 Nov 2007,0,1,1
Umar Gul (PAK),33,5,114,1,3.45,114,198,v New Zealand,Napier,11 Dec 2009,0,1,1
FH Edwards (WI),25,1,115,1,4.6,115,150,v South Africa,Durban,26 Dec 2003,0,1,1
DW Steyn (SA),30,5,115,1,3.83,115,180,v India,Kolkata,14 Feb 2010,0,1,1
TJ Friend (ZIM),41,10,116,1,2.82,116,246,v Bangladesh,Chittagong,15 Nov 2001,0,1,1
IG Butler (NZ),35,7,116,1,3.31,116,210,v India,Mohali,16 Oct 2003,0,1,1
Mohammad Sami (PAK),28,4,116,1,4.14,116,168,v England,Lord's,13 Jul 2006,0,1,1
JE Taylor (WI),22,4,116,1,5.27,116,132,v England,Leeds,25 May 2007,0,1,1
FH Edwards (WI),28,4,116,1,4.14,116,168,v India,Mumbai,22 Nov 2011,0,1,1
DBL Powell (WI),24,2,117,1,4.87,117,144,v Australia,Hobart,17 Nov 2005,0,1,1
DW Steyn (SA),35,8,117,1,3.34,117,210,v England,Lord's,10 Jul 2008,0,1,1
CRD Fernando (SL),40,10,118,1,2.95,118,240,v India,Delhi,10 Dec 2005,0,1,1
TK Curran (ENG),41,11,118,1,2.87,118,246,v Australia,Melbourne,26 Dec 2017,0,1,1
AA Donald (SA),31,6,119,1,3.83,119,186,v Australia,Sydney,2 Jan 2002,0,1,1
FH Edwards (WI),29,2,119,1,4.1,119,174,v England,Manchester,12 Aug 2004,0,1,1
LS Baker (WI),30,3,119,1,3.96,119,180,v England,Chester-le-Street,14 May 2009,0,1,1
Abdur Rauf (PAK),33,7,119,1,3.6,119,198,v Australia,Melbourne,26 Dec 2009,0,1,1
MM Patel (INDIA),44,12,119,1,2.7,119,264,v West Indies,Roseau,6 Jul 2011,0,1,1
JN Gillespie (AUS),42,13,120,1,2.85,120,252,v West Indies,St John's,9 May 2003,0,1,1
DBL Powell (WI),38,8,120,1,3.15,120,228,v Australia,Adelaide,25 Nov 2005,0,1,1
Umar Gul (PAK),22,0,120,1,5.45,120,132,v Sri Lanka,Colombo (SSC),20 Jul 2009,0,1,1
KM Jarvis (ZIM),32.4,7,120,1,3.67,120,196,v New Zealand,Napier,26 Jan 2012,0,1,1
Waqar Younis (PAK),28,4,121,1,4.32,121,168,v South Africa,Cape Town,2 Jan 2003,0,1,1
MJ Hoggard (ENG),32,4,121,1,3.78,121,192,v Sri Lanka,Galle,18 Dec 2007,0,1,1
Hasibul Hossain (BDESH),23,6,122,1,5.3,122,138,v Sri Lanka,Colombo (SSC),6 Sep 2001,0,1,1
CL Cairns (NZ),28,3,122,1,4.35,122,168,v Australia,Hobart,22 Nov 2001,0,1,1
MS Kasprowicz (AUS),32,3,122,1,3.81,122,192,v England,Nottingham,25 Aug 2005,0,1,1
MI Black (WI),32,6,123,1,3.84,123,192,v Sri Lanka,Colombo (SSC),29 Nov 2001,0,1,1
Mohammed Shami (INDIA),33,4,123,1,3.72,123,198,v England,Southampton,27 Jul 2014,0,1,1
Mohammad Sami (PAK),28,2,124,1,4.42,124,168,v South Africa,Cape Town,2 Jan 2003,0,1,1
MF Maharoof (SL),28,4,125,1,4.46,125,168,v England,Lord's,11 May 2006,0,1,1
Shahadat Hossain (BDESH),25,1,125,1,5,125,150,v South Africa,Bloemfontein,19 Nov 2008,0,1,1
I Sharma (INDIA),41,8,126,1,3.07,126,246,v Australia,Adelaide,9 Dec 2014,0,1,1
Taskin Ahmed (BDESH),25,2,127,1,5.08,127,150,v India,Hyderabad (Deccan),9 Feb 2017,0,1,1
FH Edwards (WI),24,2,128,1,5.33,128,144,v South Africa,Centurion,16 Jan 2004,0,1,1
DBL Powell (WI),26,1,128,1,4.92,128,156,v South Africa,Durban,10 Jan 2008,0,1,1
CRD Fernando (SL),28,2,128,1,4.57,128,168,v South Africa,Centurion,15 Dec 2011,0,1,1
CR Woakes (ENG),41,8,128,1,3.12,128,246,v Australia,Perth,14 Dec 2017,0,1,1
JH Kallis (SA),22,1,129,1,5.86,129,132,v Australia,Sydney,2 Jan 2002,0,1,1
M Ntini (SA),31,4,129,1,4.16,129,186,v England,The Oval,4 Sep 2003,0,1,1
DW Steyn (SA),30,3,129,1,4.3,129,180,v Australia,Brisbane,9 Nov 2012,0,1,1
DR Tuffey (NZ),36,7,130,1,3.61,130,216,v England,Lord's,20 May 2004,0,1,1
CRD Fernando (SL),34,3,130,1,3.82,130,204,v Australia,Brisbane,8 Nov 2007,0,1,1
VC Drakes (WI),46,7,132,1,2.86,132,276,v South Africa,Cape Town,2 Jan 2004,0,1,1
DAJ Bracewell (NZ),32,6,132,1,4.12,132,192,v England,Leeds,24 May 2013,0,1,1
Naved-ul-Hasan (PAK),32,1,133,1,4.15,133,192,v India,Mohali,8 Mar 2005,0,1,1
SCJ Broad (ENG),41,10,133,1,3.24,133,246,v South Africa,Cape Town,3 Jan 2010,0,1,1
SE Bond (NZ),28,0,135,1,4.82,135,168,v Australia,Hobart,22 Nov 2001,0,1,1
UT Yadav (INDIA),26,1,136,1,5.23,136,156,v Australia,Adelaide,24 Jan 2012,0,1,1
SJ Harmison (ENG),45,9,137,1,3.04,137,270,v South Africa,Cape Town,2 Jan 2005,0,1,1
RJ Harris (AUS),40,7,137,1,3.42,137,240,v South Africa,Port Elizabeth,20 Feb 2014,0,1,1
UT Yadav (INDIA),27,5,137,1,5.07,137,162,v Australia,Sydney,6 Jan 2015,0,1,1
CS Martin (NZ),35,4,139,1,3.97,139,210,v Australia,Perth,30 Nov 2001,0,1,1
RAS Lakmal (SL),35.2,5,140,1,3.96,140,212,v India,Delhi,2 Dec 2017,0,1,1
JM Anderson (ENG),29,6,141,1,4.86,141,174,v Australia,Brisbane,23 Nov 2006,0,1,1
Taskin Ahmed (BDESH),29,4,141,1,4.86,141,174,v New Zealand,Wellington,12 Jan 2017,0,1,1
SJ Harmison (ENG),39,3,142,1,3.64,142,234,v South Africa,Port Elizabeth,17 Dec 2004,0,1,1
Umar Gul (PAK),35,4,143,1,4.08,143,210,v Australia,Hobart,14 Jan 2010,0,1,1
I Sharma (INDIA),33,2,144,1,4.36,144,198,v Australia,Sydney,3 Jan 2012,0,1,1
CR Woakes (ENG),35.2,3,144,1,4.07,144,212,v South Africa,Centurion,22 Jan 2016,0,1,1
Hasibul Hossain (BDESH),31,5,145,1,4.67,145,186,v Pakistan,Multan,29 Aug 2001,0,1,1
SP Jones (ENG),29,0,146,1,5.03,146,174,v West Indies,St John's,10 Apr 2004,0,1,1
Tapash Baisya (BDESH),30,3,148,1,4.93,148,180,v South Africa,East London,18 Oct 2002,0,1,1
MJ Hoggard (ENG),38,5,151,1,3.97,151,228,v New Zealand,Hamilton,5 Mar 2008,0,1,1
M de Lange (SA),38.2,5,151,1,3.93,151,230,v New Zealand,Wellington,23 Mar 2012,0,1,1
PVD Chameera (SL),29,1,153,1,5.27,153,174,v South Africa,Port Elizabeth,26 Dec 2016,0,1,1
Naved-ul-Hasan (PAK),42,9,154,1,3.66,154,252,v West Indies,Bridgetown,26 May 2005,0,1,1
SJ Harmison (ENG),43,3,154,1,3.58,154,258,v Pakistan,Lahore,29 Nov 2005,0,1,1
Abul Hasan (BDESH),37,4,157,1,4.24,157,222,v Sri Lanka,Galle,8 Mar 2013,0,1,1
Shafiul Islam (BDESH),45,5,158,1,3.51,158,270,v New Zealand,Hamilton,15 Feb 2010,0,1,1
I Sharma (INDIA),37.1,7,159,1,4.27,159,223,v England,Birmingham,10 Aug 2011,0,1,1
SM Pollock (SA),39,5,164,1,4.2,164,234,v Australia,Sydney,2 Jan 2006,0,1,1
M Ntini (SA),41,6,168,1,4.09,168,246,v Australia,Sydney,3 Jan 2009,0,1,1
SJ Harmison (ENG),42.1,5,177,1,4.19,177,253,v Australia,Brisbane,23 Nov 2006,0,1,1
B Lee (AUS),43,7,182,1,4.23,182,258,v England,The Oval,8 Sep 2005,0,1,1
H Masakadza (ZIM),10,3,11,0,1.1,-,-,v Bangladesh,Dhaka,14 Jan 2005,0,1,1
SR Watson (AUS),15,11,11,0,0.73,-,-,v England,Nottingham,10 Jul 2013,0,1,1
JDP Oram (NZ),20,14,14,0,0.7,-,-,v Bangladesh,Chittagong,17 Oct 2008,0,1,1
SR Watson (AUS),12,5,14,0,1.16,-,-,v West Indies,Port of Spain,15 Apr 2012,0,1,1
NJ Astle (NZ),12,5,18,0,1.5,-,-,v Australia,Perth,30 Nov 2001,0,1,1
DBL Powell (WI),10,2,22,0,2.2,-,-,v Bangladesh,Dhaka,8 Dec 2002,0,1,1
MM Patel (INDIA),13,4,22,0,1.69,-,-,v New Zealand,Wellington,3 Apr 2009,0,1,1
VD Philander (SA),11,2,25,0,2.27,-,-,v Bangladesh,Dhaka,30 Jul 2015,0,1,1
AD Mathews (SL),11,7,25,0,2.27,-,-,v New Zealand,Hamilton,18 Dec 2015,0,1,1
Tanvir Ahmed (PAK),10,4,26,0,2.6,-,-,v South Africa,Cape Town,14 Feb 2013,0,1,1
SR Watson (AUS),15,7,26,0,1.73,-,-,v England,Manchester,1 Aug 2013,0,1,1
AD Mathews (SL),13,5,26,0,2,-,-,v South Africa,Port Elizabeth,26 Dec 2016,0,1,1
TL Chatara (ZIM),22,11,27,0,1.22,-,-,v Bangladesh,Dhaka,25 Oct 2014,0,1,1
Mohammed Shami (INDIA),12,3,27,0,2.25,-,-,v Sri Lanka,Colombo (SSC),3 Aug 2017,0,1,1
MS Kasprowicz (AUS),13,5,29,0,2.23,-,-,v India,Mumbai,3 Nov 2004,0,1,1
GD Elliott (NZ),10,4,29,0,2.9,-,-,v Australia,Brisbane,20 Nov 2008,0,1,1
AD Mathews (SL),11,3,29,0,2.63,-,-,v New Zealand,Wellington,3 Jan 2015,0,1,1
AA Donald (SA),14,7,30,0,2.14,-,-,v West Indies,Bridgetown,29 Mar 2001,0,1,1
JH Kallis (SA),12,3,30,0,2.5,-,-,v Australia,Brisbane,9 Nov 2012,0,1,1
DW Steyn (SA),11,3,30,0,2.72,-,-,v India,Mohali,5 Nov 2015,0,1,1
NJ Astle (NZ),26,15,31,0,1.19,-,-,v South Africa,Johannesburg,8 Dec 2000,0,1,1
R Clarke (ENG),15,6,31,0,2.06,-,-,v Bangladesh,Dhaka,21 Oct 2003,0,1,1
E Chigumbura (ZIM),19,7,31,0,1.63,-,-,v Bangladesh,Dhaka,14 Jan 2005,0,1,1
AD Mathews (SL),11,2,31,0,2.81,-,-,v England,Leeds,19 May 2016,0,1,1
AD Mathews (SL),13,5,31,0,2.38,-,-,v England,Lord's,9 Jun 2016,0,1,1
BA Stokes (ENG),10,2,32,0,3.2,-,-,v India,Mumbai,8 Dec 2016,0,1,1
L Klusener (SA),10,3,33,0,3.3,-,-,v West Indies,Bridgetown,29 Mar 2001,0,1,1
Mushfiqur Rahman (BDESH),11,1,33,0,3,-,-,v Zimbabwe,Harare,26 Apr 2001,0,1,1
SB Styris (NZ),10,2,33,0,3.3,-,-,v South Africa,Cape Town,27 Apr 2006,0,1,1
AD Mathews (SL),11,1,33,0,3,-,-,v Bangladesh,Chittagong,4 Feb 2014,0,1,1
IG Butler (NZ),12,3,34,0,2.83,-,-,v Bangladesh,Dhaka,19 Oct 2004,0,1,1
M Mbangwa (ZIM),25,13,36,0,1.44,-,-,v West Indies,Port of Spain,16 Mar 2000,0,1,1
Mushfiqur Rahman (BDESH),10,1,36,0,3.6,-,-,v Zimbabwe,Bulawayo,26 Feb 2004,0,1,1
