Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
RJ Peterson (SA),15,6,21,1,1.4,21,90,v Pakistan,Faisalabad,24 Oct 2003,0,0,0
ST Jayasuriya (SL),11,4,21,1,1.9,21,66,v Australia,Darwin,1 Jul 2004,0,0,0
MJ Clarke (AUS),16,4,27,1,1.68,27,96,v New Zealand,Hamilton,27 Mar 2010,0,0,0
RA Jadeja (INDIA),24,9,27,1,1.12,27,144,v West Indies,Gros Islet,9 Aug 2016,0,0,0
ST Jayasuriya (SL),11,3,35,1,3.18,35,66,v Pakistan,Karachi,28 Oct 2004,0,0,0
RA Jadeja (INDIA),13.3,1,36,1,2.66,36,81,v England,Manchester,7 Aug 2014,0,0,0
MJ Clarke (AUS),17,1,38,1,2.23,38,102,v West Indies,Bridgetown,12 Jun 2008,0,0,0
RW Price (ZIM),20,6,44,1,2.2,44,120,v England,Lord's,22 May 2003,0,0,0
RW Price (ZIM),18,2,47,1,2.61,47,108,v West Indies,Bridgetown,12 Mar 2013,0,0,0
Yuvraj Singh (INDIA),11,0,51,1,4.63,51,66,v England,Nottingham,29 Jul 2011,0,0,0
MS Panesar (ENG),26,7,53,1,2.03,53,156,v India,Mumbai,18 Mar 2006,0,0,0
MS Panesar (ENG),21.3,1,53,1,2.46,53,129,v New Zealand,Wellington,13 Mar 2008,0,0,0
MJ Santner (NZ),16,1,54,1,3.37,54,96,v Australia,Adelaide,27 Nov 2015,0,0,0
SJ Benn (WI),19,4,57,1,3,57,114,v Sri Lanka,Colombo (RPS),23 Nov 2010,0,0,0
SM Katich (AUS),15,3,60,1,4,60,90,v India,Delhi,29 Oct 2008,0,0,0
DL Vettori (NZ),20,2,61,1,3.05,61,120,v South Africa,Centurion,16 Nov 2007,0,0,0
MJ Santner (NZ),14,1,62,1,4.42,62,84,v South Africa,Centurion,27 Aug 2016,0,0,0
GB Hogg (AUS),15,0,68,1,4.53,68,90,v West Indies,Georgetown,10 Apr 2003,0,0,0
PL Harris (SA),25,4,68,1,2.72,68,150,v India,Ahmedabad,3 Apr 2008,0,0,0
N Boje (SA),22,2,72,1,3.27,72,132,v Sri Lanka,Galle,20 Jul 2000,0,0,0
PR Adams (SA),16,3,72,1,4.5,72,96,v Sri Lanka,Colombo (SSC),6 Aug 2000,0,0,0
AF Giles (ENG),28,6,73,1,2.6,73,168,v New Zealand,Christchurch,13 Mar 2002,0,0,0
AF Giles (ENG),34,18,74,1,2.17,74,204,v India,Bengaluru,19 Dec 2001,0,0,0
PR Adams (SA),20.1,1,74,1,3.66,74,121,v England,Lord's,31 Jul 2003,0,0,0
V Permaul (WI),29,7,75,1,2.58,75,174,v Bangladesh,Dhaka,13 Nov 2012,0,0,0
SNJ O'Keefe (AUS),27,4,75,1,2.77,75,162,v India,Dharamsala,25 Mar 2017,0,0,0
DL Vettori (NZ),28.5,4,77,1,2.67,77,173,v England,Nottingham,5 Jun 2008,0,0,0
PL Harris (SA),35,6,77,1,2.2,77,210,v West Indies,Bridgetown,26 Jun 2010,0,0,0
BP Martin (NZ),39,14,78,1,2,78,234,v England,Lord's,16 May 2013,0,0,0
DL Vettori (NZ),52,23,79,1,1.51,79,312,v Zimbabwe,Bulawayo,12 Sep 2000,0,0,0
PR Adams (SA),17,2,79,1,4.64,79,102,v England,The Oval,4 Sep 2003,0,0,0
MS Panesar (ENG),52,15,81,1,1.55,81,312,v India,Nagpur,13 Dec 2012,0,0,0
HMRKB Herath (SL),39,11,81,1,2.07,81,234,v India,Nagpur,24 Nov 2017,0,0,0
Zulfiqar Babar (PAK),32,8,82,1,2.56,82,192,v Sri Lanka,Colombo (PSS),25 Jun 2015,0,0,0
MS Panesar (ENG),22,2,83,1,3.77,83,132,v New Zealand,Dunedin,6 Mar 2013,0,0,0
AF Giles (ENG),19,1,84,1,4.42,84,114,v South Africa,Durban,26 Dec 2004,0,0,0
PL Harris (SA),38,4,85,1,2.23,85,228,v Australia,Melbourne,26 Dec 2008,0,0,0
SR Patel (ENG),41,10,86,1,2.09,86,246,v Sri Lanka,Colombo (PSS),3 Apr 2012,0,0,0
RJ Peterson (SA),35,12,90,1,2.57,90,210,v England,Birmingham,24 Jul 2003,0,0,0
RJ Peterson (SA),21,2,90,1,4.28,90,126,v India,Kanpur,20 Nov 2004,0,0,0
AF Giles (ENG),25,2,91,1,3.64,91,150,v Australia,Brisbane,23 Nov 2006,0,0,0
MS Panesar (ENG),52,23,91,1,1.75,91,312,v New Zealand,Wellington,14 Mar 2013,0,0,0
SR Patel (ENG),31,3,96,1,3.09,96,186,v India,Ahmedabad,15 Nov 2012,0,0,0
PCR Tufnell (ENG),39.4,10,97,1,2.44,97,238,v South Africa,Cape Town,2 Jan 2000,0,0,0
N Boje (SA),27,3,98,1,3.62,98,162,v West Indies,Bridgetown,21 Apr 2005,0,0,0
AF Giles (ENG),32,5,99,1,3.09,99,192,v Bangladesh,Dhaka,21 Oct 2003,0,0,0
SJ Benn (WI),28,4,102,1,3.64,102,168,v South Africa,Port Elizabeth,26 Dec 2014,0,0,0
SJ Benn (WI),41,7,103,1,2.51,103,246,v New Zealand,Napier,19 Dec 2008,0,0,0
V Permaul (WI),35,6,103,1,2.94,103,210,v New Zealand,Hamilton,19 Dec 2013,0,0,0
RW Price (ZIM),40,9,105,1,2.62,105,240,v England,Chester+AC0-le+AC0-Street,5 Jun 2003,0,0,0
N Boje (SA),29.1,2,106,1,3.63,106,175,v West Indies,Georgetown,31 Mar 2005,0,0,0
CW Henderson (SA),29,3,108,1,3.72,108,174,v Australia,Melbourne,26 Dec 2001,0,0,0
N Boje (SA),22,2,108,1,4.9,108,132,v New Zealand,Auckland,18 Mar 2004,0,0,0
HMRKB Herath (SL),42,4,108,1,2.57,108,252,v South Africa,Cape Town,3 Jan 2012,0,0,0
Abdur Razzak (BDESH),30,2,109,1,3.63,109,180,v Sri Lanka,Colombo (SSC),25 Jun 2007,0,0,0
DL Vettori (ICC),27,3,111,1,4.11,111,162,v Australia,Sydney,14 Oct 2005,0,0,0
AF Giles (ENG),38,5,111,1,2.92,111,228,v Pakistan,Multan,12 Nov 2005,0,0,0
MS Panesar (ENG),30,3,113,1,3.76,113,180,v India,Mohali,9 Mar 2006,0,0,0
HMRKB Herath (SL),38,5,115,1,3.02,115,228,v Bangladesh,Dhaka,26 Dec 2008,0,0,0
HMRKB Herath (SL),44,7,115,1,2.61,115,264,v England,Cardiff,26 May 2011,0,0,0
RA Jadeja (INDIA),52,11,115,1,2.21,115,312,v New Zealand,Wellington,14 Feb 2014,0,0,0
RA Jadeja (INDIA),26,1,120,1,4.61,120,156,v New Zealand,Auckland,6 Feb 2014,0,0,0
MS Panesar (ENG),47,14,122,1,2.59,122,282,v West Indies,Kingston,4 Feb 2009,0,0,0
MS Panesar (ENG),47,17,123,1,2.61,123,282,v New Zealand,Auckland,22 Mar 2013,0,0,0
Abdur Rehman (PAK),39,2,123,1,3.15,123,234,v Sri Lanka,Galle,6 Aug 2014,0,0,0
Mohammad Rafique (BDESH),38,2,124,1,3.26,124,228,v West Indies,Kingston,4 Jun 2004,0,0,0
DL Vettori (NZ),51,14,124,1,2.43,124,306,v West Indies,North Sound,25 Jul 2012,0,0,0
Abdur Rehman (PAK),43,7,126,1,2.93,126,258,v Sri Lanka,Galle,22 Jun 2012,0,0,0
Shakib Al Hasan (BDESH),52,7,133,1,2.55,133,312,v New Zealand,Hamilton,15 Feb 2010,0,0,0
AF Giles (ENG),48,8,134,1,2.79,134,288,v Sri Lanka,Galle,22 Feb 2001,0,0,0
DL Vettori (NZ),41,9,134,1,3.26,134,246,v West Indies,St George's,28 Jun 2002,0,0,0
HMRKB Herath (SL),39,4,134,1,3.43,134,234,v England,Chester+AC0-le+AC0-Street,27 May 2016,0,0,0
Mohammad Rafique (BDESH),28.5,1,138,1,4.78,138,173,v Sri Lanka,Colombo (SSC),25 Jun 2007,0,0,0
Mohammad Rafique (BDESH),41,3,150,1,3.65,150,246,v England,Lord's,26 May 2005,0,0,0
HMRKB Herath (SL),56,8,154,1,2.75,154,336,v New Zealand,Wellington,3 Jan 2015,0,0,0
DL Vettori (NZ),40,4,178,1,4.45,178,240,v Pakistan,Lahore,1 May 2002,0,0,0
PL Harris (SA),50,5,182,1,3.64,182,300,v India,Kolkata,14 Feb 2010,0,0,0
PP Ojha (INDIA),59,15,185,1,3.13,185,354,v Sri Lanka,Colombo (SSC),26 Jul 2010,0,0,0
MJ Santner (NZ),61,5,208,1,3.4,208,366,v India,Indore,8 Oct 2016,0,0,0
M Kartik (INDIA),45,6,211,1,4.68,211,270,v Australia,Sydney,2 Jan 2004,0,0,0
GW Flower (ZIM),18,9,14,0,0.77,+AC0-,+AC0-,v West Indies,Kingston,24 Mar 2000,0,0,0
Manjural Islam Rana (BDESH),13,4,26,0,2,+AC0-,+AC0-,v Zimbabwe,Harare,19 Feb 2004,0,0,0
JC Adams (WI),11,4,32,0,2.9,+AC0-,+AC0-,v England,Manchester,3 Aug 2000,0,0,0
JC Adams (WI),13,2,35,0,2.69,+AC0-,+AC0-,v Australia,Adelaide,15 Dec 2000,0,0,0
PL Harris (SA),15,5,35,0,2.33,+AC0-,+AC0-,v England,Leeds,18 Jul 2008,0,0,0
RO Hinds (WI),10,0,40,0,4,+AC0-,+AC0-,v India,Mumbai,9 Oct 2002,0,0,0
M Kartik (INDIA),24,9,41,0,1.7,+AC0-,+AC0-,v Bangladesh,Dhaka,10 Nov 2000,0,0,0
HMRKB Herath (SL),23,4,41,0,1.78,+AC0-,+AC0-,v South Africa,Centurion,15 Dec 2011,0,0,0
ID Blackwell (ENG),12,2,43,0,3.58,+AC0-,+AC0-,v India,Nagpur,1 Mar 2006,0,0,0
PR Adams (SA),14,1,44,0,3.14,+AC0-,+AC0-,v Sri Lanka,Kandy,30 Jul 2000,0,0,0
ZS Ansari (ENG),12,1,45,0,3.75,+AC0-,+AC0-,v India,Visakhapatnam,17 Nov 2016,0,0,0
AF Giles (ENG),11,1,50,0,4.54,+AC0-,+AC0-,v South Africa,Centurion,21 Jan 2005,0,0,0
Mehrab Hossain jnr (BDESH),11,1,50,0,4.54,+AC0-,+AC0-,v South Africa,Centurion,26 Nov 2008,0,0,0
DP Viljoen (ZIM),14,2,51,0,3.64,+AC0-,+AC0-,v India,Nagpur,25 Nov 2000,0,0,0
GW Flower (ZIM),13.4,3,52,0,3.8,+AC0-,+AC0-,v India,Delhi,18 Nov 2000,0,0,0
MS Panesar (ENG),12,1,52,0,4.33,+AC0-,+AC0-,v Australia,Melbourne,26 Dec 2006,0,0,0
Mohammad Rafique (BDESH),20,7,53,0,2.65,+AC0-,+AC0-,v Zimbabwe,Bulawayo,26 Feb 2004,0,0,0
JC Adams (WI),16.4,2,54,0,3.24,+AC0-,+AC0-,v Australia,Sydney,2 Jan 2001,0,0,0
Shakib Al Hasan (BDESH),16,0,57,0,3.56,+AC0-,+AC0-,v Sri Lanka,Colombo (SSC),25 Jun 2007,0,0,0
Enamul Haque jnr (BDESH),22,4,57,0,2.59,+AC0-,+AC0-,v New Zealand,Dunedin,4 Jan 2008,0,0,0
Yuvraj Singh (INDIA),12,0,59,0,4.91,+AC0-,+AC0-,v New Zealand,Napier,26 Mar 2009,0,0,0
N Boje (SA),19,2,65,0,3.42,+AC0-,+AC0-,v West Indies,Port of Spain,17 Mar 2001,0,0,0
DL Vettori (NZ),13.4,0,65,0,4.75,+AC0-,+AC0-,v Australia,Brisbane,8 Nov 2001,0,0,0
ST Jayasuriya (SL),25,6,66,0,2.64,+AC0-,+AC0-,v England,Lord's,16 May 2002,0,0,0
HMRKB Herath (SL),14,0,67,0,4.78,+AC0-,+AC0-,v South Africa,Johannesburg,12 Jan 2017,0,0,0
Enamul Haque jnr (BDESH),18,2,70,0,3.88,+AC0-,+AC0-,v Sri Lanka,Colombo (PSS),20 Sep 2005,0,0,0
Mohammad Rafique (BDESH),14,1,72,0,5.14,+AC0-,+AC0-,v Sri Lanka,Kandy,11 Jul 2007,0,0,0
D Elgar (SA),24,1,73,0,3.04,+AC0-,+AC0-,v India,Delhi,3 Dec 2015,0,0,0
N Boje (SA),30,6,76,0,2.53,+AC0-,+AC0-,v West Indies,St John's,29 Apr 2005,0,0,0
MS Panesar (ENG),26,3,76,0,2.92,+AC0-,+AC0-,v Sri Lanka,Galle,18 Dec 2007,0,0,0
D Mohammed (WI),26,2,77,0,2.96,+AC0-,+AC0-,v England,Manchester,12 Aug 2004,0,0,0
Enamul Haque (BDESH),16,1,78,0,4.87,+AC0-,+AC0-,v Pakistan,Multan,29 Aug 2001,0,0,0
RA Jadeja (INDIA),35,5,80,0,2.28,+AC0-,+AC0-,v England,Nottingham,9 Jul 2014,0,0,0
Mohammad Rafique (BDESH),23,2,85,0,3.69,+AC0-,+AC0-,v South Africa,East London,18 Oct 2002,0,0,0
XJ Doherty (AUS),24,8,87,0,3.62,+AC0-,+AC0-,v India,Mohali,14 Mar 2013,0,0,0
GW Flower (ZIM),22,3,89,0,4.04,+AC0-,+AC0-,v Sri Lanka,Colombo (SSC),27 Dec 2001,0,0,0
Mohammad Rafique (BDESH),23,1,92,0,4,+AC0-,+AC0-,v Sri Lanka,Colombo (PSS),20 Sep 2005,0,0,0
NC McGarrell (WI),31,3,95,0,3.06,+AC0-,+AC0-,v Sri Lanka,Galle,13 Nov 2001,0,0,0
HMRKB Herath (SL),39,7,95,0,2.43,+AC0-,+AC0-,v Australia,Melbourne,26 Dec 2012,0,0,0
GW Flower (ZIM),30,8,96,0,3.2,+AC0-,+AC0-,v India,Nagpur,21 Feb 2002,0,0,0
HMRKB Herath (SL),47,13,99,0,2.1,+AC0-,+AC0-,v West Indies,Providence,22 Mar 2008,0,0,0
Manjural Islam Rana (BDESH),28,2,100,0,3.57,+AC0-,+AC0-,v West Indies,Kingston,4 Jun 2004,0,0,0
Shakib Al Hasan (BDESH),24,4,104,0,4.33,+AC0-,+AC0-,v India,Hyderabad (Deccan),9 Feb 2017,0,0,0
AF Giles (ENG),30,5,105,0,3.5,+AC0-,+AC0-,v Sri Lanka,Kandy,7 Mar 2001,0,0,0
Enamul Haque jnr (BDESH),33,8,106,0,3.21,+AC0-,+AC0-,v Sri Lanka,Colombo (RPS),12 Sep 2005,0,0,0
Mohammad Rafique (BDESH),18,0,107,0,5.94,+AC0-,+AC0-,v England,Chester+AC0-le+AC0-Street,3 Jun 2005,0,0,0
CW Henderson (SA),27,3,112,0,4.14,+AC0-,+AC0-,v Australia,Sydney,2 Jan 2002,0,0,0
JA Warrican (WI),26,2,113,0,4.34,+AC0-,+AC0-,v Australia,Melbourne,26 Dec 2015,0,0,0
MJ Clarke (AUS),34.3,7,115,0,3.33,+AC0-,+AC0-,v India,Delhi,29 Oct 2008,0,0,0
PP Ojha (INDIA),28,1,115,0,4.1,+AC0-,+AC0-,v Sri Lanka,Galle,18 Jul 2010,0,0,0
N Boje (SA),32.1,4,124,0,3.85,+AC0-,+AC0-,v Australia,Melbourne,26 Dec 2005,0,0,0
Mohammad Rafique (BDESH),35,3,134,0,3.82,+AC0-,+AC0-,v Sri Lanka,Colombo (PSS),3 Jul 2007,0,0,0
AC Agar (AUS),42,7,142,0,3.38,+AC0-,+AC0-,v England,Lord's,18 Jul 2013,0,0,0
Taijul Islam (BDESH),27,0,145,0,5.37,+AC0-,+AC0-,v South Africa,Bloemfontein,6 Oct 2017,0,0,0
Elias Sunny (BDESH),40,0,165,0,4.12,+AC0-,+AC0-,v Sri Lanka,Galle,8 Mar 2013,0,0,0
RW Price (ZIM),36,5,187,0,5.19,+AC0-,+AC0-,v Australia,Perth,9 Oct 2003,0,0,0
N Boje (SA),65,5,221,0,3.4,+AC0-,+AC0-,v Sri Lanka,Colombo (SSC),27 Jul 2006,0,0,0
