overs,mdns,runs,wkts,econ,ave,strike_rate,opposition,ground,home_away,bowling_arm,pace_spin,player,country,year,balls,year1_mtchs_pld,year2_mtchs_pld,year3_mtchs_pld,year4_mtchs_pld,year5_mtchs_pld,year1_wkts_pm,year2_wkts_pm,year3_wkts_pm,year4_wkts_pm,year5_wkts_pm,bowler_agnst_oppo,oppo_agnst_bowl_typ,bowl_home_adv,ground_bowl_typ
13,3,40,0,3.07,1000,1000,South Africa,Bengaluru,1,1,1,I Sharma,India,2015,78,8,6,5,12,9,4.375,1.66666666666667,1.2,3.58333333333333,1.88888888888889,0.879058441558442,0.892844300611291,0.422018348623853,0.922238372093023
16.1,3,64,1,3.95,64,97,Australia,Birmingham,1,1,0,MM Ali,England,2015,97,6,0,0,0,0,3.66666666666667,0,0,0,0,1,0.978737615495937,0.5,1.04225352112676
24,3,88,3,3.66,29.33,48,England,Birmingham,0,1,0,NM Lyon,Australia,2015,144,7,11,9,6,0,4,3.45454545454545,3.66666666666667,3.16666666666667,0,0.838983050847458,0.695535714285714,0.481214616572311,1.04225352112676
32,6,105,3,3.28,35,64,Australia,Birmingham,1,1,1,SCJ Broad,England,2015,192,8,14,8,7,4,3.75,4.28571428571429,3.375,4.28571428571429,1.25,1.012925349512,0.937771345875543,0.578474653676359,0.985915492957746
14.4,2,47,6,3.2,7.83,14.6,Australia,Birmingham,1,1,1,JM Anderson,England,2015,88,8,14,11,7,6,4.5,3.28571428571429,3.54545454545455,5,4.16666666666667,0.867349764608142,0.937771345875543,0.55139902676399,0.985915492957746
11,3,28,1,2.54,28,66,Australia,Birmingham,1,1,1,BA Stokes,England,2015,66,3,3,0,0,0,5,2.33333333333333,0,0,0,1.02272727272727,0.937771345875543,0.482758620689655,0.985915492957746
31,4,117,8,3.77,14.62,23.2,Australia,Birmingham,1,1,1,ST Finn,England,2015,186,0,6,5,1,3,0,3.33333333333333,4,4,4.66666666666667,1.03448275862069,0.937771345875543,0.498845265588915,0.985915492957746
16,2,66,2,4.12,33,48,England,Birmingham,0,0,1,MG Johnson,Australia,2015,96,7,6,2,6,7,5.42857142857143,5.66666666666667,5,2.16666666666667,4.42857142857143,1.10742857142857,1.3025390625,0.440630275745639,0.985915492957746
16.1,1,71,2,4.39,35.5,48.5,England,Birmingham,0,0,1,MA Starc,Australia,2015,97,1,6,4,2,0,0,2.83333333333333,5,2,0,1.16260162601626,1.3025390625,0.402298850574713,0.985915492957746
15,0,74,3,4.93,24.66,30,England,Birmingham,0,1,1,JR Hazlewood,Australia,2015,90,2,0,0,0,0,4.5,0,0,0,0,1,0.99638671875,0.5,0.985915492957746
31,4,129,4,4.16,32.25,46.5,England,Bridgetown,1,0,0,V Permaul,West Indies,2015,186,0,2,0,0,0,0,1.5,0,0,0,1,1.13725961538462,0.5,0.921552436003303
27,5,53,1,1.96,53,162,England,Bridgetown,1,1,0,MN Samuels,West Indies,2015,162,2,1,1,3,0,0,0,1,2,0,1.33333333333333,0.695535714285714,0.214285714285714,0.921552436003303
22.4,3,110,2,4.85,55,68,West Indies,Bridgetown,0,1,0,MM Ali,England,2015,136,6,0,0,0,0,3.66666666666667,0,0,0,0,1,1.11471255168734,0.5,0.921552436003303
16,4,34,2,2.12,17,48,England,Bridgetown,1,1,1,JO Holder,West Indies,2015,96,2,0,0,0,0,1.5,0,0,0,0,1,0.99638671875,0.666666666666667,1.03230193811629
15,3,47,2,3.13,23.5,45,England,Bridgetown,1,1,1,ST Gabriel,West Indies,2015,90,2,3,1,0,0,3,1,3,0,0,1.5,0.99638671875,0.714285714285714,1.03230193811629
29.4,9,69,6,2.32,11.5,29.6,England,Bridgetown,1,1,1,JE Taylor,West Indies,2015,178,5,0,0,0,0,2.6,0,0,0,0,0.554794520547945,0.99638671875,0.64968152866242,1.03230193811629
23,8,60,2,2.6,30,69,West Indies,Bridgetown,0,1,1,SCJ Broad,England,2015,138,8,14,8,7,4,3.75,4.28571428571429,3.375,4.28571428571429,1.25,1.21973094170404,0.936410754778102,0.421525346323641,1.03230193811629
11,5,24,1,2.18,24,66,West Indies,Bridgetown,0,1,1,CJ Jordan,England,2015,66,5,0,0,0,0,2,0,0,0,0,1,0.936410754778102,0.5,1.03230193811629
25.4,9,77,7,3,11,22,West Indies,Bridgetown,0,1,1,JM Anderson,England,2015,154,8,14,11,7,6,4.5,3.28571428571429,3.54545454545455,5,4.16666666666667,0.94203821656051,0.936410754778102,0.44860097323601,1.03230193811629
45,3,234,3,5.2,78,90,Australia,Brisbane,0,1,0,MD Craig,New Zealand,2015,270,4,0,0,0,0,3.25,0,0,0,0,1,0.978737615495937,0.8,0.966137566137566
38,6,109,4,2.86,27.25,57,New Zealand,Brisbane,1,1,0,NM Lyon,Australia,2015,228,7,11,9,6,0,4,3.45454545454545,3.66666666666667,3.16666666666667,0,1.95762711864407,0.89159891598916,0.518785383427689,0.966137566137566
29,3,127,1,4.37,127,174,Australia,Brisbane,0,0,1,TA Boult,New Zealand,2015,174,6,10,6,1,0,4.33333333333333,4.3,3.16666666666667,4,0,1,1.16160154365654,0.402999062792877,1.0099595393713
38,4,170,0,4.47,1000,1000,Australia,Brisbane,0,1,1,DAJ Bracewell,New Zealand,2015,228,0,3,9,2,0,0,1.66666666666667,2,5,0,2.12121212121212,0.937771345875543,0.503225806451613,1.0099595393713
11,1,50,1,4.54,50,66,Australia,Brisbane,0,1,1,JDS Neesham,New Zealand,2015,66,2,0,0,0,0,1,0,0,0,0,1,0.937771345875543,0.5,1.0099595393713
24,8,70,1,2.91,70,144,Australia,Brisbane,0,1,1,TG Southee,New Zealand,2015,144,6,8,5,2,4,4.33333333333333,4.125,4.6,2.5,2.5,0.73394495412844,0.937771345875543,0.498771498771499,1.0099595393713
40,9,163,4,4.07,40.75,60,New Zealand,Brisbane,1,0,1,MG Johnson,Australia,2015,240,7,6,2,6,7,5.42857142857143,5.66666666666667,5,2.16666666666667,4.42857142857143,1.254,1.04336043360434,0.559369724254361,1.0099595393713
37.5,9,126,6,3.33,21,37.8,New Zealand,Brisbane,1,0,1,MA Starc,Australia,2015,223,1,6,4,2,0,0,2.83333333333333,5,2,0,0.634146341463415,1.04336043360434,0.597701149425287,1.0099595393713
10,3,25,2,2.5,12.5,30,New Zealand,Brisbane,1,1,1,MR Marsh,Australia,2015,60,1,0,0,0,0,0,0,0,0,0,1,1.02655140475455,0.5,1.0099595393713
39,8,138,3,3.53,46,78,New Zealand,Brisbane,1,1,1,JR Hazlewood,Australia,2015,234,2,0,0,0,0,4.5,0,0,0,0,1,1.02655140475455,0.5,1.0099595393713
62,17,139,3,2.24,46.33,124,South Africa,Cape Town,0,0,0,SJ Benn,West Indies,2015,372,5,0,0,0,4,3.4,0,0,0,4,1.07462686567164,1.21165048543689,0.342146189735614,0.911027138440399
16.4,0,68,2,4.08,34,50,South Africa,Cape Town,0,1,0,MN Samuels,West Indies,2015,100,2,1,1,3,0,0,0,1,2,0,0.666666666666667,0.962829403606103,0.785714285714286,0.911027138440399
50,12,153,7,3.06,21.85,42.8,West Indies,Cape Town,1,1,0,SR Harmer,South Africa,2015,300,0,0,0,0,0,0,0,0,0,0,1,1.11471255168734,0.5,0.911027138440399
24,4,87,2,3.62,43.5,72,South Africa,Cape Town,0,1,1,JO Holder,West Indies,2015,144,2,0,0,0,0,1.5,0,0,0,0,0.666666666666667,0.892844300611291,0.333333333333333,1.03172075933864
17,2,64,1,3.76,64,102,South Africa,Cape Town,0,1,1,ST Gabriel,West Indies,2015,102,2,3,1,0,0,3,1,3,0,0,1,0.892844300611291,0.285714285714286,1.03172075933864
20,2,80,1,4,80,120,South Africa,Cape Town,0,1,1,JE Taylor,West Indies,2015,120,5,0,0,0,0,2.6,0,0,0,0,0.813698630136986,0.892844300611291,0.35031847133758,1.03172075933864
48.5,9,153,7,3.13,21.85,41.8,West Indies,Cape Town,1,1,1,DW Steyn,South Africa,2015,293,7,4,10,5,9,3.57142857142857,5.25,3.8,5.2,6,0.911764705882353,0.936410754778102,0.511387163561077,1.03172075933864
35,6,100,0,2.85,1000,1000,West Indies,Cape Town,1,1,1,VD Philander,South Africa,2015,210,7,3,9,3,0,2,4,4.66666666666667,6.33333333333333,0,0.632183908045977,0.936410754778102,0.517970401691332,1.03172075933864
33.5,8,101,4,2.98,25.25,50.7,West Indies,Cape Town,1,1,1,M Morkel,South Africa,2015,199,7,4,10,5,9,3.28571428571429,2.5,3.8,2.4,4.77777777777778,1.35294117647059,0.936410754778102,0.490566037735849,1.03172075933864
31.3,5,130,5,4.12,26,37.8,Australia,Cardiff,1,1,0,MM Ali,England,2015,189,6,0,0,0,0,3.66666666666667,0,0,0,0,1,0.978737615495937,0.5,0.840136054421769
40.1,8,144,6,3.58,24,40.1,England,Cardiff,0,1,0,NM Lyon,Australia,2015,241,7,11,9,6,0,4,3.45454545454545,3.66666666666667,3.16666666666667,0,0.838983050847458,0.695535714285714,0.481214616572311,0.840136054421769
31,7,99,5,3.19,19.8,37.2,Australia,Cardiff,1,1,1,SCJ Broad,England,2015,186,8,14,8,7,4,3.75,4.28571428571429,3.375,4.28571428571429,1.25,1.012925349512,0.937771345875543,0.578474653676359,1.09325396825397
30.5,9,76,3,2.46,25.33,61.6,Australia,Cardiff,1,1,1,JM Anderson,England,2015,185,8,14,11,7,6,4.5,3.28571428571429,3.54545454545455,5,4.16666666666667,0.867349764608142,0.937771345875543,0.55139902676399,1.09325396825397
14,5,51,1,3.64,51,84,Australia,Cardiff,1,1,1,BA Stokes,England,2015,84,3,3,0,0,0,5,2.33333333333333,0,0,0,1.02272727272727,0.937771345875543,0.482758620689655,1.09325396825397
34,9,119,4,3.5,29.75,51,Australia,Cardiff,1,1,1,MA Wood,England,2015,204,0,0,0,0,0,0,0,0,0,0,1,0.937771345875543,0.5,1.09325396825397
41,5,180,2,4.39,90,123,England,Cardiff,0,0,1,MG Johnson,Australia,2015,246,7,6,2,6,7,5.42857142857143,5.66666666666667,5,2.16666666666667,4.42857142857143,1.10742857142857,1.3025390625,0.440630275745639,1.09325396825397
40.1,8,174,7,4.33,24.85,34.4,England,Cardiff,0,0,1,MA Starc,Australia,2015,241,1,6,4,2,0,0,2.83333333333333,5,2,0,1.16260162601626,1.3025390625,0.402298850574713,1.09325396825397
36,10,132,5,3.66,26.4,43.2,England,Cardiff,0,1,1,JR Hazlewood,Australia,2015,216,2,0,0,0,0,4.5,0,0,0,0,1,0.99638671875,0.5,1.09325396825397
54,7,177,4,3.27,44.25,81,India,Colombo (PSS),1,0,0,HMRKB Herath,Sri Lanka,2015,324,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,0.647482014388489,0.965425531914894,0.640287769784173,1.35130434782609
61,3,229,4,3.75,57.25,91.5,India,Colombo (PSS),1,1,0,PHT Kaushal,Sri Lanka,2015,366,1,0,0,0,0,2,0,0,0,0,1,1.03200660308144,0.5,1.35130434782609
45,4,129,6,2.86,21.5,45,Sri Lanka,Colombo (PSS),0,0,0,JA Warrican,West Indies,2015,270,0,0,0,0,0,0,0,0,0,0,1,0.62962962962963,0.5,1.35130434782609
20,3,61,0,3.05,1000,1000,Sri Lanka,Colombo (PSS),0,1,0,D Bishoo,West Indies,2015,120,0,0,1,6,0,0,0,1,3.16666666666667,0,1,0.808024691358025,0.417910447761194,1.35130434782609
45,9,118,7,2.62,16.85,38.5,Sri Lanka,Colombo (PSS),0,1,0,R Ashwin,India,2015,270,4,7,8,4,0,2.5,5.85714285714286,4.375,6.5,0,1,0.808024691358025,0.276967930029154,1.35130434782609
11.3,4,29,6,2.52,4.83,11.5,Sri Lanka,Colombo (PSS),0,1,0,KC Brathwaite,West Indies,2015,69,0,0,0,0,0,0,0,0,0,0,1,0.808024691358025,0.5,1.35130434782609
21,3,43,4,2.04,10.75,31.5,Sri Lanka,Colombo (PSS),0,1,0,A Mishra,India,2015,126,0,0,0,3,3,0,0,0,2.33333333333333,2.66666666666667,0.833333333333333,0.808024691358025,0.468085106382979,1.35130434782609
23,3,51,5,2.21,10.2,27.6,West Indies,Colombo (PSS),1,0,0,TAM Siriwardana,Sri Lanka,2015,138,0,0,0,0,0,0,0,0,0,0,1,1.21873364730508,0.5,1.35130434782609
39.5,8,95,5,2.38,19,47.8,West Indies,Colombo (PSS),1,0,0,HMRKB Herath,Sri Lanka,2015,235,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,0.377697841726619,1.21873364730508,0.640287769784173,1.35130434782609
31.2,7,65,4,2.07,16.25,47,West Indies,Colombo (PSS),1,1,0,MDK Perera,Sri Lanka,2015,188,2,0,0,0,0,8,0,0,0,0,1,1.11471255168734,0.5,1.35130434782609
39,7,127,6,3.25,21.16,39,India,Colombo (PSS),1,1,1,KTGD Prasad,Sri Lanka,2015,234,2,1,3,0,2,3.5,0,2,0,0,1.22222222222222,1.04237974098057,0.375,0.716690042075736
15,7,24,2,1.6,12,45,India,Colombo (PSS),1,1,1,AD Mathews,Sri Lanka,2015,90,4,0,4,0,1,2,0,0.5,0,0,0.5,1.04237974098057,0.210526315789474,0.716690042075736
34,2,135,2,3.97,67.5,102,India,Colombo (PSS),1,1,1,PVD Chameera,Sri Lanka,2015,204,0,0,0,0,0,0,0,0,0,0,1,1.04237974098057,0.5,0.716690042075736
11,1,22,2,2,11,33,Sri Lanka,Colombo (PSS),0,1,1,JO Holder,West Indies,2015,66,2,0,0,0,0,1.5,0,0,0,0,1,1.07998971193416,0.333333333333333,0.716690042075736
32,5,109,3,3.4,36.33,64,Sri Lanka,Colombo (PSS),0,1,1,I Sharma,India,2015,192,8,6,5,12,9,4.375,1.66666666666667,1.2,3.58333333333333,1.88888888888889,0.793135435992579,1.07998971193416,0.577981651376147,0.716690042075736
18,4,44,1,2.44,44,108,Sri Lanka,Colombo (PSS),0,1,1,STR Binny,India,2015,108,3,0,0,0,0,0,0,0,0,0,1,1.07998971193416,0.5,0.716690042075736
12,4,30,1,2.5,30,72,Sri Lanka,Colombo (PSS),0,1,1,KAJ Roach,West Indies,2015,72,4,0,7,1,4,4.25,0,5.57142857142857,2,3.25,1.23376623376623,1.07998971193416,0.388349514563107,0.716690042075736
15,2,50,2,3.33,25,45,Sri Lanka,Colombo (PSS),0,1,1,JE Taylor,West Indies,2015,90,5,0,0,0,0,2.6,0,0,0,0,1.10958904109589,1.07998971193416,0.35031847133758,0.716690042075736
19,5,67,1,3.52,67,114,Sri Lanka,Colombo (PSS),0,1,1,UT Yadav,India,2015,114,2,0,6,3,0,4,0,2.16666666666667,3.66666666666667,0,1,1.07998971193416,0.614035087719298,0.716690042075736
22,5,72,5,3.27,14.4,26.4,West Indies,Colombo (PSS),1,1,1,KTGD Prasad,Sri Lanka,2015,132,2,1,3,0,2,3.5,0,2,0,0,0,0.936410754778102,0.375,0.716690042075736
11,3,24,0,2.18,1000,1000,West Indies,Colombo (PSS),1,1,1,N Pradeep,Sri Lanka,2015,66,2,1,0,0,0,3,2,0,0,0,1,0.936410754778102,0.5,0.716690042075736
49.1,3,173,4,3.51,43.25,73.7,India,Colombo (SSC),1,0,0,HMRKB Herath,Sri Lanka,2015,295,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,0.647482014388489,0.965425531914894,0.640287769784173,1.20089786756453
24,4,86,1,3.58,86,144,India,Colombo (SSC),1,1,0,PHT Kaushal,Sri Lanka,2015,144,1,0,0,0,0,2,0,0,0,0,1,1.03200660308144,0.5,1.20089786756453
20,2,69,4,3.45,17.25,30,Sri Lanka,Colombo (SSC),0,1,0,R Ashwin,India,2015,120,4,7,8,4,0,2.5,5.85714285714286,4.375,6.5,0,1,0.808024691358025,0.276967930029154,1.20089786756453
18,1,47,1,2.61,47,108,Sri Lanka,Colombo (SSC),0,1,0,A Mishra,India,2015,108,0,0,0,3,3,0,0,0,2.33333333333333,2.66666666666667,0.833333333333333,0.808024691358025,0.468085106382979,1.20089786756453
45,7,169,8,3.75,21.12,33.7,India,Colombo (SSC),1,1,1,KTGD Prasad,Sri Lanka,2015,270,2,1,3,0,2,3.5,0,2,0,0,1.22222222222222,1.04237974098057,0.375,0.835629017447199
39,8,114,5,2.92,22.8,46.8,India,Colombo (SSC),1,1,1,N Pradeep,Sri Lanka,2015,234,2,1,0,0,0,3,2,0,0,0,1,1.04237974098057,0.5,0.835629017447199
13,6,24,1,1.84,24,78,India,Colombo (SSC),1,1,1,AD Mathews,Sri Lanka,2015,78,4,0,4,0,1,2,0,0.5,0,0,0.5,1.04237974098057,0.210526315789474,0.835629017447199
34,7,86,8,2.52,10.75,25.5,Sri Lanka,Colombo (SSC),0,1,1,I Sharma,India,2015,204,8,6,5,12,9,4.375,1.66666666666667,1.2,3.58333333333333,1.88888888888889,0.793135435992579,1.07998971193416,0.577981651376147,0.835629017447199
13,3,49,0,3.76,1000,1000,Sri Lanka,Colombo (SSC),0,1,1,STR Binny,India,2015,78,3,0,0,0,0,0,0,0,0,0,1,1.07998971193416,0.5,0.835629017447199
28,5,129,3,4.6,43,56,Sri Lanka,Colombo (SSC),0,1,1,UT Yadav,India,2015,168,2,0,6,3,0,4,0,2.16666666666667,3.66666666666667,0,1,1.07998971193416,0.614035087719298,0.835629017447199
24,1,73,0,3.04,1000,1000,India,Delhi,0,0,0,D Elgar,South Africa,2015,144,1,0,0,0,0,1,0,0,0,0,1,0.965425531914894,0.5,1.44827586206897
42.1,6,140,2,3.32,70,126.5,India,Delhi,0,1,0,Imran Tahir,South Africa,2015,253,3,1,7,3,0,2.33333333333333,2,2,2.33333333333333,0,0.933333333333333,1.03200660308144,0.364485981308411,1.44827586206897
56,7,170,4,3.03,42.5,84,India,Delhi,0,1,0,DL Piedt,South Africa,2015,336,0,0,0,0,0,0,0,0,0,0,1,1.03200660308144,0.5,1.44827586206897
58,35,56,7,0.96,8,49.7,South Africa,Delhi,1,0,0,RA Jadeja,India,2015,348,6,5,1,0,0,1.83333333333333,6,3,0,0,1.63636363636364,1.21165048543689,0.68978102189781,1.44827586206897
62.4,31,87,7,1.38,12.42,53.7,South Africa,Delhi,1,1,0,R Ashwin,India,2015,376,4,7,8,4,0,2.5,5.85714285714286,4.375,6.5,0,0,0.962829403606103,0.723032069970846,1.44827586206897
46.5,16,87,6,1.85,14.5,46.8,India,Delhi,0,1,1,KJ Abbott,South Africa,2015,281,2,0,0,0,0,2,0,0,0,0,1,1.04237974098057,0.5,0.551724137931034
45,11,109,3,2.42,36.33,90,India,Delhi,0,1,1,M Morkel,South Africa,2015,270,7,4,10,5,9,3.28571428571429,2.5,3.8,2.4,4.77777777777778,0.882352941176471,1.04237974098057,0.509433962264151,0.551724137931034
32,17,51,1,1.59,51,192,South Africa,Delhi,1,1,1,I Sharma,India,2015,192,8,6,5,12,9,4.375,1.66666666666667,1.2,3.58333333333333,1.88888888888889,0.879058441558442,0.892844300611291,0.422018348623853,0.551724137931034
33,19,41,5,1.24,8.2,39.6,South Africa,Delhi,1,1,1,UT Yadav,India,2015,198,2,0,6,3,0,4,0,2.16666666666667,3.66666666666667,0,1,0.892844300611291,0.385964912280702,0.551724137931034
30.4,2,108,2,3.52,54,92,New Zealand,Dunedin,0,0,0,HMRKB Herath,Sri Lanka,2015,184,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,1.6726618705036,1.03337612323492,0.359712230215827,1.10833333333333
43.1,14,90,4,2.08,22.5,64.7,Sri Lanka,Dunedin,1,0,0,MJ Santner,New Zealand,2015,259,0,0,0,0,0,0,0,0,0,0,1,0.62962962962963,0.5,1.10833333333333
36.1,3,164,4,4.53,41,54.2,New Zealand,Dunedin,0,1,1,N Pradeep,Sri Lanka,2015,217,2,1,0,0,0,3,2,0,0,0,1,1.02655140475455,0.5,0.961309523809524
34,2,173,3,5.08,57.66,68,New Zealand,Dunedin,0,1,1,PVD Chameera,Sri Lanka,2015,204,0,0,0,0,0,0,0,0,0,0,1,1.02655140475455,0.5,0.961309523809524
29,1,109,2,3.75,54.5,87,New Zealand,Dunedin,0,1,1,RAS Lakmal,Sri Lanka,2015,174,3,1,2,6,2,2.33333333333333,0,0,2.33333333333333,1.5,1.75,1.02655140475455,0.5625,0.961309523809524
37,9,110,4,2.97,27.5,55.5,Sri Lanka,Dunedin,1,0,1,TA Boult,New Zealand,2015,222,6,10,6,1,0,4.33333333333333,4.3,3.16666666666667,4,0,1.33333333333333,1.2020202020202,0.597000937207123,0.961309523809524
42,10,143,5,3.4,28.6,50.4,Sri Lanka,Dunedin,1,0,1,N Wagner,New Zealand,2015,252,4,9,2,0,0,4.75,2.88888888888889,2,0,0,0.918367346938776,1.2020202020202,0.556521739130435,0.961309523809524
40.2,11,88,1,2.18,88,242,Sri Lanka,Dunedin,1,1,1,DAJ Bracewell,New Zealand,2015,242,0,3,9,2,0,0,1.66666666666667,2,5,0,0.424242424242424,1.07998971193416,0.496774193548387,0.961309523809524
48,10,123,6,2.56,20.5,48,Sri Lanka,Dunedin,1,1,1,TG Southee,New Zealand,2015,288,6,8,5,2,4,4.33333333333333,4.125,4.6,2.5,2.5,1.65137614678899,1.07998971193416,0.501228501228501,0.961309523809524
52,6,216,6,4.15,36,52,England,Durban,1,1,0,DL Piedt,South Africa,2015,312,0,0,0,0,0,0,0,0,0,0,1,0.695535714285714,0.5,1.0256949087783
51,12,116,7,2.27,16.57,43.7,South Africa,Durban,0,1,0,MM Ali,England,2015,306,6,0,0,0,0,3.66666666666667,0,0,0,0,1,0.962829403606103,0.5,1.0256949087783
10.1,3,20,3,1.96,6.66,20.3,England,Durban,1,1,1,S van Zyl,South Africa,2015,61,1,0,0,0,0,0,0,0,0,0,1,0.99638671875,0.5,0.991627501634038
25.1,5,70,4,2.78,17.5,37.7,England,Durban,1,1,1,DW Steyn,South Africa,2015,151,7,4,10,5,9,3.57142857142857,5.25,3.8,5.2,6,0.858131487889273,0.99638671875,0.511387163561077,0.991627501634038
45.4,7,128,2,2.8,64,137,England,Durban,1,1,1,KJ Abbott,South Africa,2015,274,2,0,0,0,0,2,0,0,0,0,1,0.99638671875,0.5,0.991627501634038
46.3,10,114,5,2.45,22.8,55.8,England,Durban,1,1,1,M Morkel,South Africa,2015,279,7,4,10,5,9,3.28571428571429,2.5,3.8,2.4,4.77777777777778,1.20320855614973,0.99638671875,0.490566037735849,0.991627501634038
28,11,54,5,1.92,10.8,33.6,South Africa,Durban,0,1,1,SCJ Broad,England,2015,168,8,14,8,7,4,3.75,4.28571428571429,3.375,4.28571428571429,1.25,0.918385650224215,0.892844300611291,0.421525346323641,0.991627501634038
24,6,53,1,2.2,53,144,South Africa,Durban,0,1,1,CR Woakes,England,2015,144,3,1,0,0,0,1,1,0,0,0,1,0.892844300611291,0.5,0.991627501634038
30.4,7,91,6,2.96,15.16,30.6,South Africa,Durban,0,1,1,ST Finn,England,2015,184,0,6,5,1,3,0,3.33333333333333,4,4,4.66666666666667,1.29310344827586,0.892844300611291,0.501154734411085,0.991627501634038
54,10,115,7,2.12,16.42,46.2,India,Galle,1,0,0,HMRKB Herath,Sri Lanka,2015,324,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,0.647482014388489,0.965425531914894,0.640287769784173,1.33055700156169
50.3,3,181,8,3.58,22.62,37.8,India,Galle,1,1,0,PHT Kaushal,Sri Lanka,2015,303,1,0,0,0,0,2,0,0,0,0,1,1.03200660308144,0.5,1.33055700156169
17,0,73,1,4.29,73,102,Sri Lanka,Galle,0,1,0,Harbhajan Singh,India,2015,102,0,2,1,5,11,0,2.5,2,3.8,3.36363636363636,0.907975460122699,0.808024691358025,0.387399930386356,1.33055700156169
40.3,2,143,4,3.53,35.75,60.7,Sri Lanka,Galle,0,1,0,D Bishoo,West Indies,2015,243,0,0,1,6,0,0,0,1,3.16666666666667,0,1,0.808024691358025,0.417910447761194,1.33055700156169
42,8,160,10,3.8,16,25.2,Sri Lanka,Galle,0,1,0,R Ashwin,India,2015,252,4,7,8,4,0,2.5,5.85714285714286,4.375,6.5,0,1,0.808024691358025,0.276967930029154,1.33055700156169
27,4,84,1,3.11,84,162,Sri Lanka,Galle,0,1,0,MN Samuels,West Indies,2015,162,2,1,1,3,0,0,0,1,2,0,1,0.808024691358025,0.785714285714286,1.33055700156169
17,2,61,3,3.58,20.33,34,Sri Lanka,Galle,0,1,0,A Mishra,India,2015,102,0,0,0,3,3,0,0,0,2.33333333333333,2.66666666666667,0.833333333333333,0.808024691358025,0.468085106382979,1.33055700156169
12,1,60,2,5,30,36,West Indies,Galle,1,0,0,TAM Siriwardana,Sri Lanka,2015,72,0,0,0,0,0,0,0,0,0,0,1,1.21873364730508,0.5,1.33055700156169
55,14,147,10,2.67,14.7,33,West Indies,Galle,1,0,0,HMRKB Herath,Sri Lanka,2015,330,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,0.377697841726619,1.21873364730508,0.640287769784173,1.33055700156169
25,7,94,1,3.76,94,150,West Indies,Galle,1,1,0,PHT Kaushal,Sri Lanka,2015,150,1,0,0,0,0,2,0,0,0,0,1,1.11471255168734,0.5,1.33055700156169
22,4,54,1,2.45,54,132,India,Galle,1,1,1,KTGD Prasad,Sri Lanka,2015,132,2,1,3,0,2,3.5,0,2,0,0,1.22222222222222,1.04237974098057,0.375,0.704238472286912
26,2,98,3,3.76,32.66,52,India,Galle,1,1,1,N Pradeep,Sri Lanka,2015,156,2,1,0,0,0,3,2,0,0,0,1,1.04237974098057,0.5,0.704238472286912
11,0,68,1,6.18,68,66,Sri Lanka,Galle,0,1,1,VR Aaron,India,2015,66,4,0,0,1,0,2.5,0,0,3,0,1,1.07998971193416,0.454545454545455,0.704238472286912
21,4,36,1,1.71,36,126,Sri Lanka,Galle,0,1,1,JO Holder,West Indies,2015,126,2,0,0,0,0,1.5,0,0,0,0,1,1.07998971193416,0.333333333333333,0.704238472286912
24,3,107,2,4.45,53.5,72,Sri Lanka,Galle,0,1,1,I Sharma,India,2015,144,8,6,5,12,9,4.375,1.66666666666667,1.2,3.58333333333333,1.88888888888889,0.793135435992579,1.07998971193416,0.577981651376147,0.704238472286912
20,2,76,1,3.8,76,120,Sri Lanka,Galle,0,1,1,ST Gabriel,West Indies,2015,120,2,3,1,0,0,3,1,3,0,0,1,1.07998971193416,0.285714285714286,0.704238472286912
19,3,57,1,3,57,114,Sri Lanka,Galle,0,1,1,KAJ Roach,West Indies,2015,114,4,0,7,1,4,4.25,0,5.57142857142857,2,3.25,1.23376623376623,1.07998971193416,0.388349514563107,0.704238472286912
20,4,65,2,3.25,32.5,60,Sri Lanka,Galle,0,1,1,JE Taylor,West Indies,2015,120,5,0,0,0,0,2.6,0,0,0,0,1.10958904109589,1.07998971193416,0.35031847133758,0.704238472286912
15,6,38,2,2.53,19,45,West Indies,Galle,1,1,1,KTGD Prasad,Sri Lanka,2015,90,2,1,3,0,2,3.5,0,2,0,0,0,0.936410754778102,0.375,0.704238472286912
29,5,84,2,2.89,42,87,West Indies,Galle,1,1,1,N Pradeep,Sri Lanka,2015,174,2,1,0,0,0,3,2,0,0,0,1,0.936410754778102,0.5,0.704238472286912
33,1,123,2,3.72,61.5,99,New Zealand,Hamilton,0,0,0,HMRKB Herath,Sri Lanka,2015,198,4,1,7,6,3,5,7,6.28571428571429,5.16666666666667,2.66666666666667,1.6726618705036,1.03337612323492,0.359712230215827,0.821615720524017
29.4,5,82,2,2.76,41,89,New Zealand,Hamilton,0,1,1,N Pradeep,Sri Lanka,2015,178,2,1,0,0,0,3,2,0,0,0,1,1.02655140475455,0.5,1.06995461940235
11,7,25,0,2.27,1000,1000,New Zealand,Hamilton,0,1,1,AD Mathews,Sri Lanka,2015,66,4,0,4,0,1,2,0,0.5,0,0,1.5,1.02655140475455,0.789473684210526,1.06995461940235
