overs,mdns,runs,wkts,econ,ave,strike_rate,opposition,ground,home_away,bowling_arm,pace_spin,player,country,year,balls,year1_mtchs_pld,year2_mtchs_pld,year3_mtchs_pld,year4_mtchs_pld,year5_mtchs_pld,year1_wkts_pm,year2_wkts_pm,year3_wkts_pm,year4_wkts_pm,year5_wkts_pm,bowler_agnst_oppo,oppo_agnst_bowl_typ,bowl_home_adv,ground_bowl_typ
38,7,75,2,1.97,37.5,114,England,Galle,1,0,0,ST Jayasuriya,Sri Lanka,2003,228,,,,,,,,,,,,,,
49,12,98,2,2,49,147,India,The Oval,1,0,0,AF Giles,England,2002,294,,,,,,,,,,,,,,
41,9,122,2,2.97,61,123,West Indies,Galle,1,0,0,MRCN Bandaratilleke,Sri Lanka,2001,246,,,,,,,,,,,,,,
39,5,138,2,3.53,69,117,South Africa,The Oval,1,0,0,AF Giles,England,2003,234,,,,,,,,,,,,,,
42,2,153,2,3.64,76.5,126,South Africa,Birmingham,1,0,0,AF Giles,England,2003,252,,,,,,,,,,,,,,
21,10,34,1,1.61,34,126,India,Colombo (SSC),1,0,0,ST Jayasuriya,Sri Lanka,2001,126,,,,,,,,,,,,,,
11,2,45,1,4.09,45,66,Sri Lanka,Centurion,1,0,0,N Boje,South Africa,2001,66,,,,,,,,,,,,,,
15,1,50,1,3.33,50,90,Australia,Wellington,1,0,0,DL Vettori,New Zealand,2000,90,,,,,,,,,,,,,,
26.1,3,57,1,2.17,57,157,Sri Lanka,Birmingham,1,0,0,AF Giles,England,2002,157,,,,,,,,,,,,,,
56,18,93,2,1.66,46.5,168,South Africa,Kanpur,1,0,0,M Kartik,India,2004,336,,,,,,,,,,,,,,
29,7,75,1,2.58,75,174,India,Lord's,1,0,0,AF Giles,England,2002,174,,,,,,,,,,,,,,
41,8,77,1,1.87,77,246,England,Kandy,1,0,0,ST Jayasuriya,Sri Lanka,2003,246,,,,,,,,,,,,,,
56,18,96,1,1.71,96,336,New Zealand,Bloemfontein,1,0,0,N Boje,South Africa,2000,336,,,,,,,,,,,,,,
25,0,108,1,4.32,108,150,Australia,Birmingham,1,0,0,AF Giles,England,2001,150,,,,,,,,,,,,,,
35,5,116,1,3.31,116,210,Australia,Kolkata,1,0,0,SLV Raju,India,2001,210,,,,,,,,,,,,,,
39,3,134,1,3.43,134,234,India,Leeds,1,0,0,AF Giles,England,2002,234,,,,,,,,,,,,,,
53,16,137,1,2.58,137,318,Australia,Chennai,1,0,0,NM Kulkarni,India,2001,318,,,,,,,,,,,,,,
43,5,142,1,3.3,142,258,South Africa,Lord's,1,0,0,AF Giles,England,2003,258,,,,,,,,,,,,,,
35,4,153,1,4.37,153,210,Australia,Johannesburg,1,0,0,N Boje,South Africa,2002,210,,,,,,,,,,,,,,
39,2,174,1,4.46,174,234,Australia,The Oval,1,0,0,PCR Tufnell,England,2001,234,,,,,,,,,,,,,,
10,3,24,0,2.4,1000,1000,South Africa,Nottingham,1,0,0,AF Giles,England,2003,60,,,,,,,,,,,,,,
14,4,33,0,2.35,1000,1000,India,Port Elizabeth,1,0,0,N Boje,South Africa,2001,84,,,,,,,,,,,,,,
13,2,76,0,5.84,1000,1000,West Indies,Johannesburg,1,0,0,RJ Peterson,South Africa,2003,78,,,,,,,,,,,,,,
22,3,97,0,4.4,1000,1000,England,Christchurch,1,0,0,DL Vettori,New Zealand,2002,132,,,,,,,,,,,,,,
17,1,84,0,4.94,1000,1000,India,Sydney,1,0,0,SM Katich,Australia,2004,102,,,,,,,,,,,,,,
40.5,11,117,10,2.86,11.7,24.5,England,Lord's,0,1,1,CA Walsh,West Indies,2000,245,,,,,,,,,,,,,,
45,8,215,10,4.77,21.5,27,Australia,Sydney,0,1,1,AR Caddick,England,2003,270,,,,,,,,,,,,,,
48,8,220,10,4.58,22,28.8,England,Lord's,0,1,1,M Ntini,South Africa,2003,288,,,,,,,,,,,,,,
37.1,11,92,9,2.47,10.22,24.7,England,Leeds,0,1,1,JH Kallis,South Africa,2003,223,,,,,,,,,,,,,,
60.5,25,94,9,1.54,10.44,40.5,West Indies,Kingston,0,1,1,SM Pollock,South Africa,2001,365,,,,,,,,,,,,,,
43,16,172,9,4,19.11,28.6,New Zealand,Christchurch,0,1,1,AR Caddick,England,2002,258,,,,,,,,,,,,,,
26.3,10,49,8,1.84,6.12,19.8,South Africa,Johannesburg,0,1,1,GD McGrath,Australia,2002,159,,,,,,,,,,,,,,
40,19,58,8,1.45,7.25,30,England,Birmingham,0,1,1,CA Walsh,West Indies,2000,240,,,,,,,,,,,,,,
47,15,104,8,2.21,13,35.2,South Africa,Port Elizabeth,0,1,1,J Srinath,India,2001,282,,,,,,,,,,,,,,
53.4,22,104,8,1.93,13,40.2,England,Nottingham,0,1,1,SM Pollock,South Africa,2003,322,,,,,,,,,,,,,,
43,13,114,8,2.65,14.25,32.2,England,Lord's,0,1,1,GD McGrath,Australia,2001,258,,,,,,,,,,,,,,
41.4,10,123,8,2.95,15.37,31.2,New Zealand,Hamilton,0,1,1,B Lee,Australia,2000,250,,,,,,,,,,,,,,
36,7,123,8,3.41,15.37,27,Sri Lanka,Kandy,0,1,1,D Gough,England,2001,216,,,,,,,,,,,,,,
46.2,12,137,8,2.95,17.12,34.7,England,Leeds,0,1,1,GD McGrath,Australia,2001,278,,,,,,,,,,,,,,
42.2,3,160,8,3.77,20,31.7,Australia,Adelaide,0,1,1,AB Agarkar,India,2003,254,,,,,,,,,,,,,,
41,4,173,0,4.21,1000,1000,West Indies,Cape Town,1,0,0,PR Adams,South Africa,2004,246,,,,,,,,,,,,,,
48.3,7,187,9,3.85,20.77,32.3,England,Nottingham,0,1,1,CL Cairns,New Zealand,2004,291,,,,,,,,,,,,,,
45.5,12,205,8,4.47,25.62,34.3,New Zealand,Christchurch,0,1,1,MJ Hoggard,England,2002,271,,,,,,,,,,,,,,
34,10,109,7,3.2,15.57,29.1,England,Lord's,0,1,1,JN Gillespie,Australia,2001,204,,,,,,,,,,,,,,
45.3,17,110,7,2.41,15.71,39,England,The Oval,0,1,1,GD McGrath,Australia,2001,273,,,,,,,,,,,,,,
43,9,110,7,2.55,15.71,36.8,India,Mohali,0,1,1,DR Tuffey,New Zealand,2003,258,,,,,,,,,,,,,,
33,8,112,7,3.39,16,28.2,West Indies,Bridgetown,0,1,1,SE Bond,New Zealand,2002,198,,,,,,,,,,,,,,
53,20,121,7,2.28,17.28,45.4,India,Kolkata,0,1,1,GD McGrath,Australia,2001,318,,,,,,,,,,,,,,
39,11,124,7,3.17,17.71,33.4,Sri Lanka,Kandy,0,1,1,BKV Prasad,India,2001,234,,,,,,,,,,,,,,
47.3,13,134,7,2.82,19.14,40.7,New Zealand,Auckland,0,1,1,MJ Hoggard,England,2002,285,,,,,,,,,,,,,,
38,6,135,7,3.55,19.28,32.5,West Indies,St John's,0,1,1,B Lee,Australia,2003,228,,,,,,,,,,,,,,
73.4,33,141,7,1.91,20.14,63.1,England,The Oval,0,1,1,CA Walsh,West Indies,2000,442,,,,,,,,,,,,,,
31.4,12,67,6,2.11,11.16,31.6,India,Mumbai,0,1,1,SM Pollock,South Africa,2000,190,,,,,,,,,,,,,,
36,17,67,6,1.86,11.16,36,West Indies,Bridgetown,0,1,1,JH Kallis,South Africa,2001,216,,,,,,,,,,,,,,
32.2,8,79,6,2.44,13.16,32.3,West Indies,Georgetown,0,1,1,JN Gillespie,Australia,2003,194,,,,,,,,,,,,,,
45.2,12,86,6,1.89,14.33,45.3,West Indies,Port of Spain,0,1,1,JN Gillespie,Australia,2003,272,,,,,,,,,,,,,,
45.3,14,94,6,2.06,15.66,45.5,New Zealand,Wellington,0,1,1,AR Caddick,England,2002,273,,,,,,,,,,,,,,
41.5,15,108,6,2.58,18,41.8,New Zealand,Hamilton,0,1,1,GD McGrath,Australia,2000,247,,,,,,,,,,,,,,
45,10,123,6,2.73,20.5,45,West Indies,Port of Spain,0,1,1,AA Donald,South Africa,2001,270,,,,,,,,,,,,,,
36.4,5,126,6,3.43,21,36.6,Australia,Adelaide,0,1,1,M Dillon,West Indies,2000,220,,,,,,,,,,,,,,
40,8,136,6,3.4,22.66,40,New Zealand,Wellington,0,1,1,B Lee,Australia,2000,240,,,,,,,,,,,,,,
51,11,140,6,2.74,23.33,51,England,The Oval,0,1,1,NAM McLean,West Indies,2000,306,,,,,,,,,,,,,,
54,13,140,6,2.59,23.33,54,West Indies,Port of Spain,0,1,1,J Srinath,India,2002,324,,,,,,,,,,,,,,
39,0,140,6,3.58,23.33,39,South Africa,Centurion,0,1,1,CRD Fernando,Sri Lanka,2002,234,,,,,,,,,,,,,,
44,4,146,6,3.31,24.33,44,South Africa,Durban,0,1,1,CRD Fernando,Sri Lanka,2000,264,,,,,,,,,,,,,,
39,7,157,6,4.02,26.16,39,New Zealand,Auckland,0,1,1,A Flintoff,England,2002,234,,,,,,,,,,,,,,
58,11,203,6,3.5,33.83,58,Australia,Brisbane,0,1,1,AR Caddick,England,2002,348,,,,,,,,,,,,,,
36.1,22,44,5,1.21,8.8,43.4,India,Mumbai,0,1,1,GD McGrath,Australia,2001,217,,,,,,,,,,,,,,
36.2,17,52,5,1.43,10.4,43.6,England,Lord's,0,1,1,CEL Ambrose,West Indies,2000,218,,,,,,,,,,,,,,
12.3,0,64,5,5.12,12.8,15,West Indies,Kingston,0,1,1,RAP Nissanka,Sri Lanka,2003,75,,,,,,,,,,,,,,
34.1,10,66,5,1.93,13.2,41,New Zealand,Auckland,0,1,1,GD McGrath,Australia,2000,205,,,,,,,,,,,,,,
41.1,16,66,5,1.6,13.2,49.4,West Indies,St John's,0,1,1,SM Pollock,South Africa,2001,247,,,,,,,,,,,,,,
41,20,69,5,1.68,13.8,49.2,England,Manchester,0,1,1,CA Walsh,West Indies,2000,246,,,,,,,,,,,,,,
29,7,80,5,2.75,16,34.8,England,Nottingham,0,1,1,GD McGrath,Australia,2001,174,,,,,,,,,,,,,,
34,10,84,5,2.47,16.8,40.8,England,Lord's,0,1,1,AJ Hall,South Africa,2003,204,,,,,,,,,,,,,,
51.1,19,90,5,1.75,18,61.4,West Indies,Port of Spain,0,1,1,SM Pollock,South Africa,2001,307,,,,,,,,,,,,,,
32,6,91,5,2.84,18.2,38.4,South Africa,Cape Town,0,1,1,CEW Silverwood,England,2000,192,,,,,,,,,,,,,,
34.3,12,95,5,2.75,19,41.4,India,Mumbai,0,1,1,JN Gillespie,Australia,2001,207,,,,,,,,,,,,,,
47.1,18,96,5,2.03,19.2,56.6,India,Chennai,0,1,1,GD McGrath,Australia,2001,283,,,,,,,,,,,,,,
31.2,6,102,5,3.25,20.4,37.6,England,Leeds,0,1,1,M Ntini,South Africa,2003,188,,,,,,,,,,,,,,
30.1,7,104,5,3.44,20.8,36.2,West Indies,St George's,0,1,1,SE Bond,New Zealand,2002,181,,,,,,,,,,,,,,
45,13,108,5,2.4,21.6,54,West Indies,Kingston,0,1,1,AA Donald,South Africa,2001,270,,,,,,,,,,,,,,
38,8,110,5,2.89,22,45.6,Sri Lanka,Kandy,0,1,1,AR Caddick,England,2001,228,,,,,,,,,,,,,,
24.5,5,114,5,4.59,22.8,29.8,Sri Lanka,Galle,0,1,1,J Srinath,India,2001,149,,,,,,,,,,,,,,
39,6,115,5,2.94,23,46.8,Sri Lanka,Kandy,0,1,1,M Dillon,West Indies,2001,234,,,,,,,,,,,,,,
28,5,119,5,4.25,23.8,33.6,England,Birmingham,0,1,1,JN Gillespie,Australia,2001,168,,,,,,,,,,,,,,
32,9,120,5,3.75,24,38.4,England,Nottingham,0,1,1,JN Gillespie,Australia,2001,192,,,,,,,,,,,,,,
34.3,7,127,5,3.68,25.4,41.4,Australia,Sydney,0,1,1,MJ Hoggard,England,2003,207,,,,,,,,,,,,,,
28.4,3,134,5,4.67,26.8,34.4,South Africa,Johannesburg,0,1,1,WW Hinds,West Indies,2003,172,,,,,,,,,,,,,,
41,11,136,5,3.31,27.2,49.2,South Africa,Port Elizabeth,0,1,1,CS Martin,New Zealand,2000,246,,,,,,,,,,,,,,
42,8,137,5,3.26,27.4,50.4,West Indies,Port of Spain,0,1,1,B Lee,Australia,2003,252,,,,,,,,,,,,,,
33,6,140,5,4.24,28,39.6,South Africa,Bloemfontein,0,1,1,J Srinath,India,2001,198,,,,,,,,,,,,,,
38,3,144,5,3.78,28.8,45.6,Australia,Melbourne,0,1,1,M Dillon,West Indies,2000,228,,,,,,,,,,,,,,
37,8,146,5,3.94,29.2,44.4,Australia,Brisbane,0,1,1,CL Cairns,New Zealand,2001,222,,,,,,,,,,,,,,
47,9,167,5,3.55,33.4,56.4,India,Kolkata,0,1,1,M Dillon,West Indies,2002,282,,,,,,,,,,,,,,
18,3,42,4,2.33,10.5,27,England,Leeds,0,1,1,CEL Ambrose,West Indies,2000,108,,,,,,,,,,,,,,
25,10,45,4,1.8,11.25,37.5,West Indies,St John's,0,1,1,L Klusener,South Africa,2001,150,,,,,,,,,,,,,,
30,12,46,4,1.53,11.5,45,India,Mumbai,0,1,1,AA Donald,South Africa,2000,180,,,,,,,,,,,,,,
32.4,14,47,4,1.43,11.75,49,West Indies,St John's,0,1,1,JH Kallis,South Africa,2001,196,,,,,,,,,,,,,,
28,9,50,4,1.78,12.5,42,India,Bengaluru,0,1,1,A Flintoff,England,2001,168,,,,,,,,,,,,,,
24.5,9,51,4,2.05,12.75,37.2,England,Leeds,0,1,1,CA Walsh,West Indies,2000,149,,,,,,,,,,,,,,
49,20,68,4,1.38,17,73.5,West Indies,Bridgetown,0,1,1,JN Gillespie,Australia,2003,294,,,,,,,,,,,,,,
40,12,74,4,1.85,18.5,60,Sri Lanka,Galle,0,1,1,A Flintoff,England,2003,240,,,,,,,,,,,,,,
24.3,7,80,4,3.26,20,36.7,India,Bengaluru,0,1,1,MJ Hoggard,England,2001,147,,,,,,,,,,,,,,
28,5,83,4,2.96,20.75,42,Australia,Brisbane,0,1,1,MI Black,West Indies,2000,168,,,,,,,,,,,,,,
37,16,84,4,2.27,21,55.5,West Indies,Port of Spain,0,1,1,JH Kallis,South Africa,2001,222,,,,,,,,,,,,,,
25,2,84,4,3.36,21,37.5,West Indies,Bridgetown,0,1,1,IG Butler,New Zealand,2002,150,,,,,,,,,,,,,,
39,9,101,4,2.58,25.25,58.5,England,Manchester,0,1,1,CEL Ambrose,West Indies,2000,234,,,,,,,,,,,,,,
30.3,7,101,4,3.31,25.25,45.7,England,Birmingham,0,1,1,GD McGrath,Australia,2001,183,,,,,,,,,,,,,,
36,8,111,4,3.08,27.75,54,New Zealand,Auckland,0,1,1,AR Caddick,England,2002,216,,,,,,,,,,,,,,
46,11,112,4,2.43,28,69,Australia,Adelaide,0,1,1,CA Walsh,West Indies,2000,276,,,,,,,,,,,,,,
28,8,114,4,4.07,28.5,42,England,Birmingham,0,1,1,M Ntini,South Africa,2003,168,,,,,,,,,,,,,,
35,9,121,4,3.45,30.25,52.5,Sri Lanka,Kandy,0,1,1,SM Pollock,South Africa,2000,210,,,,,,,,,,,,,,
44,14,133,4,3.02,33.25,66,South Africa,Cape Town,0,1,1,JN Gillespie,Australia,2002,264,,,,,,,,,,,,,,
43.4,12,133,4,3.04,33.25,65.5,England,Lord's,0,1,1,SM Pollock,South Africa,2003,262,,,,,,,,,,,,,,
35,8,135,4,3.85,33.75,52.5,England,Birmingham,0,1,1,D Pretorius,South Africa,2003,210,,,,,,,,,,,,,,
37.1,8,135,4,3.63,33.75,55.7,Australia,Brisbane,0,1,1,AB Agarkar,India,2003,223,,,,,,,,,,,,,,
42,7,136,4,3.23,34,63,India,Kolkata,0,1,1,CE Cuffy,West Indies,2002,252,,,,,,,,,,,,,,
50,13,137,4,2.74,34.25,75,India,Chennai,0,1,1,JN Gillespie,Australia,2001,300,,,,,,,,,,,,,,
45.4,6,141,4,3.08,35.25,68.5,England,Leeds,0,1,1,AJ Hall,South Africa,2003,274,,,,,,,,,,,,,,
37.2,3,157,4,4.2,39.25,56,South Africa,Durban,0,1,1,B Lee,Australia,2002,224,,,,,,,,,,,,,,
48,12,160,4,3.33,40,72,West Indies,Kingston,0,1,1,J Srinath,India,2002,288,,,,,,,,,,,,,,
42,6,162,4,3.85,40.5,63,India,Kolkata,0,1,1,JN Gillespie,Australia,2001,252,,,,,,,,,,,,,,
37,4,132,4,3.56,33,55.5,South Africa,Cape Town,0,1,1,A Sanford,West Indies,2004,222,,,,,,,,,,,,,,
50,14,171,4,3.42,42.75,75,Sri Lanka,Kandy,0,1,1,RJ Kirtley,England,2003,300,,,,,,,,,,,,,,
48,7,177,4,3.68,44.25,72,Australia,Melbourne,0,1,1,AR Caddick,England,2002,288,,,,,,,,,,,,,,
12,5,23,3,1.91,7.66,24,India,Mumbai,0,1,1,WJ Cronje,South Africa,2000,72,,,,,,,,,,,,,,
16,8,30,3,1.87,10,32,India,Mumbai,0,1,1,JH Kallis,South Africa,2000,96,,,,,,,,,,,,,,
22.2,10,40,3,1.79,13.33,44.6,Sri Lanka,Colombo (SSC),0,1,1,SM Pollock,South Africa,2000,134,,,,,,,,,,,,,,
26,11,44,3,1.69,14.66,52,India,Chennai,0,1,1,M Dillon,West Indies,2002,156,,,,,,,,,,,,,,
31.2,9,54,3,1.72,18,62.6,India,Mumbai,0,1,1,M Dillon,West Indies,2002,188,,,,,,,,,,,,,,
20,2,54,3,2.7,18,40,Sri Lanka,Kandy,0,1,1,JDP Oram,New Zealand,2003,120,,,,,,,,,,,,,,
21,2,63,3,3,21,42,South Africa,Johannesburg,0,1,1,KHRK Fernando,Sri Lanka,2002,126,,,,,,,,,,,,,,
14,1,65,3,4.64,21.66,28,Australia,Brisbane,0,1,1,CD McMillan,New Zealand,2001,84,,,,,,,,,,,,,,
41.3,19,66,3,1.59,22,83,India,Bengaluru,0,1,1,SM Pollock,South Africa,2000,249,,,,,,,,,,,,,,
20,4,70,3,3.5,23.33,40,Australia,Sydney,0,1,1,SJ Harmison,England,2003,120,,,,,,,,,,,,,,
30.4,8,73,3,2.38,24.33,61.3,Sri Lanka,Galle,0,1,1,SM Pollock,South Africa,2000,184,,,,,,,,,,,,,,
53,16,74,3,1.39,24.66,106,England,The Oval,0,1,1,CEL Ambrose,West Indies,2000,318,,,,,,,,,,,,,,
32,8,78,3,2.43,26,64,West Indies,Port of Spain,0,1,1,M Ntini,South Africa,2001,192,,,,,,,,,,,,,,
25,8,79,3,3.16,26.33,50,Australia,Brisbane,0,1,1,M Dillon,West Indies,2000,150,,,,,,,,,,,,,,
25,4,79,3,3.16,26.33,50,West Indies,Port of Spain,0,1,1,AJ Bichel,Australia,2003,150,,,,,,,,,,,,,,
31,3,82,3,2.64,27.33,62,Australia,Adelaide,0,1,1,JH Kallis,South Africa,2001,186,,,,,,,,,,,,,,
31,3,84,3,2.7,28,62,Australia,Melbourne,0,1,1,SM Pollock,South Africa,2001,186,,,,,,,,,,,,,,
28,7,87,3,3.1,29,56,India,Bengaluru,0,1,1,AA Donald,South Africa,2000,168,,,,,,,,,,,,,,
23,4,88,3,3.82,29.33,46,England,Birmingham,0,1,1,FA Rose,West Indies,2000,138,,,,,,,,,,,,,,
24,6,88,3,3.66,29.33,48,England,Nottingham,0,1,1,AJ Hall,South Africa,2003,144,,,,,,,,,,,,,,
22.1,4,89,3,4.01,29.66,44.3,South Africa,Bloemfontein,0,1,1,CS Martin,New Zealand,2000,133,,,,,,,,,,,,,,
33,8,91,3,2.75,30.33,66,West Indies,Georgetown,0,1,1,J Srinath,India,2002,198,,,,,,,,,,,,,,
43,17,94,3,2.18,31.33,86,West Indies,Georgetown,0,1,1,AA Donald,South Africa,2001,258,,,,,,,,,,,,,,
42,16,94,3,2.23,31.33,84,West Indies,St John's,0,1,1,GD McGrath,Australia,2003,252,,,,,,,,,,,,,,
20,3,95,3,4.75,31.66,40,South Africa,Johannesburg,0,1,1,B Lee,Australia,2002,120,,,,,,,,,,,,,,
28,6,97,3,3.46,32.33,56,Sri Lanka,Colombo (PSS),0,1,1,SE Bond,New Zealand,2003,168,,,,,,,,,,,,,,
16.4,0,81,3,4.86,27,33.3,Sri Lanka,Galle,0,1,1,M Hayward,South Africa,2004,100,,,,,,,,,,,,,,
27,5,88,3,3.25,29.33,54,England,Leeds,0,1,1,SB Styris,New Zealand,2004,162,,,,,,,,,,,,,,
32,9,98,3,3.06,32.66,64,India,Mohali,0,1,1,MJ Hoggard,England,2001,192,,,,,,,,,,,,,,
45,11,98,3,2.17,32.66,90,South Africa,Cape Town,0,1,1,GD McGrath,Australia,2002,270,,,,,,,,,,,,,,
39,8,100,3,2.56,33.33,78,Sri Lanka,Kandy,0,1,1,A Flintoff,England,2003,234,,,,,,,,,,,,,,
34,8,101,3,2.97,33.66,68,Sri Lanka,Colombo (SSC),0,1,1,BKV Prasad,India,2001,204,,,,,,,,,,,,,,
29,7,102,3,3.51,34,58,West Indies,St John's,0,1,1,AJ Bichel,Australia,2003,174,,,,,,,,,,,,,,
29,5,103,3,3.55,34.33,58,Australia,Melbourne,0,1,1,AA Donald,South Africa,2001,174,,,,,,,,,,,,,,
37,11,109,3,2.94,36.33,74,Australia,Sydney,0,1,1,SM Pollock,South Africa,2002,222,,,,,,,,,,,,,,
39,10,111,3,2.84,37,78,England,The Oval,0,1,1,SM Pollock,South Africa,2003,234,,,,,,,,,,,,,,
41.2,8,115,3,2.78,38.33,82.6,India,Kolkata,0,1,1,DBL Powell,West Indies,2002,248,,,,,,,,,,,,,,
33.2,5,115,3,3.45,38.33,66.6,Australia,Melbourne,0,1,1,AB Agarkar,India,2003,200,,,,,,,,,,,,,,
30,6,118,3,3.93,39.33,60,Australia,Melbourne,0,1,1,CEL Stuart,West Indies,2000,180,,,,,,,,,,,,,,
33,9,118,3,3.57,39.33,66,England,Leeds,0,1,1,AB Agarkar,India,2002,198,,,,,,,,,,,,,,
40,14,121,3,3.02,40.33,80,West Indies,Bridgetown,0,1,1,B Lee,Australia,2003,240,,,,,,,,,,,,,,
41,5,140,3,3.41,46.66,82,Australia,Adelaide,0,1,1,M Hayward,South Africa,2001,246,,,,,,,,,,,,,,
32.4,4,151,3,4.62,50.33,65.3,England,Lord's,0,1,1,AB Agarkar,India,2002,196,,,,,,,,,,,,,,
29.2,2,154,3,5.25,51.33,58.6,England,Manchester,0,1,1,CRD Fernando,Sri Lanka,2002,176,,,,,,,,,,,,,,
38,7,158,3,4.15,52.66,76,Australia,Perth,0,1,1,CL Cairns,New Zealand,2001,228,,,,,,,,,,,,,,
38,4,164,3,4.31,54.66,76,South Africa,Cape Town,0,1,1,B Lee,Australia,2002,228,,,,,,,,,,,,,,
46,8,165,3,3.58,55,92,England,Nottingham,0,1,1,M Ntini,South Africa,2003,276,,,,,,,,,,,,,,
38.2,4,170,3,4.43,56.66,76.6,South Africa,Durban,0,1,1,A Sanford,West Indies,2003,230,,,,,,,,,,,,,,
48,6,179,3,3.72,59.66,96,England,Lord's,0,1,1,TCB Fernando,Sri Lanka,2002,288,,,,,,,,,,,,,,
11.4,4,18,2,1.54,9,35,Sri Lanka,Kandy,0,1,1,JH Kallis,South Africa,2000,70,,,,,,,,,,,,,,
15,4,23,2,1.53,11.5,45,New Zealand,Wellington,0,1,1,SB Bangar,India,2002,90,,,,,,,,,,,,,,
14,5,33,2,2.35,16.5,42,Sri Lanka,Colombo (SSC),0,1,1,D Gough,England,2001,84,,,,,,,,,,,,,,
12,4,36,2,3,18,36,New Zealand,Auckland,0,1,1,B Lee,Australia,2000,72,,,,,,,,,,,,,,
11.1,1,40,2,3.58,20,33.5,Sri Lanka,Colombo (SSC),0,1,1,AR Caddick,England,2001,67,,,,,,,,,,,,,,
22,7,42,2,1.9,21,66,India,Ahmedabad,0,1,1,A Flintoff,England,2001,132,,,,,,,,,,,,,,
15,4,43,2,2.86,21.5,45,South Africa,Johannesburg,0,1,1,CS Martin,New Zealand,2000,90,,,,,,,,,,,,,,
14,4,44,2,3.14,22,42,Australia,Adelaide,0,1,1,L Klusener,South Africa,2001,84,,,,,,,,,,,,,,
19,7,47,2,2.47,23.5,57,South Africa,Centurion,0,1,1,AR Caddick,England,2000,114,,,,,,,,,,,,,,
18,0,47,2,2.61,23.5,54,Sri Lanka,Colombo (SSC),0,1,1,A Flintoff,England,2003,108,,,,,,,,,,,,,,
24,8,48,2,2,24,72,England,The Oval,0,1,1,SB Bangar,India,2002,144,,,,,,,,,,,,,,
12.3,3,51,2,4.08,25.5,37.5,South Africa,Centurion,0,1,1,GP Wickramasinghe,Sri Lanka,2001,75,,,,,,,,,,,,,,
27.4,10,51,2,1.84,25.5,83,England,Birmingham,0,1,1,SM Pollock,South Africa,2003,166,,,,,,,,,,,,,,
12.2,3,52,2,4.21,26,37,England,Manchester,0,1,1,RD King,West Indies,2000,74,,,,,,,,,,,,,,
13,2,54,2,4.15,27,39,England,Leeds,0,1,1,SB Bangar,India,2002,78,,,,,,,,,,,,,,
24,5,55,2,2.29,27.5,72,Sri Lanka,Kandy,0,1,1,L Klusener,South Africa,2000,144,,,,,,,,,,,,,,
35,14,56,2,1.6,28,105,West Indies,Georgetown,0,1,1,L Klusener,South Africa,2001,210,,,,,,,,,,,,,,
15,5,58,2,3.86,29,45,South Africa,Johannesburg,0,1,1,JN Gillespie,Australia,2002,90,,,,,,,,,,,,,,
14.1,2,60,2,4.23,30,42.5,England,Birmingham,0,1,1,RD King,West Indies,2000,85,,,,,,,,,,,,,,
14.3,1,62,2,4.27,31,43.5,Sri Lanka,Kandy,0,1,1,Harvinder Singh,India,2001,87,,,,,,,,,,,,,,
26,9,63,2,2.42,31.5,78,New Zealand,Wellington,0,1,1,MJ Hoggard,England,2002,156,,,,,,,,,,,,,,
20,4,63,2,3.15,31.5,60,India,Chennai,0,1,1,JJC Lawson,West Indies,2002,120,,,,,,,,,,,,,,
22,6,67,2,3.04,33.5,66,Sri Lanka,Kandy,0,1,1,M Hayward,South Africa,2000,132,,,,,,,,,,,,,,
20,2,68,2,3.4,34,60,Sri Lanka,Colombo (SSC),0,1,1,M Hayward,South Africa,2000,120,,,,,,,,,,,,,,
21,1,69,2,3.28,34.5,63,Australia,Adelaide,0,1,1,NAM McLean,West Indies,2000,126,,,,,,,,,,,,,,
32,4,69,2,2.15,34.5,96,West Indies,Georgetown,0,1,1,JH Kallis,South Africa,2001,192,,,,,,,,,,,,,,
28,5,70,2,2.5,35,84,West Indies,Bridgetown,0,1,1,AJ Bichel,Australia,2003,168,,,,,,,,,,,,,,
31,5,71,2,2.29,35.5,93,India,Bengaluru,0,1,1,M Hayward,South Africa,2000,186,,,,,,,,,,,,,,
22,2,71,2,3.22,35.5,66,South Africa,Centurion,0,1,1,MKGCP Lakshitha,Sri Lanka,2002,132,,,,,,,,,,,,,,
31,10,74,2,2.38,37,93,Australia,Perth,0,1,1,CA Walsh,West Indies,2000,186,,,,,,,,,,,,,,
22,3,78,2,3.54,39,66,Australia,Perth,0,1,1,NAM McLean,West Indies,2000,132,,,,,,,,,,,,,,
23,4,81,2,3.52,40.5,69,Australia,Sydney,0,1,1,CEL Stuart,West Indies,2001,138,,,,,,,,,,,,,,
18,2,87,2,4.83,43.5,54,Australia,Perth,0,1,1,MI Black,West Indies,2000,108,,,,,,,,,,,,,,
37,6,88,2,2.37,44,111,South Africa,Cape Town,0,1,1,D Gough,England,2000,222,,,,,,,,,,,,,,
25,3,88,2,3.52,44,75,West Indies,St George's,0,1,1,SB Styris,New Zealand,2002,150,,,,,,,,,,,,,,
28.4,6,88,2,3.06,44,86,India,Mumbai,0,1,1,CE Cuffy,West Indies,2002,172,,,,,,,,,,,,,,
27,9,90,2,3.33,45,81,Sri Lanka,Kandy,0,1,1,SC Ganguly,India,2001,162,,,,,,,,,,,,,,
