Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
SJ Harmison (ENG),39.4,8,138,5,3.47,27.6,47.6,v West Indies,Manchester,12 Aug 2004,1,1,1
TG Southee (NZ),47.1,13,139,5,2.94,27.8,56.6,v England,Napier,22 Mar 2008,1,1,1
JM Anderson (ENG),44.5,10,140,5,3.12,28,53.8,v Sri Lanka,Leeds,20 Jun 2014,1,1,1
MJ Hoggard (ENG),42,10,142,5,3.38,28.4,50.4,v Australia,Nottingham,25 Aug 2005,1,1,1
KTGD Prasad (SL),28,0,142,5,5.07,28.4,33.6,v India,Colombo (PSS),8 Aug 2008,1,1,1
PM Siddle (AUS),37.3,11,143,5,3.81,28.6,45,v India,Sydney,3 Jan 2012,1,1,1
TG Southee (NZ),36,3,143,5,3.97,28.6,43.2,v India,Wellington,14 Feb 2014,1,1,1
M Hayward (SA),43.3,13,144,5,3.31,28.8,52.2,v India,Bloemfontein,3 Nov 2001,1,1,1
RJ Kirtley (ENG),51.3,17,145,5,2.81,29,61.8,v South Africa,Leeds,21 Aug 2003,1,1,1
FH Edwards (WI),32,5,146,5,4.56,29.2,38.4,v Sri Lanka,Port of Spain,3 Apr 2008,1,1,1
CB Mpofu (ZIM),48,11,146,5,3.04,29.2,57.6,v New Zealand,Bulawayo,1 Nov 2011,1,1,1
KAJ Roach (WI),43,7,147,5,3.41,29.4,51.6,v England,North Sound,13 Apr 2015,1,1,1
MJ Hoggard (ENG),45,6,148,5,3.28,29.6,54,v Pakistan,Lord's,13 Jul 2006,1,1,1
CS Martin (NZ),36,3,148,5,4.11,29.6,43.2,v Sri Lanka,Wellington,15 Dec 2006,1,1,1
JL Pattinson (AUS),37,7,149,5,4.02,29.8,44.4,v India,Sydney,3 Jan 2012,1,1,1
JM Anderson (ENG),54.2,9,149,5,2.74,29.8,65.2,v South Africa,Lord's,16 Aug 2012,1,1,1
JM Anderson (ENG),53,13,149,5,2.81,29.8,63.6,v West Indies,Leeds,25 Aug 2017,1,1,1
B Lee (AUS),38.1,4,150,5,3.93,30,45.8,v England,Perth,29 Nov 2002,1,1,1
JL Pattinson (AUS),53,9,151,5,2.84,30.2,63.6,v South Africa,Brisbane,9 Nov 2012,1,1,1
CT Mumba (ZIM),35.5,4,151,5,4.21,30.2,43,v Sri Lanka,Harare,29 Oct 2016,1,1,1
M Ntini (SA),37,5,152,5,4.1,30.4,44.4,v Australia,Durban,15 Mar 2002,1,1,1
M Ntini (SA),50,6,152,5,3.04,30.4,60,v England,Durban,26 Dec 2004,1,1,1
AJ Bichel (AUS),39.4,4,153,5,3.85,30.6,47.6,v India,Adelaide,12 Dec 2003,1,1,1
Shoaib Akhtar (PAK),38,6,154,5,4.05,30.8,45.6,v England,Faisalabad,20 Nov 2005,1,1,1
JN Gillespie (AUS),55.4,12,155,5,2.78,31,66.8,v Sri Lanka,Cairns,9 Jul 2004,1,1,1
SM Pollock (SA),52,14,155,5,2.98,31,62.4,v England,Johannesburg,13 Jan 2005,1,1,1
A Sanford (WI),46,10,157,5,3.41,31.4,55.2,v India,Port of Spain,19 Apr 2002,1,1,1
MA Wood (ENG),33,6,159,5,4.81,31.8,39.6,v New Zealand,Leeds,29 May 2015,1,1,1
JM Anderson (ENG),60,14,162,5,2.7,32.4,72,v Bangladesh,Lord's,27 May 2010,1,1,1
DW Steyn (SA),41,4,162,5,3.95,32.4,49.2,v Australia,Johannesburg,17 Nov 2011,1,1,1
TL Chatara (ZIM),55.1,13,163,5,2.95,32.6,66.2,v Pakistan,Harare,3 Sep 2013,1,1,1
DW Steyn (SA),46.4,9,164,5,3.51,32.8,56,v Australia,Johannesburg,26 Feb 2009,1,1,1
CJ Drum (NZ),52.2,14,166,5,3.17,33.2,62.8,v England,Christchurch,13 Mar 2002,1,1,1
JN Gillespie (AUS),57,7,167,5,2.92,33.4,68.4,v New Zealand,Perth,30 Nov 2001,1,1,1
AJ Bichel (AUS),46.3,8,168,5,3.61,33.6,55.8,v England,Sydney,2 Jan 2003,1,1,1
SI Mahmood (ENG),48,7,168,5,3.5,33.6,57.6,v Sri Lanka,Lord's,11 May 2006,1,1,1
SCJ Broad (ENG),41,6,171,5,4.17,34.2,49.2,v Australia,The Oval,21 Aug 2013,1,1,1
B Lee (AUS),63,7,175,5,2.77,35,75.6,v India,Adelaide,24 Jan 2008,1,1,1
JR Hazlewood (AUS),54,13,177,5,3.27,35.4,64.8,v South Africa,Perth,3 Nov 2016,1,1,1
M Ntini (SA),46.5,9,183,5,3.9,36.6,56.2,v Australia,Cape Town,8 Mar 2002,1,1,1
DW Steyn (SA),48,7,188,5,3.91,37.6,57.6,v West Indies,Port Elizabeth,26 Dec 2007,1,1,1
IG Butler (NZ),39,4,196,5,5.02,39.2,46.8,v England,Christchurch,13 Mar 2002,1,1,1
MJ Hoggard (ENG),58.1,10,214,5,3.67,42.8,69.8,v India,Nottingham,8 Aug 2002,1,1,1
B Lee (AUS),62.3,14,229,5,3.66,45.8,75,v England,Sydney,2 Jan 2003,1,1,1
TCB Fernando (SL),12,2,27,4,2.25,6.75,18,v Zimbabwe,Kandy,4 Jan 2002,1,1,1
VD Philander (SA),15,6,29,4,1.93,7.25,22.5,v West Indies,Centurion,17 Dec 2014,1,1,1
KMDN Kulasekara (SL),19.4,6,37,4,1.88,9.25,29.5,v Pakistan,Colombo (PSS),12 Jul 2009,1,1,1
AR Caddick (ENG),16.2,5,38,4,2.32,9.5,24.5,v Zimbabwe,Lord's,18 May 2000,1,1,1
DG Cork (ENG),24,8,39,4,1.62,9.75,36,v West Indies,Lord's,29 Jun 2000,1,1,1
DR Tuffey (NZ),16,3,41,4,2.56,10.25,24,v India,Hamilton,19 Dec 2002,1,1,1
MJ Hoggard (ENG),13.2,5,42,4,3.15,10.5,20,v Bangladesh,Lord's,26 May 2005,1,1,1
JH Kallis (SA),11,1,42,4,3.81,10.5,16.5,v Pakistan,Cape Town,26 Jan 2007,1,1,1
CEL Ambrose (WI),25.3,10,43,4,1.68,10.75,38.2,v Pakistan,Georgetown,5 May 2000,1,1,1
I Sharma (INDIA),18,4,43,4,2.38,10.75,27,v New Zealand,Nagpur,20 Nov 2010,1,1,1
HH Streak (ZIM),26.2,11,44,4,1.67,11,39.5,v Bangladesh,Harare,19 Feb 2004,1,1,1
JDP Oram (NZ),25,9,44,4,1.76,11,37.5,v Bangladesh,Dunedin,4 Jan 2008,1,1,1
GD McGrath (AUS),23,6,45,4,1.95,11.25,34.5,v Bangladesh,Darwin,18 Jul 2003,1,1,1
JM Anderson (ENG),15.2,2,52,4,3.39,13,23,v West Indies,The Oval,19 Aug 2004,1,1,1
GD McGrath (AUS),38,14,54,4,1.42,13.5,57,v England,Perth,29 Nov 2002,1,1,1
SJ Harmison (ENG),21.4,4,55,4,2.53,13.75,32.5,v Zimbabwe,Chester-le-Street,5 Jun 2003,1,1,1
DW Steyn (SA),20,4,55,4,2.75,13.75,30,v Australia,Cape Town,9 Nov 2011,1,1,1
KMDN Kulasekara (SL),24.5,9,59,4,2.37,14.75,37.2,v New Zealand,Galle,17 Nov 2012,1,1,1
IG Butler (NZ),18.3,2,60,4,3.24,15,27.7,v England,Wellington,21 Mar 2002,1,1,1
MA Butcher (ENG),12.5,0,60,4,4.67,15,19.2,v Zimbabwe,Lord's,22 May 2003,1,1,1
Mashrafe Mortaza (BDESH),28,11,60,4,2.14,15,42,v England,Chittagong,29 Oct 2003,1,1,1
JM Anderson (ENG),24,7,61,4,2.54,15.25,36,v Bangladesh,Manchester,4 Jun 2010,1,1,1
MR Marsh (AUS),17.3,2,61,4,3.48,15.25,26.2,v West Indies,Melbourne,26 Dec 2015,1,1,1
ST Finn (ENG),15,3,63,4,4.2,15.75,22.5,v New Zealand,Lord's,16 May 2013,1,1,1
VD Philander (SA),24,6,63,4,2.62,15.75,36,v Sri Lanka,Johannesburg,12 Jan 2017,1,1,1
B Lee (AUS),29.1,14,64,4,2.19,16,43.7,v West Indies,Brisbane,23 Nov 2000,1,1,1
JN Gillespie (AUS),31,12,65,4,2.09,16.25,46.5,v India,Brisbane,4 Dec 2003,1,1,1
JE Taylor (WI),38,15,65,4,1.71,16.25,57,v New Zealand,Kingston,8 Jun 2014,1,1,1
CA Walsh (WI),42,17,67,4,1.59,16.75,63,v Zimbabwe,Port of Spain,16 Mar 2000,1,1,1
M Ntini (SA),24,9,67,4,2.79,16.75,36,v Sri Lanka,Johannesburg,8 Nov 2002,1,1,1
JM Anderson (ENG),29,7,68,4,2.34,17,43.5,v Pakistan,Manchester,22 Jul 2016,1,1,1
AA Donald (SA),26.3,2,69,4,2.6,17.25,39.7,v New Zealand,Port Elizabeth,30 Nov 2000,1,1,1
M Morkel (SA),20,2,69,4,3.45,17.25,30,v West Indies,Port Elizabeth,26 Dec 2014,1,1,1
FH Edwards (WI),20,4,70,4,3.5,17.5,30,v England,Bridgetown,1 Apr 2004,1,1,1
DW Steyn (SA),25.1,5,70,4,2.78,17.5,37.7,v England,Durban,26 Dec 2015,1,1,1
SCJ Broad (ENG),28.1,9,70,4,2.48,17.5,42.2,v South Africa,Manchester,4 Aug 2017,1,1,1
Waqar Younis (PAK),21,6,71,4,3.38,17.75,31.5,v Sri Lanka,Karachi,12 Mar 2000,1,1,1
KMDN Kulasekara (SL),24,3,71,4,2.95,17.75,36,v Pakistan,Galle,4 Jul 2009,1,1,1
D Gough (ENG),21,5,72,4,3.42,18,31.5,v West Indies,Lord's,29 Jun 2000,1,1,1
JN Gillespie (AUS),24,6,72,4,3,18,36,v West Indies,Perth,1 Dec 2000,1,1,1
Tapash Baisya (BDESH),21.3,2,72,4,3.34,18,32.2,v West Indies,Chittagong,16 Dec 2002,1,1,1
J Srinath (INDIA),29,9,73,4,2.51,18.25,43.5,v England,Bengaluru,19 Dec 2001,1,1,1
HH Streak (ZIM),22,6,73,4,3.31,18.25,33,v New Zealand,Bulawayo,15 Aug 2005,1,1,1
M Morkel (SA),18,0,73,4,4.05,18.25,27,v Bangladesh,Centurion,26 Nov 2008,1,1,1
GD McGrath (AUS),37,9,74,4,2,18.5,55.5,v West Indies,Perth,1 Dec 2000,1,1,1
SJ Harmison (ENG),24,3,77,4,3.2,19.25,36,v Bangladesh,Lord's,26 May 2005,1,1,1
CD Collymore (WI),40,15,77,4,1.92,19.25,60,v India,St John's,2 Jun 2006,1,1,1
VD Philander (SA),29,5,77,4,2.65,19.25,43.5,v New Zealand,Centurion,27 Aug 2016,1,1,1
A Flintoff (ENG),32.2,7,78,4,2.41,19.5,48.5,v Sri Lanka,Birmingham,25 May 2006,1,1,1
CL Cairns (NZ),26.5,4,79,4,2.94,19.75,40.2,v South Africa,Wellington,26 Mar 2004,1,1,1
TG Southee (NZ),28,3,79,4,2.82,19.75,42,v West Indies,Hamilton,19 Dec 2013,1,1,1
D Olivier (SA),23,4,79,4,3.43,19.75,34.5,v Bangladesh,Bloemfontein,6 Oct 2017,1,1,1
SL Malinga (SL),17,2,80,4,4.7,20,25.5,v Bangladesh,Colombo (SSC),25 Jun 2007,1,1,1
UT Yadav (INDIA),17.3,1,80,4,4.57,20,26.2,v West Indies,Kolkata,14 Nov 2011,1,1,1
CRD Fernando (SL),24,7,82,4,3.41,20.5,36,v England,Colombo (SSC),18 Dec 2003,1,1,1
DG Cork (ENG),26.3,6,83,4,3.13,20.75,39.7,v Pakistan,Lord's,17 May 2001,1,1,1
CE Cuffy (WI),40,11,83,4,2.07,20.75,60,v India,Kingston,18 May 2002,1,1,1
MJ Hoggard (ENG),22,3,83,4,3.77,20.75,33,v West Indies,Manchester,12 Aug 2004,1,1,1
Shahadat Hossain (BDESH),22,3,83,4,3.77,20.75,33,v Sri Lanka,Chittagong,28 Feb 2006,1,1,1
SCJ Broad (ENG),26,5,83,4,3.19,20.75,39,v New Zealand,Leeds,24 May 2013,1,1,1
SCJ Broad (ENG),27,5,83,4,3.07,20.75,40.5,v Australia,Lord's,16 Jul 2015,1,1,1
SM Pollock (SA),47,21,84,4,1.78,21,70.5,v New Zealand,Bloemfontein,17 Nov 2000,1,1,1
TT Bresnan (ENG),28,5,84,4,3,21,42,v India,The Oval,18 Aug 2011,1,1,1
TL Best (WI),29,3,84,4,2.89,21,43.5,v New Zealand,Kingston,2 Aug 2012,1,1,1
JM Anderson (ENG),42.1,10,85,4,2.01,21.25,63.2,v Pakistan,Birmingham,3 Aug 2016,1,1,1
T Panyangara (ZIM),38,12,86,4,2.26,21.5,57,v Pakistan,Harare,10 Sep 2013,1,1,1
PVD Chameera (SL),28.5,1,86,4,2.98,21.5,43.2,v Pakistan,Colombo (PSS),25 Jun 2015,1,1,1
Mashrafe Mortaza (BDESH),34,8,87,4,2.55,21.75,51,v England,Dhaka,21 Oct 2003,1,1,1
DW Steyn (SA),24,6,87,4,3.62,21.75,36,v Pakistan,Cape Town,26 Jan 2007,1,1,1
Waqar Younis (PAK),36,5,88,4,2.44,22,54,v England,Karachi,7 Dec 2000,1,1,1
G Onions (ENG),29.3,7,88,4,2.98,22,44.2,v West Indies,Birmingham,7 Jun 2012,1,1,1
D Gough (ENG),33,6,89,4,2.69,22.25,49.5,v West Indies,The Oval,31 Aug 2000,1,1,1
SM Pollock (SA),27,6,89,4,3.29,22.25,40.5,v Pakistan,Port Elizabeth,19 Jan 2007,1,1,1
I Sharma (INDIA),42.3,5,89,4,2.09,22.25,63.7,v England,Chennai,11 Dec 2008,1,1,1
MS Kasprowicz (AUS),28,5,90,4,3.21,22.5,42,v New Zealand,Brisbane,18 Nov 2004,1,1,1
A Flintoff (ENG),28,3,90,4,3.21,22.5,42,v Sri Lanka,Nottingham,2 Jun 2006,1,1,1
NB Mahwire (ZIM),25.3,4,92,4,3.6,23,38.2,v India,Bulawayo,13 Sep 2005,1,1,1
FA Rose (WI),36,13,93,4,2.58,23.25,54,v Zimbabwe,Kingston,24 Mar 2000,1,1,1
SL Malinga (SL),26,6,93,4,3.57,23.25,39,v West Indies,Colombo (SSC),13 Jul 2005,1,1,1
DW Steyn (SA),43.3,12,93,4,2.13,23.25,65.2,v Pakistan,Cape Town,14 Feb 2013,1,1,1
GD McGrath (AUS),33,6,94,4,2.84,23.5,49.5,v West Indies,Brisbane,3 Nov 2005,1,1,1
DJG Sammy (WI),40,14,94,4,2.35,23.5,60,v India,Kingston,20 Jun 2011,1,1,1
BJ Arnel (NZ),28,6,95,4,3.39,23.75,42,v Pakistan,Hamilton,7 Jan 2011,1,1,1
SCJ Broad (ENG),41,9,95,4,2.31,23.75,61.5,v India,The Oval,18 Aug 2011,1,1,1
JM Anderson (ENG),29.5,4,95,4,3.18,23.75,44.7,v Australia,The Oval,21 Aug 2013,1,1,1
Mohammad Shahid (BDESH),41,14,95,4,2.31,23.75,61.5,v Pakistan,Dhaka,6 May 2015,1,1,1
AJ Bichel (AUS),32,6,96,4,3,24,48,v South Africa,Melbourne,26 Dec 2001,1,1,1
R Rampaul (WI),40.1,12,96,4,2.39,24,60.2,v New Zealand,North Sound,25 Jul 2012,1,1,1
CJ Drum (NZ),20,3,97,4,4.85,24.25,30,v England,Auckland,30 Mar 2002,1,1,1
MJ Hoggard (ENG),24.1,2,97,4,4.01,24.25,36.2,v Australia,The Oval,8 Sep 2005,1,1,1
SR Clark (AUS),47,10,97,4,2.06,24.25,70.5,v England,Adelaide,1 Dec 2006,1,1,1
Mashrafe Mortaza (BDESH),24.5,5,97,4,3.9,24.25,37.2,v India,Chittagong,18 May 2007,1,1,1
BW Hilfenhaus (AUS),33.1,7,97,4,2.92,24.25,49.7,v India,Adelaide,24 Jan 2012,1,1,1
RK Kleinveldt (SA),26,11,97,4,3.73,24.25,39,v New Zealand,Port Elizabeth,11 Jan 2013,1,1,1
Mohammad Sharif (BDESH),35.5,10,98,4,2.73,24.5,53.7,v Pakistan,Chittagong,16 Jan 2002,1,1,1
SM Pollock (SA),40,12,98,4,2.45,24.5,60,v Pakistan,Centurion,11 Jan 2007,1,1,1
ST Finn (ENG),31,8,98,4,3.16,24.5,46.5,v New Zealand,Leeds,24 May 2013,1,1,1
Mohammed Shami (INDIA),26.3,5,100,4,3.77,25,39.7,v Sri Lanka,Kolkata,16 Nov 2017,1,1,1
GD McGrath (AUS),42,16,101,4,2.4,25.25,63,v South Africa,Melbourne,26 Dec 2005,1,1,1
M Morkel (SA),33.5,8,101,4,2.98,25.25,50.7,v West Indies,Cape Town,2 Jan 2015,1,1,1
HH Streak (ZIM),43,16,102,4,2.37,25.5,64.5,v West Indies,Harare,4 Nov 2003,1,1,1
RD King (WI),40,7,102,4,2.55,25.5,60,v South Africa,Georgetown,31 Mar 2005,1,1,1
GD McGrath (AUS),32.4,7,103,4,3.15,25.75,49,v Pakistan,Sydney,2 Jan 2005,1,1,1
CD Collymore (WI),40,7,103,4,2.57,25.75,60,v India,Basseterre,22 Jun 2006,1,1,1
A Nel (SA),37.5,9,103,4,2.72,25.75,56.7,v India,Johannesburg,15 Dec 2006,1,1,1
TG Southee (NZ),27,6,103,4,3.81,25.75,40.5,v Bangladesh,Hamilton,15 Feb 2010,1,1,1
PM Siddle (AUS),42,16,103,4,2.45,25.75,63,v England,Perth,13 Dec 2013,1,1,1
SCJ Broad (ENG),54,20,103,4,1.9,25.75,81,v India,Nottingham,9 Jul 2014,1,1,1
JR Hazlewood (AUS),38.4,9,103,4,2.66,25.75,58,v England,Brisbane,23 Nov 2017,1,1,1
CT Tremlett (ENG),41,13,104,4,2.53,26,61.5,v India,Lord's,19 Jul 2007,1,1,1
SL Malinga (SL),26,2,105,4,4.03,26.25,39,v South Africa,Colombo (SSC),11 Aug 2004,1,1,1
MS Kasprowicz (AUS),30,7,105,4,3.5,26.25,45,v New Zealand,Adelaide,26 Nov 2004,1,1,1
TL Best (WI),25,2,105,4,4.2,26.25,37.5,v Pakistan,Kingston,3 Jun 2005,1,1,1
JH Kallis (SA),34,9,105,4,3.08,26.25,51,v India,Johannesburg,18 Dec 2013,1,1,1
DT Tiripano (ZIM),43,8,105,4,2.44,26.25,64.5,v Sri Lanka,Harare,6 Nov 2016,1,1,1
TG Southee (NZ),38,12,105,4,2.76,26.25,57,v West Indies,Hamilton,9 Dec 2017,1,1,1
Mashrafe Mortaza (BDESH),32,8,106,4,3.31,26.5,48,v Zimbabwe,Dhaka,8 Nov 2001,1,1,1
SJ Harmison (ENG),46.2,16,106,4,2.28,26.5,69.5,v South Africa,The Oval,4 Sep 2003,1,1,1
FH Edwards (WI),30.1,6,107,4,3.54,26.75,45.2,v Australia,Bridgetown,12 Jun 2008,1,1,1
M Morkel (SA),39.2,7,107,4,2.72,26.75,59,v Sri Lanka,Durban,26 Dec 2011,1,1,1
A Flintoff (ENG),34,5,108,4,3.17,27,51,v New Zealand,Nottingham,10 Jun 2004,1,1,1
ST Finn (ENG),33,8,108,4,3.27,27,49.5,v Sri Lanka,Lord's,3 Jun 2011,1,1,1
R Rampaul (WI),40.2,5,108,4,2.67,27,60.5,v India,Kingston,20 Jun 2011,1,1,1
PJ Cummins (AUS),42.4,12,108,4,2.53,27,64,v England,Brisbane,23 Nov 2017,1,1,1
AR Caddick (ENG),47,14,109,4,2.31,27.25,70.5,v West Indies,Manchester,3 Aug 2000,1,1,1
GD McGrath (AUS),45,14,109,4,2.42,27.25,67.5,v England,Perth,14 Dec 2006,1,1,1
DR Tuffey (NZ),39.2,8,109,4,2.77,27.25,59,v Pakistan,Wellington,3 Dec 2009,1,1,1
M Morkel (SA),32,6,109,4,3.4,27.25,48,v Australia,Port Elizabeth,20 Feb 2014,1,1,1
ST Gabriel (WI),35.2,5,109,4,3.08,27.25,53,v New Zealand,Port of Spain,16 Jun 2014,1,1,1
JE Taylor (WI),33,8,110,4,3.33,27.5,49.5,v Sri Lanka,Providence,22 Mar 2008,1,1,1
I Sharma (INDIA),34,8,110,4,3.23,27.5,51,v Australia,Mohali,17 Oct 2008,1,1,1
R Rampaul (WI),44,12,110,4,2.5,27.5,66,v India,Bridgetown,28 Jun 2011,1,1,1
SCJ Broad (ENG),50,17,110,4,2.2,27.5,75,v Sri Lanka,Lord's,12 Jun 2014,1,1,1
BA Stokes (ENG),38,7,111,4,2.92,27.75,57,v South Africa,Nottingham,14 Jul 2017,1,1,1
RJ Harris (AUS),44,12,112,4,2.54,28,66,v India,Adelaide,24 Jan 2012,1,1,1
KAJ Roach (WI),36,7,112,4,3.11,28,54,v Australia,Roseau,23 Apr 2012,1,1,1
GD McGrath (AUS),47,14,113,4,2.4,28.25,70.5,v South Africa,Melbourne,26 Dec 2001,1,1,1
DR Tuffey (NZ),36.3,6,113,4,3.09,28.25,54.7,v Pakistan,Napier,11 Dec 2009,1,1,1
AR Caddick (ENG),43,11,114,4,2.65,28.5,64.5,v India,The Oval,5 Sep 2002,1,1,1
BA Williams (AUS),39,14,114,4,2.92,28.5,58.5,v Zimbabwe,Sydney,17 Oct 2003,1,1,1
BW Hilfenhaus (AUS),53.3,22,114,4,2.13,28.5,80.2,v South Africa,Adelaide,22 Nov 2012,1,1,1
CA Walsh (WI),59,18,115,4,1.94,28.75,88.5,v South Africa,Bridgetown,29 Mar 2001,1,1,1
M Hayward (SA),31,5,115,4,3.7,28.75,46.5,v Bangladesh,East London,18 Oct 2002,1,1,1
PM Siddle (AUS),48,14,115,4,2.39,28.75,72,v South Africa,Melbourne,26 Dec 2008,1,1,1
Shoaib Akhtar (PAK),31,5,116,4,3.74,29,46.5,v Sri Lanka,Karachi,12 Mar 2000,1,1,1
CS Martin (NZ),39,6,116,4,2.97,29,58.5,v Pakistan,Wellington,3 Dec 2009,1,1,1
LE Plunkett (ENG),37,11,116,4,3.13,29,55.5,v India,Lord's,17 Jul 2014,1,1,1
CL Cairns (NZ),34.3,7,117,4,3.39,29.25,51.7,v South Africa,Auckland,18 Mar 2004,1,1,1
AS Joseph (WI),42,12,117,4,2.78,29.25,63,v Pakistan,Roseau,10 May 2017,1,1,1
PJ Cummins (AUS),29.1,1,117,4,4.01,29.25,43.7,v England,Melbourne,26 Dec 2017,1,1,1
A Flintoff (ENG),40,10,118,4,2.95,29.5,60,v South Africa,Leeds,21 Aug 2003,1,1,1
JM Anderson (ENG),20.3,0,118,4,5.75,29.5,30.7,v New Zealand,Manchester,23 May 2008,1,1,1
JM Anderson (ENG),38,11,118,4,3.1,29.5,57,v Pakistan,The Oval,18 Aug 2010,1,1,1
Mohammad Sami (PAK),33.4,6,119,4,3.53,29.75,50.5,v Sri Lanka,Faisalabad,20 Oct 2004,1,1,1
MA Wood (ENG),34,9,119,4,3.5,29.75,51,v Australia,Cardiff,8 Jul 2015,1,1,1
Mohammad Sami (PAK),36.5,4,120,4,3.25,30,55.2,v Sri Lanka,Lahore,6 Mar 2002,1,1,1
Mashrafe Mortaza (BDESH),42.4,12,120,4,2.81,30,64,v Zimbabwe,Dhaka,14 Jan 2005,1,1,1
SR Clark (AUS),38.2,7,121,4,3.15,30.25,57.5,v Sri Lanka,Brisbane,8 Nov 2007,1,1,1
RJ Harris (AUS),41,12,121,4,2.95,30.25,61.5,v England,Perth,13 Dec 2013,1,1,1
GD McGrath (AUS),43,11,123,4,2.86,30.75,64.5,v West Indies,Sydney,2 Jan 2001,1,1,1
CT Tremlett (ENG),45,9,124,4,2.75,31,67.5,v India,Lord's,21 Jul 2011,1,1,1
MP Bicknell (ENG),49,14,125,4,2.55,31.25,73.5,v South Africa,Leeds,21 Aug 2003,1,1,1
SJ Harmison (ENG),30.5,6,125,4,4.05,31.25,46.2,v Pakistan,The Oval,17 Aug 2006,1,1,1
HH Streak (ZIM),39,6,126,4,3.23,31.5,58.5,v West Indies,Bulawayo,12 Nov 2003,1,1,1
Mashrafe Mortaza (BDESH),39,6,126,4,3.23,31.5,58.5,v Sri Lanka,Dhaka,26 Dec 2008,1,1,1
SP Jones (ENG),38,3,129,4,3.39,32.25,57,v India,Lord's,25 Jul 2002,1,1,1
GD McGrath (AUS),45,11,130,4,2.88,32.5,67.5,v South Africa,Sydney,2 Jan 2002,1,1,1
AJ Bichel (AUS),43.2,12,130,4,3,32.5,65,v Zimbabwe,Sydney,17 Oct 2003,1,1,1
B Lee (AUS),40.4,10,130,4,3.19,32.5,61,v South Africa,Sydney,2 Jan 2006,1,1,1
CS Martin (NZ),41,6,130,4,3.17,32.5,61.5,v South Africa,Dunedin,7 Mar 2012,1,1,1
T Yohannan (INDIA),35,6,131,4,3.74,32.75,52.5,v England,Mohali,3 Dec 2001,1,1,1
Shoaib Akhtar (PAK),33,5,131,4,3.96,32.75,49.5,v India,Lahore,5 Apr 2004,1,1,1
S Sreesanth (INDIA),38.5,8,131,4,3.37,32.75,58.2,v England,Nagpur,1 Mar 2006,1,1,1
CS Martin (NZ),41,9,131,4,3.19,32.75,61.5,v West Indies,Wellington,17 Mar 2006,1,1,1
CS Martin (NZ),37,9,132,4,3.56,33,55.5,v Sri Lanka,Napier,4 Apr 2005,1,1,1
JM Anderson (ENG),39.2,6,132,4,3.35,33,59,v South Africa,Birmingham,30 Jul 2008,1,1,1
JH Kallis (SA),33,3,133,4,4.03,33.25,49.5,v Australia,Cape Town,8 Mar 2002,1,1,1
SJ Harmison (ENG),43,12,133,4,3.09,33.25,64.5,v South Africa,The Oval,7 Aug 2008,1,1,1
M Ntini (SA),41,9,135,4,3.29,33.75,61.5,v West Indies,Port Elizabeth,26 Dec 2007,1,1,1
DBL Powell (WI),44,9,135,4,3.06,33.75,66,v Australia,Kingston,22 May 2008,1,1,1
MJ Hoggard (ENG),39,7,136,4,3.48,34,58.5,v Sri Lanka,Nottingham,2 Jun 2006,1,1,1
SJ Harmison (ENG),44.3,9,137,4,3.07,34.25,66.7,v Pakistan,Lord's,13 Jul 2006,1,1,1
JM Anderson (ENG),53,16,137,4,2.58,34.25,79.5,v Sri Lanka,Southampton,16 Jun 2011,1,1,1
PJ Cummins (AUS),47.5,12,137,4,2.86,34.25,71.7,v England,Perth,14 Dec 2017,1,1,1
DJ Bravo (WI),48.2,13,138,4,2.85,34.5,72.5,v India,St John's,2 Jun 2006,1,1,1
JM Anderson (ENG),36,7,139,4,3.86,34.75,54,v New Zealand,Leeds,29 May 2015,1,1,1
MA Wood (ENG),40,5,140,4,3.5,35,60,v New Zealand,Lord's,21 May 2015,1,1,1
K Rabada (SA),34,7,140,4,4.11,35,51,v Sri Lanka,Port Elizabeth,26 Dec 2016,1,1,1
AR Caddick (ENG),32.2,5,141,4,4.36,35.25,48.5,v Australia,Nottingham,2 Aug 2001,1,1,1
JM Anderson (ENG),42,9,141,4,3.35,35.25,63,v Australia,Lord's,16 Jul 2009,1,1,1
M Ntini (SA),39,6,143,4,3.66,35.75,58.5,v Australia,Durban,24 Mar 2006,1,1,1
KTGD Prasad (SL),39,3,143,4,3.66,35.75,58.5,v Pakistan,Pallekele,3 Jul 2015,1,1,1
B Lee (AUS),50,12,144,4,2.88,36,75,v Zimbabwe,Perth,9 Oct 2003,1,1,1
KD Mills (NZ),53,9,145,4,2.73,36.25,79.5,v England,Wellington,13 Mar 2008,1,1,1
SP Jones (ENG),46,13,146,4,3.17,36.5,69,v New Zealand,Lord's,20 May 2004,1,1,1
M Dillon (WI),34,1,147,4,4.32,36.75,51,v South Africa,Bridgetown,29 Mar 2001,1,1,1
Umar Gul (PAK),45,7,151,4,3.35,37.75,67.5,v South Africa,Lahore,8 Oct 2007,1,1,1
TG Southee (NZ),43,9,151,4,3.51,37.75,64.5,v Pakistan,Wellington,15 Jan 2011,1,1,1
NLTC Perera (SL),43,7,151,4,3.51,37.75,64.5,v Pakistan,Pallekele,8 Jul 2012,1,1,1
MJ Hoggard (ENG),42,9,154,4,3.66,38.5,63,v West Indies,Lord's,22 Jul 2004,1,1,1
