Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
SCJ Broad (ENG),45.5,15,104,6,2.26,17.33,45.8,v Pakistan,Birmingham,6 Aug 2010,1,1,1
AR Adams (NZ),31.4,5,105,6,3.31,17.5,31.6,v England,Auckland,30 Mar 2002,1,1,1
A Flintoff (ENG),32,6,105,6,3.28,17.5,32,v West Indies,Manchester,12 Aug 2004,1,1,1
A Nel (SA),41,12,105,6,2.56,17.5,41,v England,Centurion,21 Jan 2005,1,1,1
Shahid Nazir (PAK),34,12,105,6,3.08,17.5,34,v West Indies,Lahore,11 Nov 2006,1,1,1
GD McGrath (AUS),50,19,105,6,2.1,17.5,50,v England,Sydney,2 Jan 2007,1,1,1
B Lee (AUS),32,11,106,6,3.31,17.66,32,v India,Sydney,2 Jan 2000,1,1,1
SR Clark (AUS),36,8,106,6,2.94,17.66,36,v India,Perth,16 Jan 2008,1,1,1
TL Chatara (ZIM),50,12,106,6,2.12,17.66,50,v Pakistan,Harare,10 Sep 2013,1,1,1
GD McGrath (AUS),47,18,107,6,2.27,17.83,47,v South Africa,Adelaide,14 Dec 2001,1,1,1
JE Taylor (WI),47,13,107,6,2.27,17.83,47,v New Zealand,Port of Spain,16 Jun 2014,1,1,1
SM Pollock (SA),47,19,108,6,2.29,18,47,v New Zealand,Port Elizabeth,30 Nov 2000,1,1,1
DJG Sammy (WI),49.1,13,108,6,2.19,18,49.1,v Bangladesh,Kingstown,9 Jul 2009,1,1,1
SCJ Broad (ENG),34,5,108,6,3.17,18,34,v Australia,The Oval,20 Aug 2009,1,1,1
PM Siddle (AUS),38,14,108,6,2.84,18,38,v New Zealand,Hobart,9 Dec 2011,1,1,1
JL Pattinson (AUS),38,8,108,6,2.84,18,38,v India,Melbourne,26 Dec 2011,1,1,1
TG Southee (NZ),49,12,108,6,2.2,18,49,v Sri Lanka,Christchurch,26 Dec 2014,1,1,1
SCJ Broad (ENG),46.3,16,109,6,2.34,18.16,46.5,v Pakistan,Lord's,14 Jul 2016,1,1,1
JR Hazlewood (AUS),42,13,109,6,2.59,18.16,42,v South Africa,Adelaide,24 Nov 2016,1,1,1
VD Philander (SA),42,12,110,6,2.61,18.33,42,v Sri Lanka,Port Elizabeth,26 Dec 2016,1,1,1
A Nel (SA),31,7,111,6,3.58,18.5,31,v West Indies,Durban,26 Dec 2003,1,1,1
AA Donald (SA),49,18,112,6,2.28,18.66,49,v New Zealand,Bloemfontein,17 Nov 2000,1,1,1
BT Watambwa (ZIM),36.5,8,112,6,3.04,18.66,36.8,v Bangladesh,Harare,26 Apr 2001,1,1,1
KAJ Roach (WI),49,15,113,6,2.3,18.83,49,v Bangladesh,Kingstown,9 Jul 2009,1,1,1
MR Gillespie (NZ),33.4,7,113,6,3.35,18.83,33.6,v South Africa,Wellington,23 Mar 2012,1,1,1
AR Caddick (ENG),42,8,114,6,2.71,19,42,v Sri Lanka,Birmingham,30 May 2002,1,1,1
B Lee (AUS),36,10,114,6,3.16,19,36,v England,Sydney,2 Jan 2007,1,1,1
Shoaib Akhtar (PAK),41,9,116,6,2.82,19.33,41,v England,Lahore,29 Nov 2005,1,1,1
JM Anderson (ENG),50.1,18,116,6,2.31,19.33,50.1,v West Indies,Nottingham,25 May 2012,1,1,1
Mohammed Shami (INDIA),36.1,6,116,6,3.2,19.33,36.1,v New Zealand,Kolkata,30 Sep 2016,1,1,1
CRD Fernando (SL),37,8,117,6,3.16,19.5,37,v South Africa,Colombo (SSC),27 Jul 2006,1,1,1
VD Philander (SA),35,7,117,6,3.34,19.5,35,v Australia,Johannesburg,17 Nov 2011,1,1,1
DW Steyn (SA),49,17,118,6,2.4,19.66,49,v India,Cape Town,2 Jan 2011,1,1,1
A Flintoff (ENG),39,8,119,6,3.05,19.83,39,v Australia,Lord's,16 Jul 2009,1,1,1
TG Southee (NZ),42,10,119,6,2.83,19.83,42,v India,Auckland,6 Feb 2014,1,1,1
B Lee (AUS),33,6,120,6,3.63,20,33,v New Zealand,Brisbane,8 Nov 2001,1,1,1
CS Martin (NZ),33.1,7,120,6,3.61,20,33.1,v Bangladesh,Dunedin,4 Jan 2008,1,1,1
JL Pattinson (AUS),39.3,5,121,6,3.06,20.16,39.5,v West Indies,Melbourne,26 Dec 2015,1,1,1
CA Walsh (WI),46,6,122,6,2.65,20.33,46,v Pakistan,St John's,25 May 2000,1,1,1
S Sreesanth (INDIA),33,8,122,6,3.69,20.33,33,v Sri Lanka,Kanpur,24 Nov 2009,1,1,1
A Nel (SA),49,17,123,6,2.51,20.5,49,v West Indies,Cape Town,2 Jan 2008,1,1,1
TG Southee (NZ),48,10,123,6,2.56,20.5,48,v Sri Lanka,Dunedin,10 Dec 2015,1,1,1
CA Walsh (WI),49,10,124,6,2.53,20.66,49,v Pakistan,Bridgetown,18 May 2000,1,1,1
SJ Harmison (ENG),29.5,3,124,6,4.15,20.66,29.8,v Bangladesh,Chester-le-Street,3 Jun 2005,1,1,1
Shahadat Hossain (BDESH),34,3,124,6,3.64,20.66,34,v India,Chittagong,17 Jan 2010,1,1,1
AJ Bichel (AUS),49.2,17,125,6,2.53,20.83,49.3,v Zimbabwe,Perth,9 Oct 2003,1,1,1
B Lee (AUS),44.4,9,125,6,2.79,20.83,44.6,v India,Perth,16 Jan 2008,1,1,1
JE Taylor (WI),32.3,8,126,6,3.87,21,32.5,v Sri Lanka,Port of Spain,3 Apr 2008,1,1,1
M Morkel (SA),50,13,126,6,2.52,21,50,v England,Cape Town,3 Jan 2010,1,1,1
JM Anderson (ENG),45,15,127,6,2.82,21.16,45,v Australia,Birmingham,30 Jul 2009,1,1,1
SCJ Broad (ENG),42.5,7,127,6,2.96,21.16,42.8,v New Zealand,Lord's,21 May 2015,1,1,1
KTGD Prasad (SL),39,7,127,6,3.25,21.16,39,v India,Colombo (PSS),20 Aug 2015,1,1,1
SJ Harmison (ENG),57,16,131,6,2.29,21.83,57,v New Zealand,Nottingham,10 Jun 2004,1,1,1
JM Bird (AUS),45,12,133,6,2.95,22.16,45,v Pakistan,Brisbane,15 Dec 2016,1,1,1
M Ntini (SA),33.4,3,134,6,3.98,22.33,33.6,v India,Johannesburg,15 Dec 2006,1,1,1
Umar Gul (PAK),37,2,135,6,3.64,22.5,37,v Sri Lanka,Lahore,1 Mar 2009,1,1,1
MJ Hoggard (ENG),60,15,137,6,2.28,22.83,60,v Sri Lanka,Lord's,11 May 2006,1,1,1
HK Olonga (ZIM),33.5,3,139,6,4.1,23.16,33.8,v Pakistan,Harare,9 Nov 2002,1,1,1
DW Steyn (SA),43.2,8,139,6,3.2,23.16,43.3,v Australia,Centurion,12 Feb 2014,1,1,1
MR Gillespie (NZ),35,3,142,6,4.05,23.66,35,v England,Wellington,13 Mar 2008,1,1,1
IE O'Brien (NZ),55,11,143,6,2.6,23.83,55,v Pakistan,Napier,11 Dec 2009,1,1,1
Shabbir Ahmed (PAK),60.3,18,144,6,2.38,24,60.5,v South Africa,Faisalabad,24 Oct 2003,1,1,1
A Nel (SA),49.1,13,144,6,2.92,24,49.1,v West Indies,Cape Town,2 Jan 2004,1,1,1
IE O'Brien (NZ),44.3,8,144,6,3.23,24,44.5,v Pakistan,Wellington,3 Dec 2009,1,1,1
PM Siddle (AUS),40,7,144,6,3.6,24,40,v England,Brisbane,25 Nov 2010,1,1,1
M Dillon (WI),46.3,10,148,6,3.18,24.66,46.5,v India,Kingston,18 May 2002,1,1,1
Shoaib Akhtar (PAK),39.4,3,148,6,3.73,24.66,39.6,v England,Multan,12 Nov 2005,1,1,1
SJ Harmison (ENG),44,10,148,6,3.36,24.66,44,v West Indies,Manchester,7 Jun 2007,1,1,1
DW Steyn (SA),57,16,148,6,2.59,24.66,57,v England,Cape Town,3 Jan 2010,1,1,1
TG Southee (NZ),42,7,150,6,3.57,25,42,v Australia,Hamilton,27 Mar 2010,1,1,1
MJ Hoggard (ENG),34,5,153,6,4.5,25.5,34,v West Indies,Birmingham,29 Jul 2004,1,1,1
TG Southee (NZ),45.1,5,153,6,3.38,25.5,45.1,v West Indies,Dunedin,3 Dec 2013,1,1,1
CS Martin (NZ),56,13,154,6,2.75,25.66,56,v Pakistan,Wellington,15 Jan 2011,1,1,1
JM Anderson (ENG),39.2,6,154,6,3.91,25.66,39.3,v India,Birmingham,10 Aug 2011,1,1,1
Abdul Razzaq (PAK),58.5,13,155,6,2.63,25.83,58.8,v Sri Lanka,Rawalpindi,26 Feb 2000,1,1,1
MP Bicknell (ENG),44,8,155,6,3.52,25.83,44,v South Africa,The Oval,4 Sep 2003,1,1,1
AM Blignaut (ZIM),51.5,15,158,6,3.04,26.33,51.8,v India,Harare,15 Jun 2001,1,1,1
M Ntini (SA),40,5,161,6,4.02,26.83,40,v Pakistan,Centurion,11 Jan 2007,1,1,1
A Flintoff (ENG),50,13,161,6,3.22,26.83,50,v South Africa,Birmingham,30 Jul 2008,1,1,1
KM Jarvis (ZIM),46,7,162,6,3.52,27,46,v New Zealand,Bulawayo,1 Nov 2011,1,1,1
M Dillon (WI),47,5,165,6,3.51,27.5,47,v Australia,St John's,9 May 2003,1,1,1
MJ Hoggard (ENG),42,10,168,6,4,28,42,v New Zealand,Leeds,3 Jun 2004,1,1,1
Umar Gul (PAK),43,7,168,6,3.9,28,43,v West Indies,Karachi,27 Nov 2006,1,1,1
MJ Hoggard (ENG),48,8,172,6,3.58,28.66,48,v Pakistan,Manchester,31 May 2001,1,1,1
B Lee (AUS),53.2,10,176,6,3.3,29.33,53.3,v South Africa,Perth,16 Dec 2005,1,1,1
D Gough (ENG),46.3,4,179,6,3.84,29.83,46.5,v Pakistan,Manchester,31 May 2001,1,1,1
Waqar Younis (PAK),54.5,9,181,6,3.3,30.16,54.8,v Sri Lanka,Rawalpindi,26 Feb 2000,1,1,1
PM Siddle (AUS),63.5,21,195,6,3.05,32.5,63.8,v South Africa,Adelaide,22 Nov 2012,1,1,1
N Pradeep (SL),43,4,195,6,4.53,32.5,43,v India,Galle,26 Jul 2017,1,1,1
AR Caddick (ENG),50,6,203,6,4.06,33.83,50,v Pakistan,Manchester,31 May 2001,1,1,1
JM Anderson (ENG),55,13,216,6,3.92,36,55,v India,The Oval,9 Aug 2007,1,1,1
M Morkel (SA),11,5,21,5,1.9,4.2,13.2,v Zimbabwe,Port Elizabeth,26 Dec 2017,1,1,1
MS Kasprowicz (AUS),16.3,6,30,5,1.81,6,19.8,v Pakistan,Perth,16 Dec 2004,1,1,1
FH Edwards (WI),14,1,38,5,2.71,7.6,16.8,v Pakistan,Bridgetown,26 May 2005,1,1,1
UT Yadav (INDIA),33,19,41,5,1.24,8.2,39.6,v South Africa,Delhi,3 Dec 2015,1,1,1
ST Finn (ENG),10,2,42,5,4.2,8.4,12,v Bangladesh,Manchester,4 Jun 2010,1,1,1
AJ Tudor (ENG),15.5,5,44,5,2.77,8.8,19,v Australia,Nottingham,2 Aug 2001,1,1,1
SP Jones (ENG),14.1,4,44,5,3.1,8.8,17,v Australia,Nottingham,25 Aug 2005,1,1,1
SR Clark (AUS),30,13,48,5,1.6,9.6,36,v India,Melbourne,26 Dec 2007,1,1,1
AR Caddick (ENG),21.2,8,49,5,2.29,9.8,25.6,v West Indies,Leeds,17 Aug 2000,1,1,1
DW Steyn (SA),28.4,10,52,5,1.81,10.4,34.4,v Pakistan,Johannesburg,1 Feb 2013,1,1,1
SR Clark (AUS),33,12,57,5,1.72,11.4,39.6,v England,Melbourne,26 Dec 2006,1,1,1
IE O'Brien (NZ),26,9,57,5,2.19,11.4,31.2,v Bangladesh,Wellington,12 Jan 2008,1,1,1
SW Masakadza (ZIM),24.1,8,58,5,2.4,11.6,29,v Bangladesh,Harare,17 Apr 2013,1,1,1
MR Gillespie (NZ),15,2,59,5,3.93,11.8,18,v South Africa,Hamilton,15 Mar 2012,1,1,1
FA Rose (WI),32,10,60,5,1.87,12,38.4,v Zimbabwe,Port of Spain,16 Mar 2000,1,1,1
AJ Bichel (AUS),13.3,2,60,5,4.44,12,16.2,v West Indies,Melbourne,26 Dec 2000,1,1,1
DW Steyn (SA),18,4,63,5,3.5,12.6,21.6,v Bangladesh,Bloemfontein,19 Nov 2008,1,1,1
PM Siddle (AUS),35.2,15,64,5,1.81,12.8,42.4,v Pakistan,Hobart,14 Jan 2010,1,1,1
CD Collymore (WI),29,5,66,5,2.27,13.2,34.8,v Sri Lanka,Gros Islet,20 Jun 2003,1,1,1
CA Walsh (WI),38.3,12,67,5,1.74,13.4,46.2,v Zimbabwe,Kingston,24 Mar 2000,1,1,1
JDP Oram (NZ),27,7,67,5,2.48,13.4,32.4,v India,Wellington,12 Dec 2002,1,1,1
CEL Ambrose (WI),35,9,69,5,1.97,13.8,42,v Pakistan,St John's,25 May 2000,1,1,1
CS Martin (NZ),32.5,11,71,5,2.16,14.2,39.4,v Zimbabwe,Wellington,26 Dec 2000,1,1,1
KTGD Prasad (SL),22,5,72,5,3.27,14.4,26.4,v West Indies,Colombo (PSS),22 Oct 2015,1,1,1
DT Hondo (ZIM),31.4,8,73,5,2.3,14.6,38,v Bangladesh,Harare,19 Feb 2004,1,1,1
I Sharma (INDIA),22.3,3,73,5,3.24,14.6,27,v South Africa,Kanpur,11 Apr 2008,1,1,1
TG Southee (NZ),42.4,21,73,5,1.71,14.6,51.2,v Pakistan,Christchurch,17 Nov 2016,1,1,1
SM Pollock (SA),36.4,12,75,5,2.04,15,44,v Sri Lanka,Durban,26 Dec 2000,1,1,1
SE Bond (NZ),28,9,75,5,2.67,15,33.6,v Bangladesh,Wellington,26 Dec 2001,1,1,1
KMDN Kulasekara (SL),36,15,75,5,2.08,15,43.2,v Pakistan,Galle,22 Jun 2012,1,1,1
SM Pollock (SA),35,11,77,5,2.2,15.4,42,v Pakistan,Cape Town,2 Jan 2003,1,1,1
RJ Harris (AUS),34,9,77,5,2.26,15.4,40.8,v England,Brisbane,21 Nov 2013,1,1,1
JN Gillespie (AUS),35,9,78,5,2.22,15.6,42,v New Zealand,Adelaide,26 Nov 2004,1,1,1
A Flintoff (ENG),34,10,78,5,2.29,15.6,40.8,v Australia,The Oval,8 Sep 2005,1,1,1
K Rabada (SA),23.1,5,78,5,3.36,15.6,27.8,v England,Johannesburg,14 Jan 2016,1,1,1
SCJ Broad (ENG),23,1,78,5,3.39,15.6,27.6,v Sri Lanka,Leeds,19 May 2016,1,1,1
Shabbir Ahmed (PAK),32.4,7,79,5,2.41,15.8,39.2,v England,Multan,12 Nov 2005,1,1,1
M Ntini (SA),33,11,79,5,2.39,15.8,39.6,v New Zealand,Johannesburg,5 May 2006,1,1,1
JE Taylor (WI),32,9,80,5,2.5,16,38.4,v Bangladesh,Gros Islet,13 Sep 2014,1,1,1
I Sharma (INDIA),26,7,80,5,3.07,16,31.2,v Sri Lanka,Nagpur,24 Nov 2017,1,1,1
TT Bresnan (ENG),30.3,7,81,5,2.65,16.2,36.6,v India,Birmingham,10 Aug 2011,1,1,1
SCJ Broad (ENG),26,7,81,5,3.11,16.2,31.2,v West Indies,Birmingham,17 Aug 2017,1,1,1
JM Anderson (ENG),42.3,19,82,5,1.92,16.4,51,v Pakistan,Birmingham,6 Aug 2010,1,1,1
TG Southee (NZ),26.5,4,82,5,3.05,16.4,32.2,v West Indies,Wellington,11 Dec 2013,1,1,1
M Ntini (SA),23.1,4,85,5,3.66,17,27.8,v Pakistan,Cape Town,26 Jan 2007,1,1,1
SM Pollock (SA),28,6,85,5,3.03,17,33.6,v West Indies,Durban,10 Jan 2008,1,1,1
Shahadat Hossain (BDESH),21.3,2,86,5,4,17.2,25.8,v Sri Lanka,Bogra,8 Mar 2006,1,1,1
MJ Hoggard (ENG),37,12,86,5,2.32,17.2,44.4,v West Indies,Chester-le-Street,15 Jun 2007,1,1,1
DG Cork (ENG),45.1,17,87,5,1.92,17.4,54.2,v West Indies,Manchester,3 Aug 2000,1,1,1
DR Tuffey (NZ),33,8,87,5,2.63,17.4,39.6,v Pakistan,Hamilton,19 Dec 2003,1,1,1
HH Streak (ZIM),40,12,89,5,2.22,17.8,48,v Bangladesh,Bulawayo,19 Apr 2001,1,1,1
GD McGrath (AUS),39.2,13,89,5,2.26,17.8,47.2,v Pakistan,Melbourne,26 Dec 2004,1,1,1
JR Hazlewood (AUS),45.3,14,89,5,1.95,17.8,54.6,v Pakistan,Melbourne,26 Dec 2016,1,1,1
M Ntini (SA),26,4,91,5,3.5,18.2,31.2,v Zimbabwe,Cape Town,4 Mar 2005,1,1,1
SR Clark (AUS),36,10,91,5,2.52,18.2,43.2,v England,Sydney,2 Jan 2007,1,1,1
PM Siddle (AUS),33,8,91,5,2.75,18.2,39.6,v England,Adelaide,5 Dec 2013,1,1,1
BA Stokes (ENG),35.5,7,91,5,2.53,18.2,43,v India,Lord's,17 Jul 2014,1,1,1
JN Gillespie (AUS),38,14,92,5,2.42,18.4,45.6,v Pakistan,Melbourne,26 Dec 2004,1,1,1
SJ Harmison (ENG),25.1,3,92,5,3.65,18.4,30.2,v West Indies,Leeds,25 May 2007,1,1,1
VC Drakes (WI),26.1,5,93,5,3.55,18.6,31.4,v Australia,Georgetown,10 Apr 2003,1,1,1
Naved-ul-Hasan (PAK),32,5,93,5,2.9,18.6,38.4,v England,Faisalabad,20 Nov 2005,1,1,1
CS Martin (NZ),45,19,93,5,2.06,18.6,54,v England,Hamilton,5 Mar 2008,1,1,1
K Rabada (SA),24,6,94,5,3.91,18.8,28.8,v Sri Lanka,Johannesburg,12 Jan 2017,1,1,1
KAJ Roach (WI),35,10,95,5,2.71,19,42,v Bangladesh,Kingstown,5 Sep 2014,1,1,1
RD King (WI),39,9,96,5,2.46,19.2,46.8,v Pakistan,St John's,25 May 2000,1,1,1
AR Caddick (ENG),39,14,96,5,2.46,19.2,46.8,v West Indies,The Oval,31 Aug 2000,1,1,1
SM Pollock (SA),47,13,96,5,2.04,19.2,56.4,v West Indies,Johannesburg,12 Dec 2003,1,1,1
CK Langeveldt (SA),33,7,96,5,2.9,19.2,39.6,v England,Cape Town,2 Jan 2005,1,1,1
MJ Hoggard (ENG),37,12,96,5,2.59,19.2,44.4,v Sri Lanka,Birmingham,25 May 2006,1,1,1
SE Bond (NZ),24.2,7,97,5,3.98,19.4,29.2,v India,Hamilton,19 Dec 2002,1,1,1
M Morkel (SA),26.3,5,98,5,3.69,19.6,31.8,v West Indies,Centurion,17 Dec 2014,1,1,1
UT Yadav (INDIA),25,4,98,5,3.92,19.6,30,v Australia,Dharamsala,25 Mar 2017,1,1,1
SM Pollock (SA),44.1,14,99,5,2.24,19.8,53,v India,Cape Town,2 Jan 2007,1,1,1
SCJ Broad (ENG),31,7,99,5,3.19,19.8,37.2,v Australia,Cardiff,8 Jul 2015,1,1,1
S Sreesanth (INDIA),35,8,100,5,2.85,20,42,v England,Mumbai,18 Mar 2006,1,1,1
Mohammed Shami (INDIA),35.5,8,100,5,2.79,20,43,v England,Mohali,26 Nov 2016,1,1,1
CA Walsh (WI),69,27,101,5,1.46,20.2,82.8,v South Africa,St John's,6 Apr 2001,1,1,1
AR Caddick (ENG),32.1,4,101,5,3.13,20.2,38.6,v Australia,Lord's,19 Jul 2001,1,1,1
SM Pollock (SA),48,16,101,5,2.1,20.2,57.6,v England,Cape Town,2 Jan 2005,1,1,1
KJ Abbott (SA),41.5,10,101,5,2.41,20.2,50.2,v Sri Lanka,Port Elizabeth,26 Dec 2016,1,1,1
CE Cuffy (WI),50,18,102,5,2.04,20.4,60,v India,Port of Spain,19 Apr 2002,1,1,1
KMDN Kulasekara (SL),36,7,102,5,2.83,20.4,43.2,v Pakistan,Colombo (SSC),20 Jul 2009,1,1,1
FH Edwards (WI),28.2,3,103,5,3.63,20.6,34,v India,Roseau,6 Jul 2011,1,1,1
Mashrafe Mortaza (BDESH),48,16,104,5,2.16,20.8,57.6,v Zimbabwe,Chittagong,6 Jan 2005,1,1,1
M Ntini (SA),31,5,104,5,3.35,20.8,37.2,v Australia,Cape Town,16 Mar 2006,1,1,1
SCJ Broad (ENG),30.2,7,104,5,3.42,20.8,36.4,v South Africa,The Oval,7 Aug 2008,1,1,1
KAJ Roach (WI),30.1,5,104,5,3.44,20.8,36.2,v New Zealand,Kingston,2 Aug 2012,1,1,1
SR Clark (AUS),40.1,10,105,5,2.61,21,48.2,v England,Perth,14 Dec 2006,1,1,1
DW Steyn (SA),35,10,105,5,3,21,42,v Pakistan,Centurion,22 Feb 2013,1,1,1
M Ntini (SA),33,5,106,5,3.21,21.2,39.6,v Bangladesh,Potchefstroom,25 Oct 2002,1,1,1
JN Gillespie (AUS),45,14,107,5,2.37,21.4,54,v West Indies,Adelaide,15 Dec 2000,1,1,1
VD Philander (SA),30,3,107,5,3.56,21.4,36,v Australia,Port Elizabeth,20 Feb 2014,1,1,1
SCJ Broad (ENG),45,11,107,5,2.37,21.4,54,v Pakistan,Birmingham,3 Aug 2016,1,1,1
DJ Bravo (WI),40.5,9,108,5,2.64,21.6,49,v Australia,Kingston,22 May 2008,1,1,1
CS Martin (NZ),37,12,108,5,2.91,21.6,44.4,v Pakistan,Dunedin,24 Nov 2009,1,1,1
D Gough (ENG),36.5,6,109,5,2.95,21.8,44.2,v West Indies,Birmingham,15 Jun 2000,1,1,1
M Morkel (SA),35.2,9,109,5,3.08,21.8,42.4,v England,Centurion,22 Jan 2016,1,1,1
SW Masakadza (ZIM),41,7,110,5,2.68,22,49.2,v Bangladesh,Harare,25 Apr 2013,1,1,1
DW Steyn (SA),33,8,110,5,3.33,22,39.6,v Australia,Port Elizabeth,20 Feb 2014,1,1,1
SM Pollock (SA),51.1,23,111,5,2.16,22.2,61.4,v England,Durban,26 Dec 2004,1,1,1
SCJ Broad (ENG),37,8,111,5,3,22.2,44.4,v Sri Lanka,Chester-le-Street,27 May 2016,1,1,1
T Panyangara (ZIM),50,16,113,5,2.26,22.6,60,v Pakistan,Harare,3 Sep 2013,1,1,1
MJ Henry (NZ),35,6,113,5,3.22,22.6,42,v South Africa,Hamilton,25 Mar 2017,1,1,1
N Pradeep (SL),39,8,114,5,2.92,22.8,46.8,v India,Colombo (SSC),28 Aug 2015,1,1,1
M Morkel (SA),46.3,10,114,5,2.45,22.8,55.8,v England,Durban,26 Dec 2015,1,1,1
SM Pollock (SA),48.2,16,115,5,2.37,23,58,v West Indies,Centurion,16 Jan 2004,1,1,1
M Morkel (SA),34.1,4,115,5,3.36,23,41,v India,Durban,26 Dec 2010,1,1,1
K Rabada (SA),29.3,6,116,5,3.93,23.2,35.4,v New Zealand,Centurion,27 Aug 2016,1,1,1
A Nel (SA),39,9,117,5,3,23.4,46.8,v India,Durban,26 Dec 2006,1,1,1
KAJ Roach (WI),41,8,117,5,2.85,23.4,49.2,v Australia,Bridgetown,7 Apr 2012,1,1,1
K Rabada (SA),34,8,117,5,3.44,23.4,40.8,v Bangladesh,Potchefstroom,28 Sep 2017,1,1,1
GD McGrath (AUS),47.2,17,118,5,2.49,23.6,56.8,v England,Adelaide,21 Nov 2002,1,1,1
I Sharma (INDIA),33.1,10,118,5,3.55,23.6,39.8,v Pakistan,Bengaluru,8 Dec 2007,1,1,1
DAJ Bracewell (NZ),37,5,118,5,3.18,23.6,44.4,v Sri Lanka,Wellington,3 Jan 2015,1,1,1
BA Williams (AUS),42,11,119,5,2.83,23.8,50.4,v India,Melbourne,26 Dec 2003,1,1,1
SJ Harmison (ENG),49,12,120,5,2.44,24,58.8,v India,Nottingham,8 Aug 2002,1,1,1
SCJ Broad (ENG),30.2,2,120,5,3.95,24,36.4,v West Indies,Lord's,6 May 2009,1,1,1
CT Tremlett (ENG),36,11,121,5,3.36,24.2,43.2,v Sri Lanka,Cardiff,26 May 2011,1,1,1
TG Southee (NZ),53.2,15,121,5,2.26,24.2,64,v England,Auckland,22 Mar 2013,1,1,1
JN Gillespie (AUS),38.5,9,122,5,3.14,24.4,46.6,v England,Adelaide,21 Nov 2002,1,1,1
MF Maharoof (SL),38,10,122,5,3.21,24.4,45.6,v Pakistan,Colombo (SSC),26 Mar 2006,1,1,1
DAJ Bracewell (NZ),41.2,5,122,5,2.95,24.4,49.6,v South Africa,Dunedin,7 Mar 2012,1,1,1
M Ntini (SA),38,9,123,5,3.23,24.6,45.6,v Australia,Johannesburg,26 Feb 2009,1,1,1
CB Mpofu (ZIM),33,5,123,5,3.72,24.6,39.6,v Bangladesh,Harare,4 Aug 2011,1,1,1
JH Kallis (SA),31,5,124,5,4,24.8,37.2,v Australia,Durban,15 Mar 2002,1,1,1
M Dillon (WI),49.1,14,124,5,2.52,24.8,59,v India,Port of Spain,19 Apr 2002,1,1,1
FH Edwards (WI),36,2,126,5,3.5,25.2,43.2,v India,Kingston,20 Jun 2011,1,1,1
A Nel (SA),45.5,14,127,5,2.77,25.4,55,v West Indies,Johannesburg,12 Dec 2003,1,1,1
JM Anderson (ENG),37,3,127,5,3.43,25.4,44.4,v South Africa,The Oval,7 Aug 2008,1,1,1
F de Wet (SA),43,11,127,5,2.95,25.4,51.6,v England,Centurion,16 Dec 2009,1,1,1
RMS Eranga (SL),42.2,8,127,5,3,25.4,50.8,v Australia,Colombo (SSC),16 Sep 2011,1,1,1
A Nel (SA),33.4,8,128,5,3.8,25.6,40.4,v West Indies,Centurion,16 Jan 2004,1,1,1
JE Taylor (WI),39,5,128,5,3.28,25.6,46.8,v Australia,North Sound,30 May 2008,1,1,1
KM Jarvis (ZIM),32.3,5,128,5,3.93,25.6,39,v Bangladesh,Harare,4 Aug 2011,1,1,1
B Lee (AUS),49,15,129,5,2.63,25.8,58.8,v South Africa,Melbourne,26 Dec 2001,1,1,1
JM Anderson (ENG),39,10,130,5,3.33,26,46.8,v New Zealand,Lord's,15 May 2008,1,1,1
B Lee (AUS),40.3,10,131,5,3.23,26.2,48.6,v West Indies,Hobart,17 Nov 2005,1,1,1
JM Anderson (ENG),43,11,131,5,3.04,26.2,51.6,v India,Nottingham,29 Jul 2011,1,1,1
M Ntini (SA),39,6,132,5,3.38,26.4,46.8,v Pakistan,Durban,26 Dec 2002,1,1,1
G Onions (ENG),35.4,5,132,5,3.7,26.4,42.8,v Australia,Birmingham,30 Jul 2009,1,1,1
JE Taylor (WI),34,9,132,5,3.88,26.4,40.8,v England,North Sound,13 Apr 2015,1,1,1
CR Woakes (ENG),41,9,132,5,3.21,26.4,49.2,v Pakistan,Birmingham,3 Aug 2016,1,1,1
Abdul Razzaq (PAK),52.1,17,134,5,2.56,26.8,62.6,v Sri Lanka,Karachi,28 Oct 2004,1,1,1
MJ Hoggard (ENG),53,12,135,5,2.54,27,63.6,v Sri Lanka,Manchester,13 Jun 2002,1,1,1
KAJ Roach (WI),45,7,135,5,3,27,54,v New Zealand,Port of Spain,16 Jun 2014,1,1,1
Kabir Ali (ENG),36,5,136,5,3.77,27.2,43.2,v South Africa,Leeds,21 Aug 2003,1,1,1
A Flintoff (ENG),45,7,136,5,3.02,27.2,54,v Australia,Manchester,11 Aug 2005,1,1,1
DW Steyn (SA),43,8,136,5,3.16,27.2,51.6,v Sri Lanka,Durban,26 Dec 2011,1,1,1
CJ Jordan (ENG),45.4,14,136,5,2.97,27.2,54.8,v Sri Lanka,Lord's,12 Jun 2014,1,1,1
JM Anderson (ENG),52,18,137,5,2.63,27.4,62.4,v India,Lord's,17 Jul 2014,1,1,1
RD King (WI),46,10,138,5,3,27.6,55.2,v Pakistan,Bridgetown,18 May 2000,1,1,1
JM Anderson (ENG),31,8,138,5,4.45,27.6,37.2,v Zimbabwe,Lord's,22 May 2003,1,1,1
Abdul Razzaq (PAK),40,7,138,5,3.45,27.6,48,v South Africa,Faisalabad,24 Oct 2003,1,1,1
