Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
KK Peters (WI),20,7,69,2,3.45,34.5,60,v South Africa,Port Elizabeth,26 Dec 2014,0,0,1
WPUJC Vaas (SL),26,5,71,2,2.73,35.5,78,v England,Nottingham,2 Jun 2006,0,0,1
Sajedul Islam (BDESH),19,2,71,2,3.73,35.5,57,v New Zealand,Dunedin,4 Jan 2008,0,0,1
MA Starc (AUS),16.1,1,71,2,4.39,35.5,48.5,v England,Birmingham,29 Jul 2015,0,0,1
TA Boult (NZ),39,17,71,2,1.82,35.5,117,v Zimbabwe,Bulawayo,6 Aug 2016,0,0,1
A Nehra (INDIA),30,14,72,2,2.4,36,90,v West Indies,Kingston,18 May 2002,0,0,1
PT Collins (WI),26.3,5,76,2,2.86,38,79.5,v Zimbabwe,Bulawayo,19 Jul 2001,0,0,1
Z Khan (INDIA),18,3,76,2,4.22,38,54,v Bangladesh,Chittagong,17 Dec 2004,0,0,1
IK Pathan (INDIA),26,3,80,2,3.07,40,78,v Australia,Sydney,2 Jan 2004,0,0,1
WPUJC Vaas (SL),33.3,7,81,2,2.41,40.5,100.5,v South Africa,Centurion,15 Nov 2002,0,0,1
Z Khan (INDIA),29,8,83,2,2.86,41.5,87,v West Indies,Bridgetown,2 May 2002,0,0,1
Z Khan (INDIA),28,4,83,2,2.96,41.5,84,v England,The Oval,5 Sep 2002,0,0,1
Wasim Akram (PAK),33,9,84,2,2.54,42,99,v West Indies,Bridgetown,18 May 2000,0,0,1
IK Pathan (INDIA),23,7,86,2,3.73,43,69,v Bangladesh,Chittagong,17 Dec 2004,0,0,1
RA Reifer (WI),30,9,88,2,2.93,44,90,v New Zealand,Hamilton,9 Dec 2017,0,0,1
UWMBCA Welegedara (SL),24,3,90,2,3.75,45,72,v England,Southampton,16 Jun 2011,0,0,1
Z Khan (INDIA),21,3,91,2,4.33,45.5,63,v Australia,Perth,13 Jan 2012,0,0,1
MG Johnson (AUS),37,9,92,2,2.48,46,111,v West Indies,Kingston,22 May 2008,0,0,1
MG Johnson (AUS),21,1,92,2,4.38,46,63,v England,Birmingham,30 Jul 2009,0,0,1
IK Pathan (INDIA),26,4,93,2,3.57,46.5,78,v West Indies,Gros Islet,10 Jun 2006,0,0,1
N Wagner (NZ),31,9,94,2,3.03,47,93,v India,Kanpur,22 Sep 2016,0,0,1
Junaid Khan (PAK),31,9,96,2,3.09,48,93,v South Africa,Johannesburg,1 Feb 2013,0,0,1
Z Khan (INDIA),32,9,97,2,3.03,48.5,96,v West Indies,Georgetown,11 Apr 2002,0,0,1
Z Khan (INDIA),28,4,97,2,3.46,48.5,84,v South Africa,Durban,26 Dec 2013,0,0,1
RJ Sidebottom (ENG),31,6,98,2,3.16,49,93,v South Africa,Johannesburg,14 Jan 2010,0,0,1
Wahab Riaz (PAK),21,2,98,2,4.66,49,63,v West Indies,Basseterre,20 May 2011,0,0,1
Wasim Akram (PAK),34,9,99,2,2.91,49.5,102,v England,Lord's,17 May 2001,0,0,1
Rahat Ali (PAK),29,4,101,2,3.48,50.5,87,v England,Manchester,22 Jul 2016,0,0,1
Junaid Khan (PAK),33,9,104,2,3.15,52,99,v Sri Lanka,Galle,6 Aug 2014,0,0,1
Manjural Islam (BDESH),34,5,106,2,3.11,53,102,v Pakistan,Multan,3 Sep 2003,0,0,1
DNT Zoysa (SL),33,11,106,2,3.21,53,99,v Australia,Cairns,9 Jul 2004,0,0,1
MG Johnson (AUS),38.4,5,109,2,2.81,54.5,116,v Sri Lanka,Pallekele,8 Sep 2011,0,0,1
Wahab Riaz (PAK),37,7,110,2,2.97,55,111,v New Zealand,Hamilton,25 Nov 2016,0,0,1
Wahab Riaz (PAK),31.1,1,113,2,3.62,56.5,93.5,v England,Lord's,14 Jul 2016,0,0,1
TA Boult (NZ),32,2,113,2,3.53,56.5,96,v India,Indore,8 Oct 2016,0,0,1
Rahat Ali (PAK),32,6,114,2,3.56,57,96,v Australia,Brisbane,15 Dec 2016,0,0,1
A Nehra (INDIA),25,3,115,2,4.6,57.5,75,v Australia,Adelaide,12 Dec 2003,0,0,1
WPUJC Vaas (SL),42,9,116,2,2.76,58,126,v Pakistan,Faisalabad,20 Oct 2004,0,0,1
A Nehra (INDIA),22,3,121,2,5.5,60.5,66,v South Africa,Bloemfontein,3 Nov 2001,0,0,1
WPUJC Vaas (SL),38,8,121,2,3.18,60.5,114,v England,Manchester,13 Jun 2002,0,0,1
RP Singh (INDIA),31,5,122,2,3.93,61,93,v England,The Oval,9 Aug 2007,0,0,1
MG Johnson (AUS),35,6,122,2,3.48,61,105,v Sri Lanka,Colombo (SSC),16 Sep 2011,0,0,1
WPUJC Vaas (SL),36,2,124,2,3.44,62,108,v England,Lord's,11 May 2006,0,0,1
MA Starc (AUS),33.3,6,125,2,3.73,62.5,100.5,v India,Mohali,14 Mar 2013,0,0,1
Manjural Islam (BDESH),25,1,128,2,5.12,64,75,v Sri Lanka,Colombo (PSS),21 Jul 2002,0,0,1
Junaid Khan (PAK),37,7,128,2,3.45,64,111,v Bangladesh,Khulna,28 Apr 2015,0,0,1
Z Khan (INDIA),48,14,129,2,2.68,64.5,144,v West Indies,St John's,10 May 2002,0,0,1
RP Singh (INDIA),36,4,132,2,3.66,66,108,v Australia,Melbourne,26 Dec 2007,0,0,1
Z Khan (INDIA),30,2,132,2,4.4,66,90,v New Zealand,Auckland,6 Feb 2014,0,0,1
Rahat Ali (PAK),41,12,137,2,3.34,68.5,123,v England,Birmingham,3 Aug 2016,0,0,1
A Nehra (INDIA),32,3,138,2,4.31,69,96,v England,Nottingham,8 Aug 2002,0,0,1
MG Johnson (AUS),41,12,145,2,3.53,72.5,123,v New Zealand,Wellington,19 Mar 2010,0,0,1
Mohammad Amir (PAK),39.4,8,145,2,3.65,72.5,119,v England,The Oval,11 Aug 2016,0,0,1
Wahab Riaz (PAK),32,5,147,2,4.59,73.5,96,v Australia,Melbourne,26 Dec 2016,0,0,1
TA Boult (NZ),49.4,10,151,2,3.04,75.5,149,v South Africa,Centurion,27 Aug 2016,0,0,1
TA Boult (NZ),39.5,6,154,2,3.86,77,119.5,v India,Bengaluru,31 Aug 2012,0,0,1
Z Khan (INDIA),37,2,156,2,4.21,78,111,v Sri Lanka,Colombo (SSC),23 Jul 2008,0,0,1
WPUJC Vaas (SL),50,9,163,2,3.26,81.5,150,v New Zealand,Napier,4 Apr 2005,0,0,1
Sohail Tanvir (PAK),39,6,166,2,4.25,83,117,v India,Kolkata,30 Nov 2007,0,0,1
MG Johnson (AUS),46.1,8,168,2,3.63,84,138.5,v South Africa,Johannesburg,17 Nov 2011,0,0,1
MG Johnson (AUS),41,5,180,2,4.39,90,123,v England,Cardiff,8 Jul 2015,0,0,1
LL Tsotsobe (SA),13,5,20,1,1.53,20,78,v West Indies,Port of Spain,10 Jun 2010,0,0,1
PT Collins (WI),10.2,1,29,1,2.8,29,62,v England,Manchester,12 Aug 2004,0,0,1
WPUJC Vaas (SL),16,6,30,1,1.87,30,96,v England,Birmingham,25 May 2006,0,0,1
BC Strang (ZIM),36,17,43,1,1.19,43,216,v West Indies,Kingston,24 Mar 2000,0,0,1
Junaid Khan (PAK),10.5,1,45,1,4.15,45,65,v Bangladesh,Dhaka,6 May 2015,0,0,1
Wasim Akram (PAK),20,6,46,1,2.3,46,120,v West Indies,Georgetown,5 May 2000,0,0,1
Wahab Riaz (PAK),16,3,46,1,2.87,46,96,v New Zealand,Wellington,15 Jan 2011,0,0,1
JEC Franklin (NZ),14,1,50,1,3.57,50,84,v South Africa,Cape Town,2 Jan 2013,0,0,1
SB O'Connor (NZ),15,5,52,1,3.46,52,90,v South Africa,Johannesburg,8 Dec 2000,0,0,1
MG Johnson (AUS),14,2,54,1,3.85,54,84,v West Indies,Kingston,11 Jun 2015,0,0,1
Junaid Khan (PAK),29,14,55,1,1.89,55,174,v Zimbabwe,Bulawayo,1 Sep 2011,0,0,1
PT Collins (WI),23,5,59,1,2.56,59,138,v India,Chennai,17 Oct 2002,0,0,1
MG Johnson (AUS),11,1,61,1,5.54,61,66,v South Africa,Cape Town,9 Nov 2011,0,0,1
SB O'Connor (NZ),30,7,63,1,2.1,63,180,v Zimbabwe,Bulawayo,12 Sep 2000,0,0,1
Z Khan (INDIA),15,1,63,1,4.2,63,90,v Bangladesh,Chittagong,18 May 2007,0,0,1
WPUJC Vaas (SL),18,2,64,1,3.55,64,108,v New Zealand,Wellington,15 Dec 2006,0,0,1
MG Johnson (AUS),16,2,65,1,4.06,65,96,v England,The Oval,20 Aug 2015,0,0,1
Wahab Riaz (PAK),23,6,66,1,2.86,66,138,v West Indies,Kingston,21 Apr 2017,0,0,1
JEC Franklin (NZ),22,6,67,1,3.04,67,132,v Zimbabwe,Bulawayo,15 Aug 2005,0,0,1
LL Tsotsobe (SA),28,10,68,1,2.42,68,168,v West Indies,Basseterre,18 Jun 2010,0,0,1
Rahat Ali (PAK),23,3,70,1,3.04,70,138,v Zimbabwe,Harare,3 Sep 2013,0,0,1
SS Cottrell (WI),18,3,72,1,4,72,108,v India,Kolkata,6 Nov 2013,0,0,1
PDRL Perera (SL),19,3,73,1,3.84,73,114,v South Africa,Centurion,20 Jan 2001,0,0,1
Z Khan (INDIA),23,6,76,1,3.3,76,138,v Pakistan,Multan,28 Mar 2004,0,0,1
Manjural Islam (BDESH),24,4,78,1,3.25,78,144,v Australia,Darwin,18 Jul 2003,0,0,1
CM Willoughby (SA),30,11,79,1,2.63,79,180,v Bangladesh,Chittagong,24 Apr 2003,0,0,1
DNT Zoysa (SL),29,7,81,1,2.79,81,174,v Australia,Darwin,1 Jul 2004,0,0,1
MA Starc (AUS),22,1,86,1,3.9,86,132,v England,Lord's,16 Jul 2015,0,0,1
Junaid Khan (PAK),29,5,89,1,3.06,89,174,v Sri Lanka,Colombo (PSS),25 Jun 2015,0,0,1
PT Collins (WI),18,1,90,1,5,90,108,v England,Birmingham,29 Jul 2004,0,0,1
Sajedul Islam (BDESH),14,1,91,1,6.5,91,84,v New Zealand,Wellington,12 Jan 2008,0,0,1
Wahab Riaz (PAK),27.2,4,92,1,3.36,92,164,v England,Lord's,26 Aug 2010,0,0,1
Manjural Islam (BDESH),40,12,93,1,2.32,93,240,v Zimbabwe,Harare,19 Feb 2004,0,0,1
BV Vitori (ZIM),25,3,94,1,3.76,94,150,v New Zealand,Napier,26 Jan 2012,0,0,1
RJ Sidebottom (ENG),34,8,95,1,2.79,95,204,v Sri Lanka,Galle,18 Dec 2007,0,0,1
TA Boult (NZ),29,6,96,1,3.31,96,174,v West Indies,Kingston,8 Jun 2014,0,0,1
IDR Bradshaw (WI),19,2,97,1,5.1,97,114,v New Zealand,Wellington,17 Mar 2006,0,0,1
WPUJC Vaas (SL),28,6,102,1,3.64,102,168,v Australia,Brisbane,8 Nov 2007,0,0,1
MG Johnson (AUS),21.2,2,102,1,4.78,102,128,v England,Nottingham,6 Aug 2015,0,0,1
MG Johnson (AUS),46,15,106,1,2.3,106,276,v India,Nagpur,6 Nov 2008,0,0,1
UWMBCA Welegedara (SL),29,7,107,1,3.68,107,174,v South Africa,Cape Town,3 Jan 2012,0,0,1
TA Boult (NZ),32,5,108,1,3.37,108,192,v South Africa,Port Elizabeth,11 Jan 2013,0,0,1
WPUJC Vaas (SL),32,6,109,1,3.4,109,192,v South Africa,Cape Town,2 Jan 2001,0,0,1
N Wagner (NZ),33,8,112,1,3.39,112,198,v West Indies,North Sound,25 Jul 2012,0,0,1
WPUJC Vaas (SL),39,5,116,1,2.97,116,234,v West Indies,Gros Islet,20 Jun 2003,0,0,1
TA Boult (NZ),32,4,117,1,3.65,117,192,v Bangladesh,Dhaka,21 Oct 2013,0,0,1
AJ McKay (NZ),31,5,120,1,3.87,120,186,v India,Nagpur,20 Nov 2010,0,0,1
RJ Sidebottom (ENG),40,6,123,1,3.07,123,240,v Sri Lanka,Kandy,1 Dec 2007,0,0,1
SS Cottrell (WI),28,1,124,1,4.42,124,168,v South Africa,Centurion,17 Dec 2014,0,0,1
TA Boult (NZ),29,3,127,1,4.37,127,174,v Australia,Brisbane,5 Nov 2015,0,0,1
UWMBCA Welegedara (SL),30,3,131,1,4.36,131,180,v India,Mumbai (BS),2 Dec 2009,0,0,1
IK Pathan (INDIA),32,4,133,1,4.15,133,192,v Pakistan,Lahore,13 Jan 2006,0,0,1
N Wagner (NZ),33,4,135,1,4.09,135,198,v South Africa,Port Elizabeth,11 Jan 2013,0,0,1
IK Pathan (INDIA),27,3,136,1,5.03,136,162,v Australia,Adelaide,12 Dec 2003,0,0,1
A Nehra (INDIA),34,5,140,1,4.11,140,204,v Australia,Brisbane,4 Dec 2003,0,0,1
WPUJC Vaas (SL),41,3,141,1,3.43,141,246,v England,Birmingham,30 May 2002,0,0,1
RJ Sidebottom (ENG),35,4,146,1,4.17,146,210,v West Indies,Bridgetown,26 Feb 2009,0,0,1
WPUJC Vaas (SL),65.1,12,164,1,2.51,164,391,v England,Lord's,16 May 2002,0,0,1
IK Pathan (INDIA),41,6,186,1,4.53,186,246,v Pakistan,Faisalabad,21 Jan 2006,0,0,1
JEC Franklin (NZ),10,4,17,0,1.7,-,-,v India,Bengaluru,31 Aug 2012,0,0,1
RJ Sidebottom (ENG),24,5,35,0,1.45,-,-,v West Indies,Kingston,4 Feb 2009,0,0,1
T Thushara (SL),10,1,36,0,3.6,-,-,v West Indies,Kingston,27 Jun 2003,0,0,1
Mohammad Amir (PAK),13,2,36,0,2.76,-,-,v Sri Lanka,Colombo (PSS),12 Jul 2009,0,0,1
UWMBCA Welegedara (SL),14.4,6,38,0,2.59,-,-,v Australia,Melbourne,26 Dec 2012,0,0,1
Junaid Khan (PAK),16,5,38,0,2.37,-,-,v Sri Lanka,Galle,17 Jun 2015,0,0,1
WPUJC Vaas (SL),19,6,39,0,2.05,-,-,v Zimbabwe,Harare,6 May 2004,0,0,1
PDRL Perera (SL),10.2,2,40,0,3.87,-,-,v South Africa,Johannesburg,8 Nov 2002,0,0,1
JEC Franklin (NZ),13.2,0,40,0,3,-,-,v India,Hyderabad (Deccan),23 Aug 2012,0,0,1
MA Starc (AUS),16,4,40,0,2.5,-,-,v England,The Oval,20 Aug 2015,0,0,1
Wasim Akram (PAK),25,6,41,0,1.64,-,-,v Sri Lanka,Kandy,28 Jun 2000,0,0,1
MG Johnson (AUS),17,3,44,0,2.58,-,-,v India,Delhi,22 Mar 2013,0,0,1
CM Willoughby (SA),20,7,46,0,2.3,-,-,v England,Birmingham,24 Jul 2003,0,0,1
Sajedul Islam (BDESH),16,5,48,0,3,-,-,v Zimbabwe,Harare,25 Apr 2013,0,0,1
A Nehra (INDIA),19,4,50,0,2.63,-,-,v New Zealand,Wellington,12 Dec 2002,0,0,1
Mohammad Khalil (PAK),16,0,59,0,3.68,-,-,v Australia,Perth,16 Dec 2004,0,0,1
DNT Zoysa (SL),20,3,62,0,3.1,-,-,v South Africa,Durban,26 Dec 2000,0,0,1
WPUJC Vaas (SL),36,10,66,0,1.83,-,-,v Pakistan,Karachi,21 Feb 2009,0,0,1
SB O'Connor (NZ),17.2,4,67,0,3.86,-,-,v Australia,Brisbane,8 Nov 2001,0,0,1
Mohammad Amir (PAK),22,6,74,0,3.36,-,-,v New Zealand,Napier,11 Dec 2009,0,0,1
MA Starc (AUS),25,3,75,0,3,-,-,v India,Chennai,22 Feb 2013,0,0,1
PT Collins (WI),28,7,76,0,2.71,-,-,v India,Mumbai,9 Oct 2002,0,0,1
DNT Zoysa (SL),26,6,80,0,3.07,-,-,v South Africa,Cape Town,2 Jan 2001,0,0,1
Manjural Islam (BDESH),26,7,80,0,3.07,-,-,v South Africa,Potchefstroom,25 Oct 2002,0,0,1
Mohammad Amir (PAK),31,7,80,0,2.58,-,-,v Sri Lanka,Colombo (SSC),20 Jul 2009,0,0,1
Mohammad Irfan (PAK),21.5,3,80,0,3.66,-,-,v South Africa,Centurion,22 Feb 2013,0,0,1
Mohammad Amir (PAK),24,2,83,0,3.45,-,-,v Australia,Sydney,3 Jan 2017,0,0,1
WPUJC Vaas (SL),26,1,84,0,3.23,-,-,v South Africa,Durban,26 Dec 2000,0,0,1
BC Strang (ZIM),27,4,86,0,3.18,-,-,v England,Lord's,18 May 2000,0,0,1
A Nehra (INDIA),29,3,90,0,3.1,-,-,v Australia,Melbourne,26 Dec 2003,0,0,1
Mohammad Amir (PAK),33,6,91,0,2.75,-,-,v Australia,Melbourne,26 Dec 2016,0,0,1
Manjural Islam (BDESH),18,1,94,0,5.22,-,-,v Sri Lanka,Colombo (SSC),6 Sep 2001,0,0,1
BC Strang (ZIM),28,9,95,0,3.39,-,-,v India,Delhi,18 Nov 2000,0,0,1
Z Khan (INDIA),26,7,98,0,3.76,-,-,v South Africa,Bloemfontein,3 Nov 2001,0,0,1
Rahat Ali (PAK),25,1,100,0,4,-,-,v South Africa,Johannesburg,1 Feb 2013,0,0,1
JD Unadkat (INDIA),26,4,101,0,3.88,-,-,v South Africa,Centurion,16 Dec 2010,0,0,1
JEC Franklin (NZ),17,2,102,0,6,-,-,v Australia,Adelaide,26 Nov 2004,0,0,1
Manjural Islam (BDESH),19,2,103,0,5.42,-,-,v Pakistan,Multan,29 Aug 2001,0,0,1
Z Khan (INDIA),25,4,103,0,4.12,-,-,v Australia,Melbourne,26 Dec 2003,0,0,1
Mohammad Khalil (PAK),23,3,103,0,4.47,-,-,v India,Kolkata,16 Mar 2005,0,0,1
UWMBCA Welegedara (SL),26,4,103,0,3.96,-,-,v India,Kanpur,24 Nov 2009,0,0,1
WD Parnell (SA),20,1,103,0,5.15,-,-,v India,Kolkata,14 Feb 2010,0,0,1
Manjural Islam (BDESH),29,3,104,0,3.58,-,-,v South Africa,East London,18 Oct 2002,0,0,1
Manjural Islam (BDESH),34,9,113,0,3.32,-,-,v Zimbabwe,Harare,26 Apr 2001,0,0,1
Mustafizur Rahman (BDESH),25,3,113,0,4.52,-,-,v South Africa,Bloemfontein,6 Oct 2017,0,0,1
RP Singh (INDIA),34,7,118,0,3.47,-,-,v England,The Oval,18 Aug 2011,0,0,1
A Nehra (INDIA),49,16,122,0,2.48,-,-,v West Indies,St John's,10 May 2002,0,0,1
Z Khan (INDIA),27,3,134,0,4.96,-,-,v Sri Lanka,Colombo (SSC),29 Aug 2001,0,0,1
WPUJC Vaas (SL),40,5,154,0,3.85,-,-,v Australia,Cairns,9 Jul 2004,0,0,1
