Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Home_Away,Bowling_Arm,Pace_Spin
N Boje (SA),45.4,5,148,3,3.24,49.33,91.3,v Australia,Durban,24 Mar 2006,1,0,0
SJ Benn (WI),47,7,154,3,3.27,51.33,94,v Australia,Bridgetown,12 Jun 2008,1,0,0
Shakib Al Hasan (BDESH),43,6,159,3,3.69,53,86,v Sri Lanka,Dhaka,27 Jan 2014,1,0,0
D Mohammed (WI),29.5,3,162,3,5.43,54,59.6,v India,St John's,2 Jun 2006,1,0,0
Enamul Haque jnr (BDESH),52,9,163,3,3.13,54.33,104,v Australia,Fatullah,9 Apr 2006,1,0,0
HMRKB Herath (SL),49,5,164,3,3.34,54.66,98,v Pakistan,Colombo (SSC),30 Jun 2012,1,0,0
PP Ojha (INDIA),68.4,17,172,3,2.5,57.33,137.3,v Australia,Mohali,1 Oct 2010,1,0,0
SJ Benn (WI),53,6,179,3,3.37,59.66,106,v Sri Lanka,Providence,22 Mar 2008,1,0,0
Enamul Haque jnr (BDESH),55,5,179,3,3.25,59.66,110,v Sri Lanka,Chittagong,3 Jan 2009,1,0,0
AF Giles (ENG),57,8,193,3,3.38,64.33,114,v Australia,Manchester,11 Aug 2005,1,0,0
Abdur Razzak (BDESH),54.3,8,199,3,3.65,66.33,109,v England,Dhaka,20 Mar 2010,1,0,0
PP Ojha (INDIA),74.3,18,217,3,2.91,72.33,149,v New Zealand,Hyderabad (Deccan),12 Nov 2010,1,0,0
HMRKB Herath (SL),82,14,232,3,2.82,77.33,164,v South Africa,Galle,16 Jul 2014,1,0,0
Abdur Razzak (BDESH),87,15,263,3,3.02,87.66,174,v New Zealand,Chittagong,9 Oct 2013,1,0,0
Aamer Sohail (PAK),11,1,24,2,2.18,12,33,v Sri Lanka,Peshawar,5 Mar 2000,1,0,0
DL Vettori (NZ),15,4,25,2,1.66,12.5,45,v Bangladesh,Hamilton,18 Dec 2001,1,0,0
MRCN Bandaratilleke (SL),15,7,29,2,1.93,14.5,45,v West Indies,Kandy,21 Nov 2001,1,0,0
PL Harris (SA),14.2,2,31,2,2.16,15.5,43,v Pakistan,Cape Town,26 Jan 2007,1,0,0
RW Price (ZIM),14.2,4,34,2,2.37,17,43,v Bangladesh,Harare,4 Aug 2011,1,0,0
D Hettiarachchi (SL),24,6,36,2,1.5,18,72,v England,Colombo (SSC),15 Mar 2001,1,0,0
MS Panesar (ENG),17,5,37,2,2.17,18.5,51,v South Africa,The Oval,7 Aug 2008,1,0,0
Mehrab Hossain jnr (BDESH),10,0,37,2,3.7,18.5,30,v Sri Lanka,Dhaka,26 Dec 2008,1,0,0
DL Vettori (NZ),20,4,40,2,2,20,60,v West Indies,Wellington,17 Mar 2006,1,0,0
ST Jayasuriya (SL),13,1,45,2,3.46,22.5,39,v South Africa,Kandy,30 Jul 2000,1,0,0
DS Lehmann (AUS),13,0,46,2,3.53,23,39,v New Zealand,Adelaide,26 Nov 2004,1,0,0
PR Adams (SA),13,0,47,2,3.61,23.5,39,v Australia,Durban,15 Mar 2002,1,0,0
RJ Peterson (SA),26,13,47,2,1.8,23.5,78,v New Zealand,Port Elizabeth,11 Jan 2013,1,0,0
MS Panesar (ENG),27,10,49,2,1.81,24.5,81,v Sri Lanka,Lord's,11 May 2006,1,0,0
MJ Santner (NZ),16,2,49,2,3.06,24.5,48,v Pakistan,Hamilton,25 Nov 2016,1,0,0
N Boje (SA),19,2,53,2,2.78,26.5,57,v Pakistan,Durban,26 Dec 2002,1,0,0
Enamul Haque jnr (BDESH),23,8,53,2,2.3,26.5,69,v England,Dhaka,21 Oct 2003,1,0,0
ST Jayasuriya (SL),24,4,56,2,2.33,28,72,v South Africa,Colombo (SSC),6 Aug 2000,1,0,0
SM Katich (AUS),16,3,59,2,3.68,29.5,48,v India,Adelaide,12 Dec 2003,1,0,0
TAM Siriwardana (SL),12,1,60,2,5,30,36,v West Indies,Galle,14 Oct 2015,1,0,0
N Boje (SA),16,4,63,2,3.93,31.5,48,v Australia,Cape Town,16 Mar 2006,1,0,0
MS Panesar (ENG),26,7,63,2,2.42,31.5,78,v India,Lord's,19 Jul 2007,1,0,0
M Kartik (INDIA),35,9,66,2,1.88,33,105,v Zimbabwe,Delhi,18 Nov 2000,1,0,0
RL Sanghvi (INDIA),10.2,2,67,2,6.48,33.5,31,v Australia,Mumbai,27 Feb 2001,1,0,0
ST Jayasuriya (SL),42,16,70,2,1.66,35,126,v South Africa,Galle,4 Aug 2004,1,0,0
Enamul Haque jnr (BDESH),26,3,71,2,2.73,35.5,78,v Sri Lanka,Bogra,8 Mar 2006,1,0,0
MS Panesar (ENG),28,6,73,2,2.6,36.5,84,v Sri Lanka,Birmingham,25 May 2006,1,0,0
N Boje (SA),34,7,75,2,2.2,37.5,102,v New Zealand,Port Elizabeth,30 Nov 2000,1,0,0
ST Jayasuriya (SL),38,7,75,2,1.97,37.5,114,v England,Galle,2 Dec 2003,1,0,0
Enamul Haque jnr (BDESH),24.1,5,76,2,3.14,38,72.5,v Sri Lanka,Chittagong,28 Feb 2006,1,0,0
Mohammad Rafique (BDESH),29,6,76,2,2.62,38,87,v Sri Lanka,Chittagong,28 Feb 2006,1,0,0
RW Price (ZIM),35.2,13,81,2,2.29,40.5,106,v West Indies,Harare,27 Jul 2001,1,0,0
MS Panesar (ENG),35,10,86,2,2.45,43,105,v New Zealand,Lord's,15 May 2008,1,0,0
KM Dabengwa (ZIM),25,2,87,2,3.48,43.5,75,v New Zealand,Bulawayo,15 Aug 2005,1,0,0
PL Harris (SA),30,5,88,2,2.93,44,90,v India,Centurion,16 Dec 2010,1,0,0
Shakib Al Hasan (BDESH),24,5,89,2,3.7,44.5,72,v New Zealand,Chittagong,9 Oct 2013,1,0,0
DL Vettori (NZ),35.4,8,90,2,2.52,45,107,v India,Hamilton,18 Mar 2009,1,0,0
MS Panesar (ENG),33,3,91,2,2.75,45.5,99,v South Africa,Birmingham,30 Jul 2008,1,0,0
M Kartik (INDIA),56,18,93,2,1.66,46.5,168,v South Africa,Kanpur,20 Nov 2004,1,0,0
DL Vettori (NZ),56,25,93,2,1.66,46.5,168,v Pakistan,Napier,11 Dec 2009,1,0,0
SC Williams (ZIM),26,2,95,2,3.65,47.5,78,v South Africa,Harare,9 Aug 2014,1,0,0
Abdur Razzak (BDESH),23,1,96,2,4.17,48,69,v New Zealand,Dhaka,21 Oct 2013,1,0,0
AF Giles (ENG),49,12,98,2,2,49,147,v India,The Oval,5 Sep 2002,1,0,0
MJ Santner (NZ),33,7,98,2,2.96,49,99,v Bangladesh,Wellington,12 Jan 2017,1,0,0
DL Vettori (NZ),45,11,106,2,2.35,53,135,v Pakistan,Wellington,26 Dec 2003,1,0,0
AF Giles (ENG),28,3,107,2,3.82,53.5,84,v Australia,Nottingham,25 Aug 2005,1,0,0
DL Vettori (NZ),35,5,108,2,3.08,54,105,v India,Wellington,3 Apr 2009,1,0,0
Mohammad Rafique (BDESH),40,9,113,2,2.82,56.5,120,v India,Dhaka,10 Dec 2004,1,0,0
Shakib Al Hasan (BDESH),34,3,118,2,3.47,59,102,v India,Dhaka,24 Jan 2010,1,0,0
Enamul Haque jnr (BDESH),37,9,121,2,3.27,60.5,111,v England,Chittagong,29 Oct 2003,1,0,0
MRCN Bandaratilleke (SL),41,9,122,2,2.97,61,123,v West Indies,Galle,13 Nov 2001,1,0,0
Mohammad Rafique (BDESH),44.1,5,132,2,2.98,66,132.5,v South Africa,Chittagong,29 Feb 2008,1,0,0
Enamul Haque (BDESH),54,12,134,2,2.48,67,162,v Zimbabwe,Chittagong,15 Nov 2001,1,0,0
PL Harris (SA),52,13,134,2,2.57,67,156,v Australia,Durban,6 Mar 2009,1,0,0
N Boje (SA),32,2,135,2,4.21,67.5,96,v Pakistan,Cape Town,2 Jan 2003,1,0,0
AF Giles (ENG),39,5,138,2,3.53,69,117,v South Africa,The Oval,4 Sep 2003,1,0,0
Enamul Haque jnr (BDESH),42,4,142,2,3.38,71,126,v New Zealand,Chittagong,26 Oct 2004,1,0,0
Mohammad Rafique (BDESH),48.3,11,145,2,2.98,72.5,145.5,v Australia,Chittagong,16 Apr 2006,1,0,0
XJ Doherty (AUS),48.5,8,148,2,3.03,74,146.5,v England,Brisbane,25 Nov 2010,1,0,0
Taijul Islam (BDESH),52,6,148,2,2.84,74,156,v Zimbabwe,Chittagong,12 Nov 2014,1,0,0
AF Giles (ENG),42,2,153,2,3.64,76.5,126,v South Africa,Birmingham,24 Jul 2003,1,0,0
MS Panesar (ENG),54,10,153,2,2.83,76.5,162,v Pakistan,Lord's,13 Jul 2006,1,0,0
PM Pushpakumara (SL),38.2,2,156,2,4.06,78,115,v India,Colombo (SSC),3 Aug 2017,1,0,0
RW Price (ZIM),44,6,157,2,3.56,78.5,132,v West Indies,Bulawayo,19 Jul 2001,1,0,0
Shakib Al Hasan (BDESH),45,6,160,2,3.55,80,135,v West Indies,Dhaka,13 Nov 2012,1,0,0
HMRKB Herath (SL),62,11,161,2,2.59,80.5,186,v Bangladesh,Galle,8 Mar 2013,1,0,0
DL Vettori (NZ),47,5,170,2,3.61,85,141,v Australia,Wellington,18 Mar 2005,1,0,0
SJ Benn (WI),51,8,170,2,3.33,85,153,v England,Bridgetown,26 Feb 2009,1,0,0
GB Hogg (AUS),43,5,172,2,4,86,129,v India,Adelaide,24 Jan 2008,1,0,0
GB Hogg (AUS),44,4,176,2,4,88,132,v India,Sydney,2 Jan 2008,1,0,0
Mohammad Rafique (BDESH),45,4,181,2,4.02,90.5,135,v India,Dhaka,25 May 2007,1,0,0
SJ Benn (WI),52,6,200,2,3.84,100,156,v England,North Sound,13 Apr 2015,1,0,0
SJ Benn (WI),53,6,201,2,3.79,100.5,159,v England,St John's,15 Feb 2009,1,0,0
V Permaul (WI),55.5,10,207,2,3.7,103.5,167.5,v Australia,Kingston,11 Jun 2015,1,0,0
MS Panesar (ENG),63,6,217,2,3.44,108.5,189,v India,The Oval,9 Aug 2007,1,0,0
SB Joshi (INDIA),66,12,222,2,3.36,111,198,v Zimbabwe,Nagpur,25 Nov 2000,1,0,0
RO Hinds (WI),11.5,2,18,1,1.52,18,71,v England,Kingston,11 Mar 2004,1,0,0
MJ Santner (NZ),17,7,25,1,1.47,25,102,v West Indies,Wellington,1 Dec 2017,1,0,0
ST Jayasuriya (SL),11,3,26,1,2.36,26,66,v West Indies,Kandy,22 Jul 2005,1,0,0
ST Jayasuriya (SL),11,1,27,1,2.45,27,66,v Australia,Colombo (SSC),24 Mar 2004,1,0,0
ST Jayasuriya (SL),14,6,28,1,2,28,84,v England,Kandy,1 Dec 2007,1,0,0
RJ Peterson (SA),10,2,32,1,3.2,32,60,v Pakistan,Centurion,22 Feb 2013,1,0,0
Yuvraj Singh (INDIA),15,2,33,1,2.2,33,90,v England,Chennai,11 Dec 2008,1,0,0
ST Jayasuriya (SL),21,10,34,1,1.61,34,126,v India,Colombo (SSC),29 Aug 2001,1,0,0
PL Harris (SA),14,2,36,1,2.57,36,84,v India,Durban,26 Dec 2010,1,0,0
ST Jayasuriya (SL),14.3,2,38,1,2.62,38,87,v Australia,Galle,8 Mar 2004,1,0,0
MJ Clarke (AUS),10,0,39,1,3.9,39,60,v India,Adelaide,24 Jan 2008,1,0,0
Yuvraj Singh (INDIA),11,1,39,1,3.54,39,66,v South Africa,Kanpur,11 Apr 2008,1,0,0
GJ Rennie (ZIM),13.3,0,40,1,2.96,40,81,v New Zealand,Bulawayo,12 Sep 2000,1,0,0
RJ Peterson (SA),16,6,42,1,2.62,42,96,v New Zealand,Cape Town,2 Jan 2013,1,0,0
LA Dawson (ENG),11,1,42,1,3.81,42,66,v South Africa,Nottingham,14 Jul 2017,1,0,0
N Boje (SA),11,2,45,1,4.09,45,66,v Sri Lanka,Centurion,20 Jan 2001,1,0,0
Shakib Al Hasan (BDESH),14,2,45,1,3.21,45,84,v South Africa,Chittagong,21 Jul 2015,1,0,0
DL Vettori (NZ),29,12,48,1,1.65,48,174,v Pakistan,Hamilton,7 Jan 2011,1,0,0
DL Vettori (NZ),19,3,49,1,2.57,49,114,v South Africa,Hamilton,15 Mar 2012,1,0,0
DL Vettori (NZ),15,1,50,1,3.33,50,90,v Australia,Wellington,24 Mar 2000,1,0,0
AF Giles (ENG),25,9,51,1,2.04,51,150,v Zimbabwe,Chester+AC0-le+AC0-Street,5 Jun 2003,1,0,0
ST Jayasuriya (SL),16,2,52,1,3.25,52,96,v Bangladesh,Colombo (SSC),6 Sep 2001,1,0,0
SC Williams (ZIM),17,2,54,1,3.17,54,102,v Sri Lanka,Harare,29 Oct 2016,1,0,0
Aamer Sohail (PAK),23.2,5,55,1,2.35,55,140,v Sri Lanka,Rawalpindi,26 Feb 2000,1,0,0
RO Hinds (WI),40,18,56,1,1.4,56,240,v South Africa,Georgetown,31 Mar 2005,1,0,0
AF Giles (ENG),26.1,3,57,1,2.17,57,157,v Sri Lanka,Birmingham,30 May 2002,1,0,0
Shakib Al Hasan (BDESH),22,6,57,1,2.59,57,132,v New Zealand,Dhaka,25 Oct 2008,1,0,0
Taijul Islam (BDESH),18,3,57,1,3.16,57,108,v South Africa,Chittagong,21 Jul 2015,1,0,0
CW Henderson (SA),28,8,58,1,2.07,58,168,v Bangladesh,East London,18 Oct 2002,1,0,0
GW Flower (ZIM),20.3,6,59,1,2.87,59,123,v New Zealand,Harare,19 Sep 2000,1,0,0
Enamul Haque (BDESH),19,3,62,1,3.26,62,114,v West Indies,Chittagong,16 Dec 2002,1,0,0
SC Williams (ZIM),13,0,62,1,4.76,62,78,v New Zealand,Bulawayo,6 Aug 2016,1,0,0
AF Giles (ENG),22,5,64,1,2.9,64,132,v West Indies,The Oval,19 Aug 2004,1,0,0
N Boje (SA),19,5,65,1,3.42,65,114,v Australia,Johannesburg,31 Mar 2006,1,0,0
Shakib Al Hasan (BDESH),25,4,68,1,2.72,68,150,v South Africa,Chittagong,29 Feb 2008,1,0,0
PL Harris (SA),29,5,69,1,2.37,69,174,v West Indies,Cape Town,2 Jan 2008,1,0,0
PADLR Sandakan (SL),22,5,69,1,3.13,69,132,v Bangladesh,Galle,7 Mar 2017,1,0,0
MJ Santner (NZ),37,11,69,1,1.86,69,222,v South Africa,Dunedin,8 Mar 2017,1,0,0
Abdur Razzak (BDESH),25,2,72,1,2.88,72,150,v New Zealand,Dhaka,25 Oct 2008,1,0,0
AF Giles (ENG),29,7,75,1,2.58,75,174,v India,Lord's,25 Jul 2002,1,0,0
ST Jayasuriya (SL),34,8,76,1,2.23,76,204,v South Africa,Colombo (SSC),27 Jul 2006,1,0,0
ST Jayasuriya (SL),41,8,77,1,1.87,77,246,v England,Kandy,10 Dec 2003,1,0,0
Taijul Islam (BDESH),21,1,78,1,3.71,78,126,v Australia,Chittagong,4 Sep 2017,1,0,0
Shakib Al Hasan (BDESH),31,3,82,1,2.64,82,186,v Australia,Chittagong,4 Sep 2017,1,0,0
Mohammad Rafique (BDESH),32,9,84,1,2.62,84,192,v Sri Lanka,Bogra,8 Mar 2006,1,0,0
N Boje (SA),33,8,87,1,2.63,87,198,v Zimbabwe,Centurion,11 Mar 2005,1,0,0
PP Ojha (INDIA),37,9,89,1,2.4,89,222,v West Indies,Kolkata,6 Nov 2013,1,0,0
HMRKB Herath (SL),34,7,89,1,2.61,89,204,v Pakistan,Colombo (PSS),25 Jun 2015,1,0,0
Elias Sunny (BDESH),27,4,95,1,3.51,95,162,v Pakistan,Dhaka,17 Dec 2011,1,0,0
N Boje (SA),56,18,96,1,1.71,96,336,v New Zealand,Bloemfontein,17 Nov 2000,1,0,0
DL Vettori (NZ),47,9,96,1,2.04,96,282,v South Africa,Dunedin,7 Mar 2012,1,0,0
Mohammad Rafique (BDESH),24,3,99,1,4.12,99,144,v India,Chittagong,18 May 2007,1,0,0
D Elgar (SA),22,0,99,1,4.5,99,132,v Australia,Cape Town,1 Mar 2014,1,0,0
HMRKB Herath (SL),30,4,99,1,3.3,99,180,v Pakistan,Galle,17 Jun 2015,1,0,0
Enamul Haque (BDESH),46,13,101,1,2.19,101,276,v West Indies,Dhaka,8 Dec 2002,1,0,0
PL Harris (SA),59,27,101,1,1.71,101,354,v India,Cape Town,2 Jan 2011,1,0,0
Shakib Al Hasan (BDESH),36,6,102,1,2.83,102,216,v Zimbabwe,Chittagong,12 Nov 2014,1,0,0
MS Panesar (ENG),30,6,103,1,3.43,103,180,v Pakistan,The Oval,17 Aug 2006,1,0,0
AF Giles (ENG),25,0,108,1,4.32,108,150,v Australia,Birmingham,5 Jul 2001,1,0,0
DL Vettori (NZ),33,5,111,1,3.36,111,198,v Australia,Wellington,19 Mar 2010,1,0,0
MA Beer (AUS),38,3,112,1,2.94,112,228,v England,Sydney,3 Jan 2011,1,0,0
Mohammad Rafique (BDESH),62,23,113,1,1.82,113,372,v Zimbabwe,Dhaka,14 Jan 2005,1,0,0
MS Panesar (ENG),35,4,115,1,3.28,115,210,v Australia,Cardiff,8 Jul 2009,1,0,0
SLV Raju (INDIA),35,5,116,1,3.31,116,210,v Australia,Kolkata,11 Mar 2001,1,0,0
DL Vettori (NZ),36,3,117,1,3.25,117,216,v Pakistan,Hamilton,19 Dec 2003,1,0,0
HMRKB Herath (SL),45,4,122,1,2.71,122,270,v India,Galle,18 Jul 2010,1,0,0
RO Hinds (WI),39.5,2,126,1,3.16,126,239,v England,Port of Spain,6 Mar 2009,1,0,0
Abdur Razzak (BDESH),31,1,129,1,4.16,129,186,v South Africa,Chittagong,29 Feb 2008,1,0,0
AF Giles (ENG),39,3,134,1,3.43,134,234,v India,Leeds,22 Aug 2002,1,0,0
Shakib Al Hasan (BDESH),30,3,136,1,4.53,136,180,v Pakistan,Dhaka,6 May 2015,1,0,0
NM Kulkarni (INDIA),53,16,137,1,2.58,137,318,v Australia,Chennai,18 Mar 2001,1,0,0
PP Ojha (INDIA),75,26,141,1,1.88,141,450,v England,Nagpur,13 Dec 2012,1,0,0
AF Giles (ENG),43,5,142,1,3.3,142,258,v South Africa,Lord's,31 Jul 2003,1,0,0
PL Harris (SA),38,4,146,1,3.84,146,228,v England,Durban,26 Dec 2009,1,0,0
Shakib Al Hasan (BDESH),37,4,146,1,3.94,146,222,v Pakistan,Khulna,28 Apr 2015,1,0,0
N Boje (SA),35,4,153,1,4.37,153,210,v Australia,Johannesburg,22 Feb 2002,1,0,0
XJ Doherty (AUS),27,3,158,1,5.85,158,162,v England,Adelaide,3 Dec 2010,1,0,0
HMRKB Herath (SL),40,6,159,1,3.97,159,240,v India,Galle,26 Jul 2017,1,0,0
N Boje (SA),44,5,163,1,3.7,163,264,v England,Durban,26 Dec 2004,1,0,0
PCR Tufnell (ENG),39,2,174,1,4.46,174,234,v Australia,The Oval,23 Aug 2001,1,0,0
SJ Benn (WI),58,7,185,1,3.18,185,348,v South Africa,Basseterre,18 Jun 2010,1,0,0
ST Jayasuriya (SL),10,2,20,0,2,+AC0-,+AC0-,v Bangladesh,Colombo (PSS),21 Jul 2002,1,0,0
MS Panesar (ENG),11,4,21,0,1.9,+AC0-,+AC0-,v New Zealand,Nottingham,5 Jun 2008,1,0,0
AF Giles (ENG),10,3,24,0,2.4,+AC0-,+AC0-,v South Africa,Nottingham,14 Aug 2003,1,0,0
RJ Peterson (SA),10,3,24,0,2.4,+AC0-,+AC0-,v Pakistan,Johannesburg,1 Feb 2013,1,0,0
DL Vettori (NZ),10,1,25,0,2.5,+AC0-,+AC0-,v Zimbabwe,Napier,26 Jan 2012,1,0,0
GW Flower (ZIM),16,4,26,0,1.62,+AC0-,+AC0-,v New Zealand,Bulawayo,12 Sep 2000,1,0,0
GW Flower (ZIM),12,4,26,0,2.16,+AC0-,+AC0-,v Pakistan,Bulawayo,16 Nov 2002,1,0,0
ST Jayasuriya (SL),12,3,27,0,2.25,+AC0-,+AC0-,v Zimbabwe,Kandy,4 Jan 2002,1,0,0
Shakib Al Hasan (BDESH),13,2,29,0,2.23,+AC0-,+AC0-,v India,Chittagong,18 May 2007,1,0,0
Shakib Al Hasan (BDESH),10,6,30,0,3,+AC0-,+AC0-,v South Africa,Dhaka,22 Feb 2008,1,0,0
N Boje (SA),14,4,33,0,2.35,+AC0-,+AC0-,v India,Port Elizabeth,16 Nov 2001,1,0,0
MJ Clarke (AUS),18,5,34,0,1.88,+AC0-,+AC0-,v South Africa,Adelaide,22 Nov 2012,1,0,0
Qaiser Abbas (PAK),16,3,35,0,2.18,+AC0-,+AC0-,v England,Lahore,15 Nov 2000,1,0,0
ST Jayasuriya (SL),13,3,37,0,2.84,+AC0-,+AC0-,v Pakistan,Colombo (SSC),26 Mar 2006,1,0,0
MJ Clarke (AUS),13,2,38,0,2.92,+AC0-,+AC0-,v India,Perth,16 Jan 2008,1,0,0
DL Vettori (NZ),15,2,39,0,2.6,+AC0-,+AC0-,v England,Wellington,13 Mar 2008,1,0,0
JC Adams (WI),14,2,40,0,2.85,+AC0-,+AC0-,v Pakistan,St John's,25 May 2000,1,0,0
NO Miller (WI),17,4,40,0,2.35,+AC0-,+AC0-,v Bangladesh,Kingstown,9 Jul 2009,1,0,0
DL Vettori (NZ),19,4,47,0,2.47,+AC0-,+AC0-,v Australia,Auckland,26 Mar 2005,1,0,0
GW Flower (ZIM),13,1,52,0,4,+AC0-,+AC0-,v West Indies,Bulawayo,19 Jul 2001,1,0,0
HMRKB Herath (SL),14,1,52,0,3.71,+AC0-,+AC0-,v West Indies,Colombo (SSC),13 Jul 2005,1,0,0
MJ Clarke (AUS),17,2,53,0,3.11,+AC0-,+AC0-,v England,Adelaide,1 Dec 2006,1,0,0
Manjural Islam Rana (BDESH),12,1,55,0,4.58,+AC0-,+AC0-,v India,Dhaka,10 Dec 2004,1,0,0
AF Giles (ENG),11,1,56,0,5.09,+AC0-,+AC0-,v Australia,Lord's,21 Jul 2005,1,0,0
N Boje (SA),19,7,59,0,3.1,+AC0-,+AC0-,v England,Centurion,21 Jan 2005,1,0,0
Enamul Haque jnr (BDESH),15,0,59,0,3.93,+AC0-,+AC0-,v India,Chittagong,18 May 2007,1,0,0
Shakib Al Hasan (BDESH),19,1,62,0,3.26,+AC0-,+AC0-,v India,Dhaka,25 May 2007,1,0,0
Manjural Islam Rana (BDESH),16.3,0,63,0,3.81,+AC0-,+AC0-,v India,Chittagong,17 Dec 2004,1,0,0
Yuvraj Singh (INDIA),16,1,64,0,4,+AC0-,+AC0-,v Sri Lanka,Ahmedabad,16 Nov 2009,1,0,0
AF Giles (ENG),19,1,67,0,3.52,+AC0-,+AC0-,v New Zealand,Leeds,3 Jun 2004,1,0,0
RO Hinds (WI),18,1,67,0,3.72,+AC0-,+AC0-,v South Africa,Bridgetown,21 Apr 2005,1,0,0
PADLR Sandakan (SL),19,0,70,0,3.68,+AC0-,+AC0-,v Australia,Colombo (SSC),13 Aug 2016,1,0,0
DL Vettori (NZ),24,4,73,0,3.04,+AC0-,+AC0-,v South Africa,Auckland,18 Mar 2004,1,0,0
RJ Peterson (SA),13,2,76,0,5.84,+AC0-,+AC0-,v West Indies,Johannesburg,12 Dec 2003,1,0,0
AF Giles (ENG),23,1,76,0,3.3,+AC0-,+AC0-,v Australia,The Oval,8 Sep 2005,1,0,0
Enamul Haque (BDESH),33,10,81,0,2.45,+AC0-,+AC0-,v South Africa,Chittagong,24 Apr 2003,1,0,0
SM Katich (AUS),17,1,84,0,4.94,+AC0-,+AC0-,v India,Sydney,2 Jan 2004,1,0,0
Taijul Islam (BDESH),20,0,85,0,4.25,+AC0-,+AC0-,v India,Fatullah,10 Jun 2015,1,0,0
N Boje (SA),29,4,89,0,3.06,+AC0-,+AC0-,v New Zealand,Cape Town,27 Apr 2006,1,0,0
DL Vettori (NZ),22,3,97,0,4.4,+AC0-,+AC0-,v England,Christchurch,13 Mar 2002,1,0,0
DL Vettori (NZ),42,11,98,0,2.33,+AC0-,+AC0-,v South Africa,Wellington,23 Mar 2012,1,0,0
Abdur Razzak (BDESH),30,5,99,0,3.3,+AC0-,+AC0-,v Australia,Chittagong,16 Apr 2006,1,0,0
N Boje (SA),26,2,101,0,3.88,+AC0-,+AC0-,v England,Johannesburg,13 Jan 2005,1,0,0
Enamul Haque (BDESH),33,6,114,0,3.45,+AC0-,+AC0-,v Pakistan,Chittagong,16 Jan 2002,1,0,0
HMRKB Herath (SL),36,7,115,0,3.19,+AC0-,+AC0-,v Pakistan,Galle,21 Jun 2000,1,0,0
RO Hinds (WI),28,3,118,0,4.21,+AC0-,+AC0-,v England,Bridgetown,26 Feb 2009,1,0,0
Shakib Al Hasan (BDESH),41.5,7,121,0,2.89,+AC0-,+AC0-,v Pakistan,Chittagong,9 Dec 2011,1,0,0
DL Vettori (NZ),44,8,129,0,2.93,+AC0-,+AC0-,v South Africa,Wellington,26 Mar 2004,1,0,0
BP Martin (NZ),65,28,130,0,2,+AC0-,+AC0-,v England,Auckland,22 Mar 2013,1,0,0
PR Adams (SA),41,4,173,0,4.21,+AC0-,+AC0-,v West Indies,Cape Town,2 Jan 2004,1,0,0
RW Price (ZIM),42,2,192,0,4.57,+AC0-,+AC0-,v South Africa,Harare,7 Sep 2001,1,0,0
